N,r,M,a0,a1,b0,b1,a0_cf,a1_cf,b0_cf,b1_cf,ll,ll_cf,iters,iters_cf
500,22,60,0.022501116952039348,0.033083091316993864,0.806198078865269,0.8174428196965872,0.02179657643173828,0.029550676338512657,0.810026273415442,0.7852759840049157,-784.3150536914208,-784.3885703183159,15,22
500,23,69,0.010774178905309052,0.018823561884424304,0.668477197072287,0.9743525031755936,0.011641778919353741,0.01578111454121003,0.6944383867860427,0.9616970919315572,-735.7919839010273,-736.0411290357672,30,33
500,24,45,0.03411064200670805,0.011138201762417468,0.6884166397903474,0.8658412686420306,0.033951811654803196,0.011597769284846062,0.6872433734352171,0.8691027312786936,-767.7543466243885,-767.7543230209752,11,11
500,25,89,0.023524451591012546,0.04431081630317733,0.6495882933668007,0.8627766078337853,0.023512714380260414,0.04525655198665588,0.6487083734800078,0.8655818379828178,-726.0099735966962,-726.0133966445229,13,13
500,26,61,0.0033593699287796305,0.03965228990425946,0.9389439978333699,0.8517805652954994,0.003596106643397461,0.039484975387987245,0.9406851169585245,0.8506621592812681,-726.4146262701541,-726.415781321274,13,12
500,27,75,7.700900009474572e-05,0.03515775062550065,0.8565919266492156,0.9115748898530628,7.717640315978895e-05,0.03640751184583809,0.8536908336991959,0.915351570895203,-693.0531052208457,-693.0610484163238,15,13
500,28,58,0.005812688441809691,0.022927863815188607,0.9086858911322117,0.8871159436397391,0.006198064053519398,0.02275955342512088,0.9117860814685497,0.8865428103473036,-717.9769247094201,-717.9790985360216,10,10
500,29,54,0.009017376104213649,0.01637492018046212,0.9050221628925571,0.9051376254157001,0.008929343598392274,0.017682674348120677,0.9040641328506555,0.9108173310804886,-720.3016083841309,-720.3080949649707,7,15
500,30,44,0.013566135125863283,0.02019269464875421,0.8628542793201551,0.7870517453570514,0.013407524684850881,0.02062653539525782,0.8598094902745501,0.7923979900216908,-751.3154406202594,-751.3197605678083,18,21
500,31,43,0.003974610714204125,0.02869288683328535,0.8406826498449326,0.8329687944433803,0.003962605660137399,0.02937440892870462,0.8392395174994204,0.836392011784283,-755.5281752596514,-755.5308648304764,9,12
500,32,37,3.412650928504337e-05,0.02119485257431107,0.6481346713081926,0.936829599611503,2.6457918459622007e-05,0.01702444952576237,0.6597791016529444,0.9156448562934938,-721.4620816320644,-721.696028519833,27,20
500,33,58,0.014944729849225933,0.02454518198533077,0.6678615784051247,0.9014377935962635,0.014791736988529503,0.02543435271956213,0.6563296536545069,0.9064927153890469,-788.6545071961922,-788.649556383039,43,41
500,34,40,0.008006054623659284,0.021924536941873882,0.5231133010281402,0.8836926396535323,0.008003270247293253,0.022565301097428173,0.5192358351498259,0.8879581849013272,-807.6718756308625,-807.6693517800821,23,23
500,35,49,0.01155831523106059,0.017315289887295384,0.596863367816488,0.909642161025219,0.011508415602426889,0.017883509073149676,0.5933885699810231,0.9134206023132573,-752.3528615493074,-752.3525451022543,20,20
500,36,79,0.013828849286700504,0.03334593127776617,0.9732047558036049,0.7658453099938953,0.009285385797242881,0.0350127534933821,0.9556150540460651,0.783683688379851,-722.1489408575801,-722.5094669773645,16,24
