model,scenario,N,r,B,data,LR,LR_fits,p_asym,p_boot,B_valid,boot_q95,boot_mean,seconds
hmc_dn,markov-null,500,0,99,study,6.265869169737925,6.1977520630650815,0.04358969172663271,0.05,99,5.916300167975031,2.0075306180902457,1384.963634967804
hmc_dn,markov-null,500,1,99,study,1.266390088719163,1.2219002004719641,0.5308928621149669,0.68,99,6.731063443435573,2.4542061030774915,883.27459192276
hmc_dn,markov-null,500,11,99,study,10.604953819603224,11.724319511849217,0.004979245478321642,0.01,99,5.15678379437547,2.0943100401419645,796.820405960083
hmc_dn,markov-null,500,78,99,study,14.30837716557403,16.63036007123651,0.0007815834884435018,0.01,99,6.250987208701825,2.244820640357336,863.1914219856262
hmc_dn,markov-null,500,197,99,study,11.244329510977195,11.852095104081627,0.0036168031339414903,0.01,99,6.939797331428847,2.7300696125040496,1077.6380062103271
hmc_dn,markov-null,500,198,99,study,11.42710548596483,11.085085931764752,0.0033009243522745344,0.01,99,5.744634985567108,1.979425586211171,780.372622013092
