kind,N,r,M,pi0_c0,iters_c0,reach_c0,ll_c0,pi0_c1,iters_c1,reach_c1,ll_c1,pi0_common,ll_common,pi0_first,pi1_first,pi0,pi1,common,iters
common-markov-states,2000,41,310,,,,,,,,,,,0.05492138812698655,0.26815846864054804,0.028005435323954452,0.2918090457228398,0.155,9
common-markov-states,2000,42,318,,,,,,,,,,,0.0532272856137754,0.2735955895969013,0.018356716829833947,0.2975534037238682,0.159,11
common-markov-states,2000,43,252,,,,,,,,,,,0.06380929756596525,0.22115740958471392,0.03017949461356515,0.25764380026753037,0.126,12
common-markov-states,2000,44,327,,,,,,,,,,,0.04777273475791121,0.2742144290935603,0.012063244632810638,0.2974468983139525,0.1635,10
common-markov-states,2000,45,327,,,,,,,,,,,0.0554930319902732,0.2760952307546001,0.018992693082124493,0.2991772207483056,0.1635,12
common-markov-states,2000,46,329,,,,,,,,,,,0.051213325093533726,0.29161625171868905,0.017727352312990562,0.3190421178002089,0.1645,10
common-markov-states,2000,47,323,,,,,,,,,,,0.058395724702791335,0.2573058435737668,0.02507944666715174,0.27730716961568397,0.1615,10
common-markov-states,2000,48,326,,,,,,,,,,,0.06416336762213479,0.2870552977476278,0.018168880700656514,0.319101654220011,0.163,13
common-markov-states,2000,49,306,,,,,,,,,,,0.046834950386995394,0.2591847039784953,0.018638855481817894,0.28102509342985893,0.153,11
common-iid-states,500,0,72,,,,,,,,,,,0.131711258316614,0.15882468597279353,0.03536285286929366,0.16387876102798513,0.144,474
common-iid-states,500,1,69,,,,,,,,,,,0.1301695485764163,0.14683936328197456,0.12774842689581234,0.18682466953210444,0.138,489
common-iid-states,500,2,69,,,,,,,,,,,0.12842548017360222,0.14912387072694394,0.12499747902520486,0.1515057368080364,0.138,500
common-iid-states,500,3,84,,,,,,,,,,,0.14712795657417974,0.1957801532841081,0.14216472921209494,0.2173911970815587,0.168,500
common-iid-states,500,4,84,,,,,,,,,,,0.15470749938653908,0.1837977146903795,0.19641680507363127,0.0935687769967817,0.168,500
common-iid-states,500,5,75,,,,,,,,,,,0.1405268117108251,0.1608491243453373,0.24491843000753008,0.019447685892945793,0.15,224
common-iid-states,500,6,64,,,,,,,,,,,0.11992064772919643,0.13725345030898056,0.15573941415556627,0.09637153109938662,0.128,79
common-iid-states,500,7,83,,,,,,,,,,,0.15024872557507046,0.18544723230738824,0.1527888822711495,0.18938118270548707,0.166,86
common-iid-states,500,8,73,,,,,,,,,,,0.13279148803316634,0.16213334146432765,0.14989466792708595,0.1409291306718417,0.146,75
common-iid-states,500,9,78,,,,,,,,,,,0.14952264662806972,0.16306994421323381,0.18232356436482897,0.07333391948531759,0.156,383
common-iid-states,500,10,92,,,,,,,,,,,0.1781989028497997,0.19019687480339742,0.23348849386937343,0.04135797696676721,0.184,291
common-iid-states,500,11,89,,,,,,,,,,,0.16891370888321838,0.18812513422735797,0.23760522929107827,0.10115929313990947,0.178,448
common-iid-states,500,12,82,,,,,,,,,,,0.14020942092061073,0.1975216989529543,0.21386007279144476,0.10969695316713875,0.164,500
common-iid-states,500,13,75,,,,,,,,,,,0.13802631855725897,0.16425510477844135,0.17451390385770602,0.09187940135007007,0.15,232
common-iid-states,500,14,72,,,,,,,,,,,0.13413385599276897,0.155439371447704,0.10246084535057175,0.16679241368841097,0.144,500
common-iid-states,500,15,98,,,,,,,,,,,0.185035922954284,0.2083507054940177,0.16790452109813697,0.22588879689179353,0.196,152
common-iid-states,500,16,93,,,,,,,,,,,0.16926801545823625,0.20640886451873228,0.20075958783438477,0.17717346160239372,0.186,500
common-iid-states,500,17,71,,,,,,,,,,,0.13170248571928245,0.15405107600746945,0.17503865403073784,0.04000687985437559,0.142,245
common-iid-states,500,18,71,,,,,,,,,,,0.1301000036982183,0.15630300108788017,0.12528402413267464,0.2379030496804539,0.142,456
common-iid-states,500,19,87,,,,,,,,,,,0.15754321391162524,0.1943023987270185,0.2466512537547555,0.04118208794703183,0.174,323
common-iid-states,500,20,82,,,,,,,,,,,0.14757719772790445,0.1845424070556149,0.4709578150549349,0.05402572691832234,0.164,500
common-iid-states,500,21,67,,,,,,,,,,,0.12090410852663395,0.15028483249726554,0.14942300799837963,0.12937868173748723,0.134,285
common-iid-states,500,22,67,,,,,,,,,,,0.12050124930226659,0.15091196531817486,0.028668389896114636,0.1613570403040898,0.134,296
common-iid-states,500,23,77,,,,,,,,,,,0.13880626860436387,0.17293571992173398,0.13782755897856286,0.17106559437632762,0.154,500
common-iid-states,500,24,81,,,,,,,,,,,0.14479040193302883,0.18385938765184942,0.17892914305286925,0.13588568577468912,0.162,369
common-iid-states,500,25,78,,,,,,,,,,,0.14096875013893992,0.17462620985481003,0.25013827406245054,0.04880562451328045,0.156,251
common-iid-states,500,26,84,,,,,,,,,,,0.16284953602416513,0.1734925239962444,0.11511515680753182,0.2979052735218494,0.168,254
common-iid-states,500,27,92,,,,,,,,,,,0.17587903687364248,0.19291273915836354,0.2970009828669732,0.10008501737107582,0.184,500
common-iid-states,500,28,84,,,,,,,,,,,0.15510273665860608,0.1832429682920067,0.10124005635409385,0.3119415845360364,0.168,147
common-iid-states,500,29,77,,,,,,,,,,,0.1453330257401331,0.16377246738154233,0.1723985750321148,0.07051535638266176,0.154,500
common-iid-states,500,30,68,,,,,,,,,,,0.12845144351323434,0.14449767766926225,0.15879871948612334,0.12561175454295476,0.136,360
common-iid-states,500,31,91,,,,,,,,,,,0.16824901941598408,0.19820476982167282,0.3029155784736196,0.07061768504683931,0.182,418
common-iid-states,500,32,79,,,,,,,,,,,0.14202413156208213,0.17803246689660615,0.022294389262117666,0.2623557541573914,0.158,500
common-iid-states,500,33,80,,,,,,,,,,,0.1417464568338356,0.18365679641661736,0.12840807680390734,0.28450546906977775,0.16,500
common-iid-states,500,34,79,,,,,,,,,,,0.14571781932979247,0.17254971209310638,0.13954288242450796,0.20208720192167487,0.158,500
common-iid-states,500,35,73,,,,,,,,,,,0.1358444664949129,0.15780322324515475,0.16373848580083664,0.08440039675225722,0.146,301
common-iid-states,500,36,68,,,,,,,,,,,0.12182843595206425,0.15390996553519376,0.15862766563016115,0.04699865813168176,0.136,500
common-iid-states,500,37,78,,,,,,,,,,,0.14514561112780847,0.16861544089980682,0.025479311237293936,0.3001163307563478,0.156,348
common-iid-states,500,38,79,,,,,,,,,,,0.14420279389632065,0.17472340865312244,0.14284762921251865,0.17641464864735223,0.158,26
common-iid-states,500,39,82,,,,,,,,,,,0.1552702996930692,0.17377578944012467,0.17954333252985596,0.0980722198517297,0.164,500
common-iid-states,500,40,88,,,,,,,,,,,0.16420938004857422,0.1896207692588379,0.17545796581266776,0.17773890405243034,0.176,500
common-iid-states,500,41,82,,,,,,,,,,,0.145500143561569,0.18789653868424686,0.19448896665586807,0.15614532533659592,0.164,500
common-iid-states,500,42,78,,,,,,,,,,,0.14725078079625817,0.16586078941672114,0.2825258215406419,0.055792398416608574,0.156,279
common-iid-states,500,43,82,,,,,,,,,,,0.15546156137054173,0.173536844680232,0.17407702745958611,0.12463067537427437,0.164,237
common-iid-states,500,44,82,,,,,,,,,,,0.149809998665738,0.18116593876102954,0.17969833656344356,0.1590579325578458,0.164,500
common-iid-states,500,45,87,,,,,,,,,,,0.1553684679384548,0.19771562520281005,0.1615102143740953,0.18736283367028989,0.174,83
common-iid-states,500,46,81,,,,,,,,,,,0.14324155182380738,0.1864190142604294,0.1678251607608592,0.14355989865956226,0.162,500
common-iid-states,500,47,78,,,,,,,,,,,0.147081657759689,0.166075887705725,0.27086998016574676,0.06430813675409514,0.156,500
common-iid-states,500,48,75,,,,,,,,,,,0.14154133894596785,0.15954021343646566,0.2916816606733707,0.03772496324003053,0.15,124
common-iid-states,500,49,81,,,,,,,,,,,0.15481047706699558,0.16989573190350415,0.19952312181815846,0.13786591419537642,0.162,302
common-iid-states,2000,0,331,,,,,,,,,,,0.15330746413725446,0.17979983587621548,0.1721333151579525,0.156669483925643,0.1655,500
common-iid-states,2000,1,314,,,,,,,,,,,0.14392837701361855,0.17268355444631855,0.019040888785856015,0.4171409270382413,0.157,500
common-iid-states,2000,2,321,,,,,,,,,,,0.14763280828829986,0.17582467365811527,0.1724409039759729,0.14388862076123476,0.1605,369
common-iid-states,2000,3,326,,,,,,,,,,,0.15161617212727632,0.17623246154691077,0.12837297016834126,0.21749462644787595,0.163,386
common-iid-states,2000,4,313,,,,,,,,,,,0.14775102699632672,0.166350704373717,0.09590734752823381,0.3074581048945084,0.1565,500
common-iid-states,2000,5,328,,,,,,,,,,,0.15225729084654246,0.1777057636915786,0.16226963566413907,0.1654692066083666,0.164,270
common-iid-states,2000,6,320,,,,,,,,,,,0.14841284323990525,0.17355008537510025,0.1490989577109183,0.17782487559160495,0.16,500
common-iid-states,2000,7,323,,,,,,,,,,,0.15203500454661806,0.17222211171013954,0.11127638875808703,0.26587792288314616,0.1615,500
common-iid-states,2000,8,338,,,,,,,,,,,0.1567895777009679,0.1832732716820682,0.16124202231575205,0.18978528948556536,0.169,500
common-iid-states,2000,9,333,,,,,,,,,,,0.15513653660785096,0.17966013044845291,0.08608004598070125,0.2545127293284073,0.1665,359
common-iid-states,2000,10,357,,,,,,,,,,,0.16750652575774447,0.19103820485226788,0.161256196476901,0.19060649813200028,0.1785,500
common-iid-states,2000,11,301,,,,,,,,,,,0.1415925050071283,0.16060385970485258,0.1618635085814223,0.1423758312835838,0.1505,500
common-iid-states,2000,12,337,,,,,,,,,,,0.1576172960361481,0.18099733708525276,0.15735324953096058,0.18145585089670793,0.1685,31
common-iid-states,2000,13,331,,,,,,,,,,,0.15184551066914542,0.1818532600734207,0.011586380675152837,0.3334934917353888,0.1655,497
common-iid-states,2000,14,310,,,,,,,,,,,0.14432125438569793,0.1673857242304682,0.13717868490058974,0.17997903099415097,0.155,347
common-iid-states,2000,15,329,,,,,,,,,,,0.15157613094303823,0.17983355418534736,0.17032964943776996,0.15438107597108597,0.1645,415
common-iid-states,2000,16,324,,,,,,,,,,,0.1517027446423101,0.17379735173990446,0.24298475804170042,0.017573782637550033,0.162,500
common-iid-states,2000,17,323,,,,,,,,,,,0.14952093436487346,0.17556607352714632,0.05829569902773021,0.3971099639180289,0.1615,500
common-iid-states,2000,18,323,,,,,,,,,,,0.14867467296054254,0.17674737051907646,0.14862104379919322,0.1767155239787518,0.1615,18
common-iid-states,2000,19,320,,,,,,,,,,,0.15117414157982353,0.1699206806026628,0.11734905723858365,0.21392593341885952,0.16,500
common-iid-states,2000,20,321,,,,,,,,,,,0.14698044223375137,0.17675902527605258,0.14320465162407717,0.19422398638480523,0.1605,240
common-iid-states,2000,21,306,,,,,,,,,,,0.141282134732209,0.16683781788065744,0.197546422872649,0.0804773541398972,0.153,500
common-iid-states,2000,22,328,,,,,,,,,,,0.1513363322025733,0.1789769742809848,0.1893610623116758,0.1407888933568261,0.164,500
common-iid-states,2000,23,320,,,,,,,,,,,0.14806609130758744,0.17402666164483585,0.20616888463386207,0.0457722692295542,0.16,500
common-iid-states,2000,24,322,,,,,,,,,,,0.15085673566666835,0.17260599825290746,0.135109264453619,0.19752086853331577,0.161,500
common-iid-states,2000,25,306,,,,,,,,,,,0.1414729556210635,0.16657250211976699,0.0615322173160106,0.23509088117591337,0.153,434
common-iid-states,2000,26,341,,,,,,,,,,,0.15995485852729133,0.1825340430130628,0.15852155440021432,0.18451968619283732,0.1705,63
common-iid-states,2000,27,326,,,,,,,,,,,0.1518153974055008,0.1759640550879452,0.18387621002430846,0.13007860611264394,0.163,500
common-iid-states,2000,28,336,,,,,,,,,,,0.15473205163647746,0.18375715236955273,0.1451915174271526,0.22193684002138217,0.168,500
common-iid-states,2000,29,325,,,,,,,,,,,0.1521068767127153,0.17441795088245854,0.06292181887382947,0.32251778118715213,0.1625,500
common-iid-states,2000,30,314,,,,,,,,,,,0.14819756606863344,0.16691452188314987,0.1727200346767202,0.1426967651212813,0.157,500
common-iid-states,2000,31,312,,,,,,,,,,,0.14494699001254327,0.16887827469758657,0.16462578855588914,0.15033363734021854,0.156,500
common-iid-states,2000,32,307,,,,,,,,,,,0.1449154156551173,0.16316609665199933,0.0450555624616297,0.26434223127421524,0.1535,500
common-iid-states,2000,33,301,,,,,,,,,,,0.13478560497150568,0.1703626493984906,0.08643973626469124,0.28489187558086804,0.1505,363
common-iid-states,2000,34,316,,,,,,,,,,,0.14913715421987406,0.1679831807774846,0.1500491782890355,0.1679348267913567,0.158,176
common-iid-states,2000,35,335,,,,,,,,,,,0.15589322208993497,0.18097452445266873,0.2152236359726616,0.08075720217912223,0.1675,500
common-iid-states,2000,36,348,,,,,,,,,,,0.16212450012784746,0.18775312926439544,0.07837409120690461,0.25331273105888463,0.174,500
common-iid-states,2000,37,337,,,,,,,,,,,0.15360561784694765,0.1865934131524415,0.17845135754084465,0.15492379076964757,0.1685,443
common-iid-states,2000,38,326,,,,,,,,,,,0.15124122882175037,0.17674176306304176,0.15306259930976102,0.1764049434088955,0.163,334
common-iid-states,2000,39,325,,,,,,,,,,,0.14895618827256982,0.17875349676311356,0.20671380929549454,0.12361397247685081,0.1625,500
common-iid-states,2000,40,313,,,,,,,,,,,0.14648917898314615,0.16797982318672858,0.17673985216913454,0.14591824249124732,0.1565,500
common-iid-states,2000,41,289,,,,,,,,,,,0.1345096284684793,0.15609387149584336,0.11822691724305559,0.16736676570831985,0.1445,265
common-iid-states,2000,42,320,,,,,,,,,,,0.15017063040118767,0.17120663787041623,0.10908949686756113,0.22720007952215301,0.16,424
common-iid-states,2000,43,320,,,,,,,,,,,0.14929394487391998,0.1723605563417448,0.09773084430876443,0.19952855732315464,0.16,500
common-iid-states,2000,44,312,,,,,,,,,,,0.14297929341650228,0.17163024274341626,0.0633688391190042,0.22530524176791214,0.156,500
common-iid-states,2000,45,312,,,,,,,,,,,0.14674849594427616,0.1664968727704463,0.026022084542851084,0.28130866559983575,0.156,500
common-iid-states,2000,46,315,,,,,,,,,,,0.1419966038026988,0.17680411490171805,0.19057101285518577,0.11564334499042231,0.1575,155
common-iid-states,2000,47,297,,,,,,,,,,,0.1400311189768007,0.15805959067326225,0.14608116998355775,0.15160039376632406,0.1485,500
common-iid-states,2000,48,330,,,,,,,,,,,0.15047298333151068,0.1826321042885326,0.1773719143574134,0.1538085914174882,0.165,500
common-iid-states,2000,49,314,,,,,,,,,,,0.14504812712422355,0.1710988053349644,0.2605364325785094,0.08941717632190543,0.157,500
