mote,method,gap_nodes,window_hi,n_differ_from_default,same_as_main_run,seconds,log_lik,quad_error,quad_limit,quad_warnings,quad_error_max_warned,n_obs,n_suspect,n_flag,recall,precision,recall_rise,flag_climb,n_climb,flag_ambig,n_ambig,flag_normal,n_normal,flag_post,precision_ext,recall_ext,fa_per_1000,fa_episodes,fa_episodes_per_day,lead_first_h,lead_24h_h,lead_episode_h
47,PMC nonseq α=0.001,64,75174,0,True,13.69716884160007,8427.232179301804,6320.094764169765,0.05,0,,30112,128,185,0.359375,0.24864864864864866,0.39316239316239315,114,401,17,925,8,28658,0,0.8648648648648649,0.30245746691871456,0.27915416288645406,7,0.4713174963319325,270.5378520856674,16.15860322800977,3.475058043362596
47,PMC nonseq α=0.001,256,75174,97,,208.33774903340017,12383.221054568425,3432.110222957448,0.05,0,,30112,128,92,0.0,0.0,0.0,67,401,17,925,8,28658,0,0.7282608695652174,0.1266540642722117,0.27915416288645406,7,0.4713174963319325,270.5378520856674,16.15860322800977,
47,PMC nonseq α=0.01,64,75174,0,True,13.69716884160007,8427.232179301804,6320.094764169765,0.05,0,,30112,128,463,0.359375,0.09935205183585313,0.39316239316239315,129,401,35,925,253,28658,0,0.3779697624190065,0.33081285444234404,8.828250401284109,79,5.319154601460381,380.30635219879,23.167053622417306,3.475058043362596
47,PMC nonseq α=0.01,256,75174,102,,208.33774903340017,12383.221054568425,3432.110222957448,0.05,0,,30112,128,365,0.0,0.0,0.0,78,401,35,925,252,28658,0,0.2136986301369863,0.14744801512287334,8.793356130923302,78,5.251823530555819,380.30635219879,23.167053622417306,
47,PMC seq BH α=0.001,64,75174,0,,198.99387058299908,66479.66801441692,,,0,,30112,128,408,1.0,0.3137254901960784,1.0,273,401,7,925,0,28658,0,0.9828431372549019,0.7580340264650284,0.0,0,0.0,15.18358694246199,15.18358694246199,15.18358694246199
47,PMC seq BH α=0.001,256,75174,81,,2294.6287579169984,65850.68962049953,,,0,,30112,128,345,1.0,0.3710144927536232,1.0,211,401,6,925,0,28658,0,0.9826086956521739,0.6408317580340265,0.0,0,0.0,15.18358694246199,15.18358694246199,3.1833865049508674
47,PMC seq α=0.001,64,75174,0,True,99.62540200000149,66894.11211045382,,,0,,30112,128,564,1.0,0.22695035460992907,1.0,358,401,29,925,49,28658,0,0.8617021276595744,0.9187145557655955,1.709819247679531,7,0.4713174963319325,270.5378520856674,16.15860322800977,16.15860322800977
47,PMC seq α=0.001,256,75174,0,,1352.780104333,66893.99987355695,,,0,,30112,128,564,1.0,0.22695035460992907,1.0,358,401,29,925,49,28658,0,0.8617021276595744,0.9187145557655955,1.709819247679531,7,0.4713174963319325,270.5378520856674,16.15860322800977,16.15860322800977
48,PMC nonseq BH α=0.001,64,75660,0,,22.192082016600033,23265.983958325458,6246.928033091136,0.05,0,,30589,105,56,0.3047619047619048,0.5714285714285714,0.3047619047619048,24,182,0,850,0,29448,0,1.0,0.1951219512195122,0.0,0,0.0,8.800146987508157,8.800146987508157,6.091768416542105
48,PMC nonseq BH α=0.001,256,75660,34,,351.36685834160016,24577.613060708696,3163.8390378088893,0.05,0,,30589,105,24,0.06666666666666667,0.2916666666666667,0.06666666666666667,17,182,0,850,0,29448,0,1.0,0.08362369337979095,0.0,0,0.0,8.800146987508157,8.800146987508157,1.0083501756519764
48,PMC nonseq BH α=0.01,64,75660,0,,22.192082016600033,23265.983958325458,6246.928033091136,0.05,0,,30589,105,59,0.3047619047619048,0.5423728813559322,0.3047619047619048,27,182,0,850,0,29448,0,1.0,0.20557491289198607,0.0,0,0.0,10.566843163030628,10.566843163030628,6.091768416542105
48,PMC nonseq BH α=0.01,256,75660,35,,351.36685834160016,24577.613060708696,3163.8390378088893,0.05,0,,30589,105,26,0.06666666666666667,0.2692307692307692,0.06666666666666667,19,182,0,850,0,29448,0,1.0,0.09059233449477352,0.0,0,0.0,10.566843163030628,10.566843163030628,1.0083501756519764
48,PMC nonseq α=0.0001,64,75660,0,True,22.192082016600033,23265.983958325458,6246.928033091136,0.05,0,,30589,105,62,0.3047619047619048,0.5161290322580645,0.3047619047619048,30,182,0,850,0,29448,0,1.0,0.21602787456445993,0.0,0,0.0,11.058518042067542,11.058518042067542,6.091768416542105
48,PMC nonseq α=0.0001,256,75660,34,,351.36685834160016,24577.613060708696,3163.8390378088893,0.05,0,,30589,105,30,0.06666666666666667,0.23333333333333334,0.06666666666666667,23,182,0,850,0,29448,0,1.0,0.10452961672473868,0.0,0,0.0,11.058518042067542,11.058518042067542,1.0083501756519764
48,PMC nonseq α=0.001,64,75660,0,True,22.192082016600033,23265.983958325458,6246.928033091136,0.05,0,,30589,105,81,0.3047619047619048,0.3950617283950617,0.3047619047619048,37,182,0,850,12,29448,0,0.8518518518518519,0.24041811846689895,0.40749796251018744,8,0.5326093477832209,277.6296372053354,11.058518042067542,8.800146987508157
48,PMC nonseq α=0.001,256,75660,35,,351.36685834160016,24577.613060708696,3163.8390378088893,0.05,0,,30589,105,50,0.06666666666666667,0.14,0.06666666666666667,31,182,0,850,12,29448,0,0.76,0.13240418118466898,0.40749796251018744,8,0.5326093477832209,277.6296372053354,11.058518042067542,1.0083501756519764
48,PMC nonseq α=0.01,64,75660,0,True,22.192082016600033,23265.983958325458,6246.928033091136,0.05,0,,30589,105,403,0.3047619047619048,0.0794044665012407,0.3047619047619048,44,182,18,850,309,29448,0,0.18858560794044665,0.26480836236933797,10.493072534637326,59,3.9279939399012544,380.139682748269,21.8836988534057,11.61686070131285
48,PMC nonseq α=0.01,256,75660,36,,351.36685834160016,24577.613060708696,3163.8390378088893,0.05,0,,30589,105,369,0.06666666666666667,0.018970189701897018,0.06666666666666667,37,182,18,850,307,29448,0,0.11924119241192412,0.15331010452961671,10.425156207552295,58,3.8614177714283517,380.139682748269,21.8836988534057,1.0083501756519764
48,PMC seq BH α=0.001,64,75660,0,,117.05306266700063,78876.97657353655,,,0,,30589,105,195,1.0,0.5384615384615384,1.0,86,182,0,850,0,29448,4,0.9794871794871794,0.6655052264808362,0.0,0,0.0,10.566843163030628,10.566843163030628,6.091768416542105
48,PMC seq BH α=0.001,256,75660,1,,1792.533348334,78877.92021548082,,,0,,30589,105,196,1.0,0.5357142857142857,1.0,87,182,0,850,0,29448,4,0.9795918367346939,0.6689895470383276,0.0,0,0.0,10.566843163030628,10.566843163030628,6.091768416542105
48,PMC seq α=0.001,64,75660,0,True,37.528070249998564,77507.57168510742,,,0,,30589,105,818,1.0,0.12836185819070906,1.0,104,182,0,850,605,29448,4,0.2555012224938875,0.7282229965156795,20.54468894322195,8,0.5326093477832209,277.6296372053354,11.058518042067542,8.800146987508157
48,PMC seq α=0.001,256,75660,26,,1017.2077048749998,77456.32241165118,,,0,,30589,105,844,1.0,0.12440758293838862,1.0,114,182,0,850,621,29448,4,0.259478672985782,0.7630662020905923,21.0880195599022,8,0.5326093477832209,277.6296372053354,11.058518042067542,11.058518042067542
