study,rate,variant,method,h,n,rmse,mse,mae,crps,crps_gauss,cov50,cov80,cov95,w95
tsnh4,0,clean,ar1|raw+gate,24,93,0.57378,0.32922,0.42395,0.3187,0.3187,0.50538,0.70968,0.87097,1.7787
tsnh4,0,clean,ar1|robust+gate,1,93,0.097939,0.009592,0.07394,0.053158,0.053158,0.46237,0.75269,0.90323,0.31273
tsnh4,0,clean,ar1|robust+gate,2,93,0.12189,0.014856,0.096108,0.067244,0.067244,0.48387,0.77419,0.95699,0.44041
tsnh4,0,clean,ar1|robust+gate,3,93,0.13799,0.019042,0.10886,0.076126,0.076126,0.50538,0.83871,0.95699,0.53781
tsnh4,0,clean,ar1|robust+gate,4,93,0.16311,0.026606,0.11863,0.088986,0.088986,0.60215,0.7957,0.92473,0.61942
tsnh4,0,clean,ar1|robust+gate,5,93,0.18486,0.034174,0.13843,0.10162,0.10162,0.58065,0.7957,0.93548,0.69086
tsnh4,0,clean,ar1|robust+gate,6,93,0.19281,0.037174,0.14806,0.10695,0.10695,0.54839,0.80645,0.94624,0.75504
tsnh4,0,clean,ar1|robust+gate,7,93,0.23247,0.054042,0.16953,0.12535,0.12535,0.51613,0.80645,0.93548,0.81368
tsnh4,0,clean,ar1|robust+gate,8,93,0.26323,0.069288,0.1834,0.13823,0.13823,0.55914,0.7957,0.91398,0.8679
tsnh4,0,clean,ar1|robust+gate,9,93,0.28047,0.078665,0.20044,0.15154,0.15154,0.62366,0.74194,0.88172,0.9185
tsnh4,0,clean,ar1|robust+gate,10,93,0.31488,0.099152,0.22069,0.16882,0.16882,0.55914,0.76344,0.87097,0.96605
tsnh4,0,clean,ar1|robust+gate,11,93,0.33729,0.11376,0.24222,0.18347,0.18347,0.53763,0.72043,0.86022,1.011
tsnh4,0,clean,ar1|robust+gate,12,93,0.37937,0.14392,0.26762,0.20547,0.20547,0.51613,0.70968,0.83871,1.0536
tsnh4,0,clean,ar1|robust+gate,13,93,0.39624,0.157,0.27518,0.21243,0.21243,0.55914,0.74194,0.83871,1.0943
tsnh4,0,clean,ar1|robust+gate,14,93,0.40904,0.16731,0.29104,0.22197,0.22197,0.52688,0.73118,0.83871,1.1331
tsnh4,0,clean,ar1|robust+gate,15,93,0.42897,0.18401,0.307,0.23431,0.23431,0.47312,0.72043,0.82796,1.1703
tsnh4,0,clean,ar1|robust+gate,16,93,0.44887,0.20148,0.32016,0.24593,0.24593,0.51613,0.73118,0.80645,1.2061
tsnh4,0,clean,ar1|robust+gate,17,93,0.465,0.21623,0.34073,0.25867,0.25867,0.49462,0.70968,0.7957,1.2406
tsnh4,0,clean,ar1|robust+gate,18,93,0.47978,0.23019,0.35073,0.26758,0.26758,0.50538,0.70968,0.78495,1.2738
tsnh4,0,clean,ar1|robust+gate,19,93,0.51336,0.26354,0.37296,0.28753,0.28753,0.46237,0.67742,0.77419,1.3059
tsnh4,0,clean,ar1|robust+gate,20,93,0.53276,0.28384,0.38415,0.29845,0.29845,0.47312,0.68817,0.78495,1.337
tsnh4,0,clean,ar1|robust+gate,21,93,0.54717,0.2994,0.39788,0.30942,0.30942,0.44086,0.64516,0.77419,1.3671
tsnh4,0,clean,ar1|robust+gate,22,93,0.55983,0.31341,0.40177,0.31462,0.31462,0.46237,0.64516,0.7957,1.3963
tsnh4,0,clean,ar1|robust+gate,23,93,0.56936,0.32418,0.41257,0.32067,0.32067,0.47312,0.64516,0.78495,1.4246
tsnh4,0,clean,ar1|robust+gate,24,93,0.58766,0.34534,0.43576,0.33383,0.33383,0.41935,0.60215,0.8172,1.4522
tsnh4,0,clean,persistence|raw,1,93,0.08823,0.0077845,0.070642,0.050373,,0.4086,0.75269,0.98925,0.35702
tsnh4,0,clean,persistence|raw,2,93,0.11329,0.012835,0.093405,0.065052,,0.47312,0.80645,0.97849,0.53276
tsnh4,0,clean,persistence|raw,3,93,0.13009,0.016924,0.10613,0.074061,,0.47312,0.87097,0.98925,0.67521
tsnh4,0,clean,persistence|raw,4,93,0.15592,0.024312,0.11651,0.08687,,0.56989,0.8172,1,0.82988
tsnh4,0,clean,persistence|raw,5,93,0.17917,0.032101,0.13632,0.099441,,0.56989,0.86022,1,0.9842
tsnh4,0,clean,persistence|raw,6,93,0.18773,0.035242,0.14615,0.10569,,0.52688,0.87097,1,1.1321
tsnh4,0,clean,persistence|raw,7,93,0.22693,0.051496,0.16706,0.1231,,0.51613,0.86022,0.98925,1.2884
tsnh4,0,clean,persistence|raw,8,93,0.25798,0.066555,0.18187,0.13591,,0.5914,0.86022,0.97849,1.422
tsnh4,0,clean,persistence|raw,9,93,0.27664,0.076527,0.20052,0.14918,,0.5914,0.8172,1,1.5476
tsnh4,0,clean,persistence|raw,10,93,0.31223,0.097488,0.22242,0.16732,,0.5914,0.80645,0.98925,1.6722
tsnh4,0,clean,persistence|raw,11,93,0.33675,0.1134,0.24564,0.18186,,0.5914,0.83871,1,1.8058
tsnh4,0,clean,persistence|raw,12,93,0.38022,0.14456,0.27426,0.20377,,0.58065,0.82796,0.98925,1.8994
tsnh4,0,clean,persistence|raw,13,93,0.3984,0.15872,0.28082,0.21273,,0.5914,0.82796,0.97849,2.0152
tsnh4,0,clean,persistence|raw,14,93,0.41312,0.17067,0.30106,0.22383,,0.58065,0.82796,0.98925,2.1099
tsnh4,0,clean,persistence|raw,15,93,0.43506,0.18928,0.31724,0.23598,,0.51613,0.82796,1,2.2331
tsnh4,0,clean,persistence|raw,16,93,0.45784,0.20962,0.33228,0.24759,,0.58065,0.83871,0.98925,2.3301
tsnh4,0,clean,persistence|raw,17,93,0.4758,0.22639,0.35385,0.25995,,0.53763,0.80645,1,2.401
tsnh4,0,clean,persistence|raw,18,93,0.49261,0.24266,0.36656,0.26879,,0.53763,0.83871,0.98925,2.5019
tsnh4,0,clean,persistence|raw,19,93,0.52756,0.27832,0.38931,0.28651,,0.52688,0.84946,0.98925,2.545
tsnh4,0,clean,persistence|raw,20,93,0.54904,0.30145,0.40174,0.29665,,0.53763,0.82796,0.98925,2.6161
tsnh4,0,clean,persistence|raw,21,93,0.56552,0.31981,0.41679,0.30797,,0.49462,0.82796,1,2.6632
tsnh4,0,clean,persistence|raw,22,93,0.58053,0.33701,0.42299,0.31531,,0.50538,0.82796,0.98925,2.7166
tsnh4,0,clean,persistence|raw,23,93,0.59164,0.35004,0.43339,0.32232,,0.50538,0.82796,1,2.766
tsnh4,0,clean,persistence|raw,24,93,0.61223,0.37483,0.45688,0.33607,,0.45161,0.86022,0.98925,2.7565
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,1,90,0.48436,0.23461,0.36893,0.30903,0.30903,0.85556,0.97778,0.98889,3.6539
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,2,89,0.68566,0.47013,0.55269,0.41682,0.41682,0.74157,0.96629,1,4.3997
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,3,89,0.83186,0.69199,0.689,0.49167,0.49167,0.62921,0.95506,1,4.6968
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,4,90,0.97686,0.95425,0.8412,0.56913,0.56913,0.47778,0.91111,1,4.8256
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,5,88,1.1087,1.2293,0.94713,0.6384,0.6384,0.47727,0.85227,0.98864,4.8814
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,6,90,1.1704,1.3698,0.97712,0.66919,0.66919,0.47778,0.84444,0.96667,4.9062
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,7,91,1.2452,1.5505,1.0428,0.71367,0.71367,0.3956,0.84615,0.95604,4.9174
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,8,90,1.2793,1.6366,1.0852,0.73723,0.73723,0.36667,0.77778,0.96667,4.9223
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,9,90,1.2366,1.5292,1.057,0.71369,0.71369,0.37778,0.8,0.97778,4.9246
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,10,89,1.2452,1.5506,1.0706,0.72162,0.72162,0.41573,0.78652,0.98876,4.9256
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,11,90,1.2277,1.5073,1.0475,0.70887,0.70887,0.4,0.78889,0.98889,4.9261
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,12,90,1.2592,1.5855,1.0633,0.72234,0.72234,0.45556,0.78889,0.96667,4.9263
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,13,91,1.1959,1.4302,1.0204,0.68924,0.68924,0.48352,0.82418,0.98901,4.9264
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,14,90,1.2099,1.464,1.0159,0.69317,0.69317,0.46667,0.83333,0.97778,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,15,91,1.1871,1.4093,1.0033,0.68414,0.68414,0.42857,0.82418,0.97802,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,16,91,1.2045,1.4508,0.99814,0.68967,0.68967,0.43956,0.8022,0.97802,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,17,90,1.1459,1.3131,0.94289,0.65204,0.65204,0.48889,0.84444,0.96667,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,18,90,1.136,1.2904,0.92942,0.64703,0.64703,0.5,0.84444,0.97778,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,19,90,1.1557,1.3356,0.99392,0.66866,0.66866,0.46667,0.83333,1,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,20,91,1.208,1.4593,1.0232,0.69492,0.69492,0.42857,0.82418,0.97802,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,21,90,1.1149,1.243,0.96489,0.64692,0.64692,0.41111,0.82222,1,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,22,89,1.2299,1.5127,1.0289,0.70479,0.70479,0.44944,0.82022,0.96629,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,23,88,1.1894,1.4147,1.012,0.687,0.687,0.43182,0.81818,0.98864,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw,24,90,1.2367,1.5294,1.0186,0.70502,0.70502,0.46667,0.82222,0.95556,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,1,90,0.48436,0.23461,0.36893,0.30903,0.30903,0.85556,0.97778,0.98889,3.6539
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,2,89,0.68566,0.47013,0.55269,0.41682,0.41682,0.74157,0.96629,1,4.3997
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,3,89,0.83186,0.69199,0.689,0.49167,0.49167,0.62921,0.95506,1,4.6968
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,4,90,0.97686,0.95425,0.8412,0.56913,0.56913,0.47778,0.91111,1,4.8256
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,5,88,1.1087,1.2293,0.94713,0.6384,0.6384,0.47727,0.85227,0.98864,4.8814
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,6,90,1.1704,1.3698,0.97712,0.66919,0.66919,0.47778,0.84444,0.96667,4.9062
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,7,91,1.2452,1.5505,1.0428,0.71367,0.71367,0.3956,0.84615,0.95604,4.9174
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,8,90,1.2793,1.6366,1.0852,0.73723,0.73723,0.36667,0.77778,0.96667,4.9223
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,9,90,1.2366,1.5292,1.057,0.71369,0.71369,0.37778,0.8,0.97778,4.9246
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,10,89,1.2452,1.5506,1.0706,0.72162,0.72162,0.41573,0.78652,0.98876,4.9256
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,11,90,1.2277,1.5073,1.0475,0.70887,0.70887,0.4,0.78889,0.98889,4.9261
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,12,90,1.2592,1.5855,1.0633,0.72234,0.72234,0.45556,0.78889,0.96667,4.9263
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,13,91,1.1959,1.4302,1.0204,0.68924,0.68924,0.48352,0.82418,0.98901,4.9264
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,14,90,1.2099,1.464,1.0159,0.69317,0.69317,0.46667,0.83333,0.97778,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,15,91,1.1871,1.4093,1.0033,0.68414,0.68414,0.42857,0.82418,0.97802,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,16,91,1.2045,1.4508,0.99814,0.68967,0.68967,0.43956,0.8022,0.97802,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,17,90,1.1459,1.3131,0.94289,0.65204,0.65204,0.48889,0.84444,0.96667,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,18,90,1.136,1.2904,0.92942,0.64703,0.64703,0.5,0.84444,0.97778,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,19,90,1.1557,1.3356,0.99392,0.66866,0.66866,0.46667,0.83333,1,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,20,91,1.208,1.4593,1.0232,0.69492,0.69492,0.42857,0.82418,0.97802,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,21,90,1.1149,1.243,0.96489,0.64692,0.64692,0.41111,0.82222,1,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,22,89,1.2299,1.5127,1.0289,0.70479,0.70479,0.44944,0.82022,0.96629,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,23,88,1.1894,1.4147,1.012,0.687,0.687,0.43182,0.81818,0.98864,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|raw+gate,24,90,1.2367,1.5294,1.0186,0.70502,0.70502,0.46667,0.82222,0.95556,4.9265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,1,90,0.68515,0.46943,0.3742,0.31299,0.31299,0.51111,0.65556,0.71111,0.9172
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,2,89,0.74215,0.55078,0.49011,0.39512,0.39512,0.4382,0.60674,0.73034,1.2412
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,3,89,0.83547,0.69801,0.58079,0.46043,0.46043,0.40449,0.61798,0.7191,1.4815
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,4,90,0.92754,0.86034,0.67325,0.52814,0.52814,0.36667,0.58889,0.71111,1.6828
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,5,88,1.048,1.0983,0.78979,0.61304,0.61304,0.26136,0.53409,0.67045,1.849
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,6,90,1.159,1.3432,0.83969,0.65645,0.65645,0.32222,0.53333,0.68889,1.992
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,7,91,1.1774,1.3863,0.86843,0.68126,0.68126,0.28571,0.54945,0.67033,2.119
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,8,90,1.2013,1.4431,0.91695,0.70524,0.70524,0.25556,0.54444,0.68889,2.2292
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,9,90,1.2076,1.4584,0.94353,0.71681,0.71681,0.26667,0.54444,0.72222,2.3325
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,10,89,1.2036,1.4485,0.95693,0.72278,0.72278,0.25843,0.51685,0.70787,2.4265
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,11,90,1.1926,1.4224,0.90244,0.68906,0.68906,0.34444,0.57778,0.76667,2.5121
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,12,90,1.1934,1.4242,0.89908,0.68062,0.68062,0.34444,0.6,0.75556,2.5908
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,13,91,1.1046,1.2202,0.84909,0.62692,0.62692,0.34066,0.62637,0.81319,2.6658
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,14,90,1.1183,1.2506,0.87215,0.64052,0.64052,0.33333,0.65556,0.78889,2.7302
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,15,91,1.1191,1.2524,0.86216,0.63037,0.63037,0.30769,0.68132,0.83516,2.7944
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,16,91,1.1574,1.3395,0.88405,0.64889,0.64889,0.32967,0.63736,0.83516,2.8518
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,17,90,1.1102,1.2325,0.83767,0.61481,0.61481,0.38889,0.68889,0.85556,2.9054
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,18,90,1.1191,1.2523,0.87257,0.6379,0.6379,0.35556,0.63333,0.83333,2.9551
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,19,90,1.1442,1.3092,0.88845,0.65828,0.65828,0.41111,0.6,0.81111,3.0016
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,20,91,1.1855,1.4053,0.93722,0.69179,0.69179,0.35165,0.6044,0.79121,3.0448
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,21,90,1.1214,1.2574,0.9207,0.66028,0.66028,0.32222,0.61111,0.82222,3.0855
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,22,89,1.2764,1.6293,1.0279,0.75313,0.75313,0.26966,0.58427,0.78652,3.1236
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,23,88,1.2679,1.6075,1.0434,0.75745,0.75745,0.29545,0.56818,0.76136,3.1593
aotizhongxin,0.01,spikes_r0.01_k6_s0,ar1|robust+gate,24,90,1.3105,1.7174,1.0645,0.77932,0.77932,0.31111,0.55556,0.76667,3.1925
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,1,90,0.41009,0.16817,0.26277,0.20983,,0.46667,0.7,0.94444,1.9401
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,2,89,0.63886,0.40814,0.43961,0.3381,,0.4382,0.62921,0.93258,2.6464
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,3,89,0.77695,0.60365,0.54056,0.412,,0.42697,0.68539,0.89888,3.0651
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,4,90,0.92662,0.85863,0.66447,0.50197,,0.41111,0.67778,0.87778,3.5271
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,5,88,1.0318,1.0646,0.75913,0.56613,,0.38636,0.625,0.88636,3.8316
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,6,90,1.109,1.2299,0.81559,0.61103,,0.43333,0.58889,0.91111,4.1749
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,7,91,1.0845,1.1762,0.83213,0.6087,,0.38462,0.61538,0.95604,4.4061
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,8,90,1.1451,1.3112,0.86977,0.63547,,0.35556,0.63333,0.93333,4.6271
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,9,90,1.1802,1.3928,0.89878,0.65641,,0.4,0.65556,0.92222,4.7952
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,10,89,1.1988,1.4372,0.89855,0.66005,,0.4382,0.64045,0.91011,4.9153
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,11,90,1.1943,1.4264,0.86344,0.64409,,0.51111,0.7,0.9,5.0115
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,12,90,1.2008,1.4419,0.86424,0.64894,,0.48889,0.71111,0.91111,5.1225
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,13,91,1.1347,1.2876,0.83292,0.61877,,0.51648,0.78022,0.94505,5.1943
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,14,90,1.1585,1.342,0.86558,0.63759,,0.46667,0.77778,0.95556,5.2807
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,15,91,1.159,1.3434,0.89058,0.64616,,0.41758,0.81319,0.95604,5.4144
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,16,91,1.2221,1.4935,0.93755,0.68367,,0.43956,0.74725,0.96703,5.541
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,17,90,1.1997,1.4394,0.92581,0.67134,,0.41111,0.77778,0.97778,5.6225
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,18,90,1.2404,1.5386,0.97353,0.70168,,0.43333,0.75556,0.95556,5.6266
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,19,90,1.2691,1.6107,0.97034,0.7088,,0.46667,0.78889,0.96667,5.6371
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,20,91,1.2865,1.6551,1.0321,0.73782,,0.41758,0.76923,0.96703,5.6784
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,21,90,1.2951,1.6772,1.0551,0.74492,,0.42222,0.81111,0.96667,5.7354
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,22,89,1.3959,1.9486,1.1204,0.80629,,0.41573,0.75281,0.95506,5.7837
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,23,88,1.4538,2.1136,1.1703,0.83874,,0.38636,0.70455,0.95455,5.7722
aotizhongxin,0.01,spikes_r0.01_k6_s0,persistence|raw,24,90,1.4894,2.2183,1.2057,0.85655,,0.38889,0.72222,0.94444,5.8073
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,1,90,0.47674,0.22728,0.36341,0.30027,0.30027,0.85556,0.96667,0.98889,3.4981
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,2,89,0.67667,0.45788,0.54452,0.40807,0.40807,0.74157,0.96629,1,4.2336
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,3,89,0.82278,0.67697,0.68179,0.484,0.484,0.60674,0.92135,1,4.535
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,4,90,0.96972,0.94035,0.83575,0.56376,0.56376,0.46667,0.88889,1,4.6697
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,5,88,1.1033,1.2172,0.94435,0.63514,0.63514,0.46591,0.85227,0.98864,4.7298
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,6,90,1.1662,1.36,0.97502,0.667,0.667,0.45556,0.82222,0.96667,4.7574
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,7,91,1.2413,1.5407,1.0415,0.71245,0.71245,0.3956,0.84615,0.95604,4.7702
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,8,90,1.2765,1.6294,1.0846,0.73708,0.73708,0.34444,0.76667,0.95556,4.7761
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,9,90,1.2352,1.5256,1.0577,0.71407,0.71407,0.37778,0.75556,0.97778,4.7789
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,10,89,1.2444,1.5485,1.0713,0.72255,0.72255,0.41573,0.76404,0.98876,4.7802
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,11,90,1.2268,1.5049,1.0475,0.70936,0.70936,0.4,0.78889,0.96667,4.7808
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,12,90,1.2578,1.5822,1.0632,0.72261,0.72261,0.44444,0.76667,0.96667,4.7811
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,13,91,1.1949,1.4277,1.0204,0.68922,0.68922,0.48352,0.82418,0.98901,4.7812
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,14,90,1.2086,1.4606,1.0155,0.69288,0.69288,0.45556,0.82222,0.96667,4.7813
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,15,91,1.1859,1.4063,1.0027,0.68389,0.68389,0.42857,0.81319,0.97802,4.7813
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,16,91,1.2033,1.4479,0.99783,0.68935,0.68935,0.42857,0.8022,0.96703,4.7813
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,17,90,1.1449,1.3107,0.94242,0.65102,0.65102,0.45556,0.84444,0.96667,4.7813
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,18,90,1.1351,1.2885,0.92947,0.64604,0.64604,0.47778,0.82222,0.96667,4.7813
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,19,90,1.1545,1.3329,0.99354,0.66824,0.66824,0.4,0.83333,0.98889,4.7813
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,20,91,1.2067,1.4561,1.0227,0.69475,0.69475,0.41758,0.82418,0.95604,4.7813
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,21,90,1.1136,1.2401,0.96439,0.64612,0.64612,0.38889,0.81111,1,4.7813
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,22,89,1.2284,1.5089,1.0282,0.70452,0.70452,0.42697,0.82022,0.96629,4.7813
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,23,88,1.1883,1.4121,1.0119,0.68694,0.68694,0.43182,0.80682,0.98864,4.7813
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw,24,90,1.2357,1.5269,1.0189,0.70497,0.70497,0.43333,0.81111,0.94444,4.7813
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw+gate,1,90,0.47674,0.22728,0.36341,0.30027,0.30027,0.85556,0.96667,0.98889,3.4981
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw+gate,2,89,0.67667,0.45788,0.54452,0.40807,0.40807,0.74157,0.96629,1,4.2336
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw+gate,3,89,0.82278,0.67697,0.68179,0.484,0.484,0.60674,0.92135,1,4.535
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw+gate,4,90,0.96972,0.94035,0.83575,0.56376,0.56376,0.46667,0.88889,1,4.6697
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw+gate,5,88,1.1033,1.2172,0.94435,0.63514,0.63514,0.46591,0.85227,0.98864,4.7298
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw+gate,6,90,1.1662,1.36,0.97502,0.667,0.667,0.45556,0.82222,0.96667,4.7574
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw+gate,7,91,1.2413,1.5407,1.0415,0.71245,0.71245,0.3956,0.84615,0.95604,4.7702
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw+gate,8,90,1.2765,1.6294,1.0846,0.73708,0.73708,0.34444,0.76667,0.95556,4.7761
aotizhongxin,0.01,spikes_r0.01_k6_s1,ar1|raw+gate,9,90,1.2352,1.5256,1.0577,0.71407,0.71407,0.37778,0.75556,0.97778,4.7789
