station,rate,block,seed,n_hidden,n_real_missing,method,K,n,rmse,mae,crps,crps_kind,cov90,width90,fit_s,status,impute_s,n_iter,ll,agree_ref_observed,agree_ref_hidden,n_warnings,pi_sorted,mean_sorted,sd_sorted,stay_sorted,margins,copulas,finite_params
aotizhongxin,0.2,6,2,1752,37,locf,0,1752,0.6497164071947653,0.44226878196778246,0.44226878196778246,dirac(=mae),,,,,,,,,,,,,,,,,
aotizhongxin,0.2,6,3,1752,37,ar1,0,1752,0.480531134913687,0.3208816673452439,0.247579980954971,gaussian,0.9018264840182648,1.5443871388621127,0.017408958003215957,,,,,,,,,,,,,,
aotizhongxin,0.2,6,3,1752,37,linear,0,1752,0.4808842313242933,0.32276028622373854,0.32276028622373854,dirac(=mae),,,,,,,,,,,,,,,,,
aotizhongxin,0.2,6,3,1752,37,locf,0,1752,0.737423538877612,0.4969801118668219,0.4969801118668219,dirac(=mae),,,,,,,,,,,,,,,,,
aotizhongxin,0.2,6,4,1752,37,ar1,0,1752,0.5035542947631731,0.3358016002522885,0.2552512955106333,gaussian,0.9058219178082192,1.5646657333576883,0.009899082997435471,,,,,,,,,,,,,,
aotizhongxin,0.2,6,4,1752,37,linear,0,1752,0.49373753042189517,0.3283564742137267,0.3283564742137267,dirac(=mae),,,,,,,,,,,,,,,,,
aotizhongxin,0.2,6,4,1752,37,locf,0,1752,0.648011583730187,0.452370966630723,0.452370966630723,dirac(=mae),,,,,,,,,,,,,,,,,
aotizhongxin,0.2,48,0,1728,37,ar1,0,1728,0.8030124650303776,0.6260300978960937,0.4459981333524762,gaussian,0.9369212962962963,2.986249937434516,0.015509083001234103,,,,,,,,,,,,,,
aotizhongxin,0.2,48,0,1728,37,linear,0,1728,0.8668949915224186,0.668452634957513,0.668452634957513,dirac(=mae),,,,,,,,,,,,,,,,,
aotizhongxin,0.2,48,0,1728,37,locf,0,1728,1.1578908019120457,0.8776528029070034,0.8776528029070034,dirac(=mae),,,,,,,,,,,,,,,,,
aotizhongxin,0.2,48,1,1728,37,ar1,0,1728,1.0171259406909314,0.803699322136431,0.5591913209380835,gaussian,0.8738425925925926,2.9110933330646698,0.010367082999437116,,,,,,,,,,,,,,
