station,rate,block,seed,n_hidden,n_real_missing,method,K,n,rmse,mae,crps,crps_kind,cov90,width90,fit_s,status,impute_s,n_iter,ll,agree_ref_observed,agree_ref_hidden,n_warnings,pi_sorted,mean_sorted,sd_sorted,stay_sorted,margins,copulas,finite_params
aotizhongxin,0.05,6,0,438,37,pmc_pair,3,438,0.38809642990296783,0.2572044409956314,0.19239258107473992,samples,0.8401826484018264,0.998389770101676,40.139022708000994,ok,0.5991345419970457,50.0,448.21809339120375,0.9425467712733856,0.7488584474885844,0.0,0.1916|0.2839|0.5244,2.4612|4.3980|4.5025,0.6269|0.7599|0.7169,0.5570|0.6933|0.8852,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.763);01:Frank(0.597);02:Frank(0.573);10:Frank(0.553);11:GH(0.898);12:Frank(0.584);20:GH(0.583);21:GH(0.722);22:GH(0.793),True
aotizhongxin,0.05,6,1,438,37,hmc_in,3,438,0.5700462418349536,0.40679607782044086,0.3078072717137381,samples,0.9269406392694064,1.9701566027505955,0.7372307920013554,ok,0.23298999999678927,16.0,-6294.28619995978,0.9875678937839469,0.860730593607306,0.0,0.2976|0.3943|0.3081,2.6375|4.1448|5.1472,0.6419|0.3643|0.3764,0.9494|0.9333|0.9588,0:norm;1:norm;2:norm,,True
aotizhongxin,0.05,6,1,438,37,pmc_pair,3,438,0.4327755134460694,0.2708603674247718,0.19865765040674285,samples,0.8926940639269406,1.082688979720003,37.3940762500024,ok,0.5845121250022203,50.0,517.0934974979942,0.9503922751961376,0.769406392694064,0.0,0.2154|0.3089|0.4757,2.5485|4.3784|4.5411,0.5960|0.7350|0.6889,0.5945|0.6936|0.8898,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.766);01:Frank(0.689);02:Frank(0.600);10:Frank(0.679);11:GH(0.898);12:GH(0.661);20:GH(0.619);21:GH(0.803);22:GH(0.796),True
aotizhongxin,0.05,6,2,438,37,hmc_in,3,438,0.509785051775187,0.3836724126810003,0.2810481871140335,samples,0.9200913242009132,1.8558981306771989,0.7829499170002236,ok,0.23355899999660323,17.0,-6334.6461581745725,0.9903439951719976,0.863013698630137,0.0,0.2969|0.3968|0.3063,2.6362|4.1381|5.1476,0.6445|0.3672|0.3756,0.9498|0.9343|0.9585,0:norm;1:norm;2:norm,,True
aotizhongxin,0.05,6,2,438,37,pmc_pair,3,438,0.3345427867356592,0.22500169776066611,0.16420275684149815,samples,0.8949771689497716,1.0028101297613288,18.530169458001183,ok,0.5644516659995134,25.0,390.98758393833236,0.827881713940857,0.7534246575342466,4.0,0.2005|0.5554|0.2441,2.5188|4.3191|4.5172,0.7473|0.8555|0.8104,0.6899|0.9018|0.7326,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.686);01:Frank(0.384);02:GH(0.451);10:Frank(0.359);11:GH(0.907);12:Frank(0.503);20:GH(0.473);21:GH(0.580);22:GH(0.841),True
aotizhongxin,0.05,6,3,438,37,hmc_in,3,438,0.5140415645763573,0.3784952103067266,0.290381957900109,samples,0.9155251141552512,1.8494486817000562,0.7833368339997833,ok,0.23171745799845667,17.0,-6334.1844089166625,0.9917923958961979,0.773972602739726,0.0,0.2936|0.3975|0.3089,2.6231|4.1362|5.1461,0.6453|0.3700|0.3754,0.9498|0.9356|0.9602,0:norm;1:norm;2:norm,,True
aotizhongxin,0.05,6,3,438,37,pmc_pair,3,438,0.3657124813923626,0.25466402394276355,0.18561326181789312,samples,0.8698630136986302,0.997463273886773,21.57025099999737,ok,0.5841474580010981,29.0,398.4473519093239,0.7385636692818346,0.6712328767123288,4.0,0.2037|0.5060|0.2903,2.5081|4.1494|4.8752,0.7270|0.8819|0.6246,0.6186|0.8836|0.7079,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.694);01:Frank(0.385);02:GH(0.450);10:Frank(0.320);11:GH(0.905);12:Frank(0.728);20:GH(0.568);21:Gauss(0.548);22:GH(0.848),True
aotizhongxin,0.05,6,4,438,37,hmc_in,3,438,0.5489109563114577,0.3940850148145688,0.3056548261042978,samples,0.906392694063927,2.028059308993287,0.7366936250000435,ok,0.23017133299799752,16.0,-6283.883113320083,0.9897404948702474,0.8242009132420092,0.0,0.2972|0.3920|0.3108,2.6346|4.1388|5.1432,0.6479|0.3622|0.3750,0.9503|0.9336|0.9589,0:norm;1:norm;2:norm,,True
aotizhongxin,0.05,6,4,438,37,pmc_pair,3,438,0.40005572040135207,0.26650741744613615,0.19799581326031054,samples,0.8926940639269406,1.1780568057668166,41.19816945800267,ok,0.5908885410026414,50.0,534.1972560569228,0.9473747736873869,0.7146118721461188,0.0,0.2233|0.2680|0.5087,2.5497|4.3864|4.5244,0.6542|0.7130|0.7127,0.6617|0.6538|0.8981,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.765);01:Frank(0.576);02:GH(0.583);10:Frank(0.574);11:GH(0.900);12:GH(0.627);20:GH(0.588);21:GH(0.806);22:GH(0.782),True
aotizhongxin,0.05,48,0,432,37,hmc_in,3,432,0.9113182997405207,0.6977908746159408,0.5057340505525524,samples,0.9305555555555556,3.0634516708628587,0.6931476249992556,ok,0.23414899999988847,15.0,-6245.860709614117,0.9869738270413702,0.5023148148148148,0.0,0.2989|0.3905|0.3106,2.6352|4.1436|5.1472,0.6445|0.3640|0.3706,0.9500|0.9332|0.9595,0:norm;1:norm;2:norm,,True
aotizhongxin,0.05,48,0,432,37,pmc_pair,3,432,0.8431344856972343,0.6110003528726482,0.44110765728274365,samples,0.8819444444444444,2.55461759975535,16.50325666700155,ok,0.5371600830003445,22.0,556.131101599525,0.810276203111808,0.49537037037037035,1.0,0.2634|0.5653|0.1713,2.6426|4.4477|4.7716,0.7594|0.7396|0.7445,0.7904|0.9188|0.6792,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.707);01:Frank(0.488);02:GH(0.523);10:Frank(0.421);11:GH(0.893);12:Frank(0.420);20:GH(0.376);21:GH(0.549);22:GH(0.829),True
aotizhongxin,0.05,48,1,432,37,hmc_in,3,432,1.114097918355781,0.9055353267250368,0.6362828084275046,samples,0.8703703703703703,3.111062075697222,0.7195207919976383,ok,0.22787683400019887,16.0,-6258.932986648016,0.9942105897961645,0.43287037037037035,0.0,0.2937|0.3955|0.3108,2.6290|4.1339|5.1436,0.6436|0.3669|0.3759,0.9491|0.9329|0.9585,0:norm;1:norm;2:norm,,True
aotizhongxin,0.05,48,1,432,37,pmc_pair,3,432,1.0640142335560623,0.8688103633538563,0.6142996747375175,samples,0.8032407407407407,2.6948640376832733,38.96160450000025,ok,0.5490397499997925,50.0,585.60900242901,0.8295742371245929,0.4398148148148148,1.0,0.2833|0.1957|0.5210,2.8131|4.2504|4.6237,0.7922|0.7079|0.6750,0.8364|0.6746|0.9133,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.780);01:Gauss(0.474);02:GH(0.674);10:Frank(0.378);11:GH(0.892);12:Frank(0.609);20:GH(0.559);21:GH(0.797);22:GH(0.707),True
aotizhongxin,0.05,48,2,432,37,hmc_in,3,432,0.7410217918695822,0.5987317228772592,0.42757064979937204,samples,0.9722222222222222,3.175008357288249,0.5964226249998319,ok,0.22800500000084867,13.0,-6270.909240757309,0.9875768906042697,0.6018518518518519,0.0,0.2992|0.3919|0.3089,2.6239|4.1493|5.1503,0.6586|0.3602|0.3737,0.9488|0.9319|0.9587,0:norm;1:norm;2:norm,,True
aotizhongxin,0.05,48,2,432,37,pmc_pair,3,432,0.7043451883281783,0.5294016746179281,0.37361017450437356,samples,0.9305555555555556,2.730848193746897,39.97459349999917,ok,0.5502948339999421,50.0,530.6442751189561,0.8131709082137257,0.5717592592592593,0.0,0.2662|0.5160|0.2177,2.6640|4.4864|4.9362,0.7352|0.6784|0.6149,0.6886|0.8744|0.6022,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.740);01:Frank(0.705);02:GH(0.530);10:Frank(0.686);11:GH(0.890);12:Frank(0.595);20:GH(0.590);21:GH(0.649);22:GH(0.822),True
aotizhongxin,0.05,48,3,432,37,hmc_in,3,432,0.8220785402979119,0.631582443588623,0.4588946120549134,samples,0.9467592592592593,3.012017234740876,0.7321860000010929,ok,0.22753020899835974,16.0,-6294.616425758707,0.9852852490652515,0.4976851851851852,0.0,0.2958|0.3916|0.3127,2.6321|4.1470|5.1554,0.6551|0.3636|0.3735,0.9486|0.9331|0.9600,0:norm;1:norm;2:norm,,True
aotizhongxin,0.05,48,3,432,37,pmc_pair,3,432,0.8267462977612479,0.6196082667383223,0.44729380689631704,samples,0.9097222222222222,2.5419703551544637,40.46667654200064,ok,0.5379298330008169,50.0,545.8467656837447,0.853817392353154,0.5949074074074074,0.0,0.2283|0.5297|0.2419,2.5772|4.4826|4.8725,0.6587|0.6834|0.6512,0.5859|0.8904|0.5744,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.774);01:Frank(0.671);02:Frank(0.606);10:Frank(0.630);11:GH(0.888);12:Frank(0.573);20:GH(0.613);21:GH(0.666);22:GH(0.818),True
aotizhongxin,0.05,48,4,432,37,hmc_in,3,432,1.1182556789234797,0.8390502452698964,0.6013777328729598,samples,0.8842592592592593,3.1368238974905265,0.6932631669988041,ok,0.22697100000004866,15.0,-6249.064698310703,0.9950548787842238,0.5138888888888888,0.0,0.2920|0.3943|0.3137,2.6343|4.1313|5.1426,0.6407|0.3669|0.3743,0.9478|0.9324|0.9595,0:norm;1:norm;2:norm,,True
aotizhongxin,0.05,48,4,432,37,pmc_pair,3,432,1.2151729166852137,0.8797982498832864,0.6576179630558668,samples,0.8564814814814815,2.7908293608621677,38.20122283299861,ok,0.5240213750003022,50.0,563.396023384385,0.9041128934989748,0.5416666666666666,0.0,0.2458|0.4902|0.2639,2.5174|4.4912|4.5001,0.6823|0.7545|0.6958,0.7112|0.9006|0.6959,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.692);01:Frank(0.521);02:GH(0.547);10:Frank(0.481);11:GH(0.904);12:Frank(0.592);20:GH(0.562);21:GH(0.788);22:GH(0.813),True
aotizhongxin,0.2,1,0,1752,37,hmc_in,3,1752,0.43532878314242845,0.3280366880056479,0.24815185884666857,samples,0.9440639269406392,1.7430650580264933,0.7342421670000476,ok,0.3102737919980427,16.0,-5501.399015379986,0.9655716539951227,0.9434931506849316,0.0,0.2777|0.3937|0.3286,2.5720|4.0781|5.1071,0.6447|0.3800|0.3843,0.9508|0.9362|0.9607,0:norm;1:norm;2:norm,,True
aotizhongxin,0.2,1,0,1752,37,pmc_pair,3,1752,0.26233879873574,0.16280083319211777,0.12110622160517871,samples,0.9035388127853882,0.7183887088938953,14.413746583999455,ok,1.6902961250016233,19.0,-221.5668755970738,0.8041887820972601,0.757420091324201,4.0,0.2293|0.5656|0.2050,2.5668|4.3842|4.7159,0.8021|0.7789|0.6910,0.7287|0.8964|0.7404,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.660);01:Frank(0.673);02:GH(0.458);10:Frank(0.552);11:GH(0.900);12:Frank(0.532);20:GH(0.413);21:Frank(0.560);22:GH(0.820),True
aotizhongxin,0.2,1,1,1752,37,hmc_in,3,1752,0.4270716538366451,0.31971728974082875,0.2453850533517867,samples,0.9492009132420092,1.756023013075094,0.7031861659997958,ok,0.2694812500012631,15.0,-5491.7956446146745,0.9879500788982929,0.946917808219178,0.0,0.2886|0.4010|0.3104,2.6113|4.1239|5.1462,0.6474|0.3755|0.3771,0.9504|0.9374|0.9594,0:norm;1:norm;2:norm,,True
aotizhongxin,0.2,1,1,1752,37,pmc_pair,3,1752,0.26001712178179787,0.15967859081820948,0.11827330287618194,samples,0.9166666666666666,0.7204309412250658,37.49040883299676,ok,1.6496938749987748,50.0,-219.47241265082937,0.5489886673361067,0.5473744292237442,0.0,0.2291|0.3358|0.4351,1.9510|3.9420|5.0516,0.6640|0.6267|0.4726,0.3125|0.7472|0.6662,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.250);01:Frank(0.571);02:GH(0.557);10:Frank(0.595);11:GH(0.865);12:Frank(0.787);20:Frank(0.701);21:Frank(0.606);22:GH(0.852),True
aotizhongxin,0.2,1,2,1752,37,hmc_in,3,1752,0.4332899333068563,0.3208780564742286,0.24655723465767457,samples,0.9474885844748858,1.7685891492417423,0.6956516249993001,ok,0.28842475000055856,15.0,-5487.7217643377,0.986228661598049,0.946917808219178,0.0,0.2885|0.4016|0.3099,2.6075|4.1247|5.1413,0.6482|0.3784|0.3775,0.9512|0.9386|0.9603,0:norm;1:norm;2:norm,,True
aotizhongxin,0.2,1,2,1752,37,pmc_pair,3,1752,0.2624932202515397,0.15830784723903693,0.11734919179237213,samples,0.9200913242009132,0.7263674592382435,39.81670629200016,ok,1.7659799579996616,50.0,-258.8869760341988,0.6911490460479128,0.6575342465753424,0.0,0.1984|0.4504|0.3512,2.3366|4.1529|4.8778,0.6841|0.8604|0.5803,0.5234|0.8452|0.6901,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.668);01:GH(0.442);02:GH(0.530);10:Frank(0.376);11:GH(0.905);12:Frank(0.836);20:Frank(0.648);21:GH(0.624);22:GH(0.834),True
aotizhongxin,0.2,1,3,1752,37,hmc_in,3,1752,0.4351337893167118,0.32431730214247356,0.24800227953875711,samples,0.9474885844748858,1.7562074475221365,0.6474777499970514,ok,0.2746062920014083,14.0,-5487.207516196348,0.9813513125806914,0.9372146118721462,0.0,0.2962|0.4033|0.3005,2.6273|4.1473|5.1583,0.6499|0.3740|0.3731,0.9510|0.9380|0.9599,0:norm;1:norm;2:norm,,True
aotizhongxin,0.2,1,3,1752,37,pmc_pair,3,1752,0.24034827564147268,0.15238140510514211,0.11305147894712428,samples,0.920662100456621,0.72298106737448,38.04107987500174,ok,1.918358666000131,50.0,-264.5668194542144,0.571367092239277,0.5348173515981736,0.0,0.1752|0.4489|0.3759,2.2672|3.8908|5.0156,0.7391|0.7962|0.5097,0.4994|0.8227|0.7356,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.568);01:Frank(0.401);02:GH(0.440);10:Frank(0.375);11:GH(0.883);12:Frank(0.780);20:Frank(0.617);21:Gauss(0.492);22:GH(0.849),True
aotizhongxin,0.2,1,4,1752,37,hmc_in,3,1752,0.4625214757598228,0.34304924119831487,0.26013922485467317,samples,0.9309360730593608,1.729335836270697,0.7063431250026042,ok,0.2847521669973503,15.0,-5423.369159697631,0.987519724573232,0.9372146118721462,0.0,0.2903|0.4011|0.3086,2.6140|4.1253|5.1356,0.6387|0.3775|0.3684,0.9504|0.9378|0.9611,0:norm;1:norm;2:norm,,True
aotizhongxin,0.2,1,4,1752,37,pmc_pair,3,1752,0.26388579897166525,0.16103005382815402,0.12138309213647869,samples,0.9069634703196348,0.7205512796968546,17.669109667000157,ok,1.591659375000745,23.0,-236.76581397933612,0.5941758714675083,0.5884703196347032,4.0,0.2242|0.4059|0.3699,2.4857|3.9490|5.0284,0.7662|0.7038|0.4797,0.6441|0.8318|0.7539,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.619);01:Frank(0.627);02:GH(0.497);10:Frank(0.537);11:GH(0.881);12:Frank(0.692);20:GH(0.594);21:Frank(0.532);22:GH(0.839),True
aotizhongxin,0.2,6,0,1752,37,hmc_in,3,1752,0.5971470903488371,0.43877449760030923,0.3269096888514685,samples,0.9218036529680366,2.1265008120918543,0.6364045420014008,ok,0.2796032079968427,14.0,-5285.464412970879,0.9677234256204275,0.8070776255707762,0.0,0.3075|0.3964|0.2961,2.6523|4.1787|5.1721,0.6508|0.3580|0.3654,0.9501|0.9370|0.9610,0:norm;1:norm;2:norm,,True
aotizhongxin,0.2,6,0,1752,37,pmc_pair,3,1752,0.4936288670973666,0.31519367968896056,0.2309851217282007,samples,0.8898401826484018,1.3472703966169637,42.20241737500328,ok,1.4921317500011355,50.0,246.33558817550824,0.7635920240998422,0.6210045662100456,2.0,0.3507|0.5050|0.1443,2.8688|4.5799|5.1065,0.8206|0.6434|0.5484,0.8539|0.9187|0.5115,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.751);01:Clayton(0.317);02:GH(0.549);10:Clayton(0.161);11:GH(0.886);12:Frank(0.610);20:Frank(0.368);21:Gauss(0.731);22:GH(0.791),True
aotizhongxin,0.2,6,1,1752,37,hmc_in,3,1752,0.6732887500098222,0.48920075181448514,0.35896568352403174,samples,0.9075342465753424,2.156753364442122,0.8238786670008267,ok,0.26807520799775375,18.0,-5323.855910000312,0.9647109453450007,0.7705479452054794,0.0,0.3170|0.3902|0.2927,2.6654|4.1905|5.1646,0.6737|0.3481|0.3659,0.9518|0.9345|0.9594,0:norm;1:norm;2:norm,,True
aotizhongxin,0.2,6,1,1752,37,pmc_pair,3,1752,0.5584110287985894,0.3650558135668166,0.2652488833284742,samples,0.8430365296803652,1.283882608382781,36.86563124999884,ok,1.3032171249979,50.0,259.67316681746786,0.6987519724573232,0.5924657534246576,0.0,0.1715|0.6431|0.1854,2.2140|4.3599|5.2949,0.7361|0.6868|0.4569,0.4098|0.8384|0.5263,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.587);01:Frank(0.656);02:GH(0.547);10:Frank(0.565);11:GH(0.877);12:Frank(0.485);20:GH(0.555);21:Frank(0.454);22:GH(0.818),True
aotizhongxin,0.2,6,2,1752,37,hmc_in,3,1752,0.5648581126828813,0.43185431641806293,0.3083310767735443,samples,0.9457762557077626,2.0669446637670186,1.0085588330002793,ok,0.2619702080010029,22.0,-5432.147682473376,0.9789126380720127,0.83675799086758,0.0,0.3054|0.3883|0.3063,2.6666|4.1539|5.1423,0.6601|0.3586|0.3769,0.9503|0.9323|0.9578,0:norm;1:norm;2:norm,,True
aotizhongxin,0.2,6,2,1752,37,pmc_pair,3,1752,0.4555766217536131,0.30959401112487767,0.22255815550920366,samples,0.8858447488584474,1.2193914319132082,39.6751100420006,ok,1.4288574999991397,50.0,224.91494313648093,0.7623009611246593,0.6815068493150684,0.0,0.2017|0.4961|0.3022,2.1817|4.3626|4.6722,0.7559|0.7497|0.6784,0.4729|0.8133|0.7048,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.416);01:Frank(0.649);02:GH(0.425);10:Frank(0.629);11:GH(0.902);12:Frank(0.794);20:GH(0.591);21:GH(0.742);22:GH(0.834),True
aotizhongxin,0.2,6,3,1752,37,hmc_in,3,1752,0.6022717314900724,0.4427278173659419,0.32571515904634596,samples,0.9126712328767124,2.0861543224003327,1.084409291997872,ok,0.2744748340010119,24.0,-5357.819146586557,0.9700186486874193,0.8276255707762558,0.0,0.3039|0.3942|0.3019,2.6712|4.1677|5.1594,0.6568|0.3664|0.3611,0.9497|0.9339|0.9593,0:norm;1:norm;2:norm,,True
aotizhongxin,0.2,6,3,1752,37,pmc_pair,3,1752,0.47841127690175556,0.32031543754127006,0.23505084168266915,samples,0.8692922374429224,1.3319640669021522,15.770068916997843,ok,1.4308667910008808,20.0,243.6482599164896,0.7470951083058385,0.6541095890410958,4.0,0.2163|0.6298|0.1539,2.5596|4.3772|4.8624,0.8011|0.7830|0.6868,0.7362|0.9039|0.6616,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.606);01:Frank(0.717);02:GH(0.432);10:Frank(0.697);11:GH(0.895);12:Frank(0.455);20:GH(0.470);21:Frank(0.415);22:GH(0.820),True
aotizhongxin,0.2,6,4,1752,37,hmc_in,3,1752,0.6059325907531626,0.45941710164465366,0.3328505704171318,samples,0.922945205479452,2.0685717512782134,0.8132907500003057,ok,0.26932912499978556,18.0,-5391.486897138635,0.9839334385310572,0.7722602739726028,0.0,0.2918|0.4113|0.2969,2.6144|4.1353|5.1632,0.6518|0.3750|0.3740,0.9509|0.9421|0.9628,0:norm;1:norm;2:norm,,True
aotizhongxin,0.2,6,4,1752,37,pmc_pair,3,1752,0.4960623894430206,0.33061316004890884,0.24241253906512508,samples,0.8647260273972602,1.2982115908450051,41.63093825000033,ok,1.342779040998721,50.0,227.4513938517999,0.7934299239707359,0.6655251141552512,0.0,0.1570|0.2728|0.5702,2.1414|3.9754|4.5434,0.7618|0.8552|0.7382,0.5805|0.7909|0.8547,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.366);01:Frank(0.594);02:GH(0.487);10:Clayton(0.482);11:GH(0.901);12:Frank(0.636);20:GH(0.272);21:Frank(0.782);22:GH(0.786),True
aotizhongxin,0.2,48,0,1728,37,hmc_in,3,1728,0.8144384003633381,0.6577260375828035,0.4543386289833072,samples,0.9525462962962963,3.1616573226018234,0.6536810420002439,ok,0.2876588750004885,14.0,-5401.10116965302,0.9909935668334524,0.6174768518518519,0.0,0.2965|0.3951|0.3084,2.5940|4.1259|5.1589,0.6374|0.3778|0.3824,0.9500|0.9344|0.9595,0:norm;1:norm;2:norm,,True
aotizhongxin,0.2,48,0,1728,37,pmc_pair,3,1728,0.8062764730435954,0.6272188606193303,0.4397589475534031,samples,0.9079861111111112,2.698656106605123,15.40174154199849,ok,1.4313872089987854,20.0,317.30765004100306,0.7756969263759829,0.5879629629629629,0.0,0.2403|0.5616|0.1982,2.5116|4.3272|4.9461,0.7084|0.7890|0.6538,0.7485|0.9224|0.7189,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.657);01:Frank(0.619);02:GH(0.416);10:Frank(0.461);11:GH(0.891);12:Frank(0.394);20:GH(0.593);21:GH(0.435);22:GH(0.844),True
aotizhongxin,0.2,48,1,1728,37,hmc_in,3,1728,1.0070351450780026,0.812263958586412,0.5596117142164175,samples,0.8825231481481481,3.0796969208864367,1.000760041999456,ok,0.3004188329978206,22.0,-5317.405284148353,0.9877055039313796,0.48148148148148145,0.0,0.2985|0.4050|0.2964,2.6459|4.1440|5.1342,0.6596|0.3651|0.3722,0.9495|0.9366|0.9595,0:norm;1:norm;2:norm,,True
aotizhongxin,0.2,48,1,1728,37,pmc_pair,3,1728,1.0336956356345794,0.8033267711167296,0.579429056054274,samples,0.8096064814814815,2.511147803497758,42.81924133400025,ok,1.456854708998435,50.0,471.75206669713924,0.6428877769835597,0.4074074074074074,0.0,0.3722|0.2101|0.4177,3.3190|3.7107|4.9127,0.9379|1.0124|0.5031,0.7480|0.7128|0.7847,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.725);01:Frank(0.383);02:GH(0.476);10:Frank(0.285);11:GH(0.879);12:Frank(0.777);20:GH(0.529);21:Gauss(0.648);22:GH(0.863),True
aotizhongxin,0.2,48,2,1728,37,hmc_in,3,1728,1.0552825369277028,0.8495448128573928,0.5929532602768348,samples,0.9068287037037037,3.135485401663301,0.872510584002157,ok,0.2801024580003286,19.0,-5314.734032962916,0.9766976411722659,0.4681712962962963,0.0,0.2877|0.4015|0.3107,2.6884|4.1593|5.1426,0.6709|0.3479|0.3842,0.9448|0.9321|0.9575,0:norm;1:norm;2:norm,,True
aotizhongxin,0.2,48,2,1728,37,pmc_pair,3,1728,1.016579223320455,0.7926417158584995,0.5640842590506938,samples,0.8692129629629629,2.6777960115481116,15.965546874998836,ok,1.0382320410026296,21.0,510.3520267850425,0.8333095067905647,0.5138888888888888,5.0,0.1560|0.2464|0.5975,2.3775|4.2051|4.4203,0.6968|0.8124|0.7977,0.7655|0.8477|0.9221,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.636);01:Frank(0.452);02:GH(0.475);10:Frank(0.368);11:GH(0.901);12:Frank(0.434);20:Frank(0.337);21:Frank(0.450);22:GH(0.790),True
aotizhongxin,0.2,48,3,1728,37,hmc_in,3,1728,1.0417540334066202,0.818412380057221,0.5706592629109376,samples,0.8576388888888888,3.0094071660074286,0.9722485000020242,ok,0.2608222500020929,21.0,-5141.890178756823,0.9768406004288778,0.53125,0.0,0.3065|0.3758|0.3177,2.7025|4.1665|5.1110,0.6558|0.3454|0.3536,0.9513|0.9287|0.9559,0:norm;1:norm;2:norm,,True
aotizhongxin,0.2,48,3,1728,37,pmc_pair,3,1728,1.0361121985321335,0.7800871710964395,0.5618772342980792,samples,0.8408564814814815,2.5661773923697773,37.806581917000585,ok,1.4264765000007174,44.0,486.1777171175313,0.6358827734095782,0.4427083333333333,0.0,0.2016|0.4576|0.3408,2.4022|4.2071|4.8597,0.8725|0.6982|0.5579,0.5298|0.8058|0.7969,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.509);01:Frank(0.616);02:GH(0.344);10:Frank(0.605);11:GH(0.885);12:Frank(0.828);20:GH(0.568);21:Frank(0.563);22:GH(0.837),True
aotizhongxin,0.2,48,4,1728,37,hmc_in,3,1728,0.9163802302479331,0.7277212417051842,0.5129706789056458,samples,0.9131944444444444,3.083371282579427,0.6409170410006482,ok,0.2983423749974463,14.0,-5308.656592832425,0.9914224446032881,0.5584490740740741,0.0,0.2944|0.3729|0.3327,2.6133|4.1058|5.1341,0.6405|0.3686|0.3794,0.9528|0.9332|0.9621,0:norm;1:norm;2:norm,,True
aotizhongxin,0.2,48,4,1728,37,pmc_pair,3,1728,0.9214742067150693,0.7160857122229329,0.5098172683333959,samples,0.8489583333333334,2.6156080189288224,41.46310724999785,ok,1.1471131250000326,50.0,562.0654363208535,0.7931379556826305,0.5370370370370371,0.0,0.1729|0.5086|0.3185,2.1198|4.4432|4.5305,0.6997|0.7904|0.6833,0.5056|0.8285|0.7534,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.449);01:Frank(0.641);02:Frank(0.506);10:Clayton(0.463);11:GH(0.911);12:Frank(0.835);20:GH(0.543);21:GH(0.731);22:GH(0.802),True
huairou,0.05,1,0,438,334,ar1,0,438,0.35352174401889025,0.1879866806370105,0.16411765258849959,gaussian,0.9337899543378996,1.1094236594550742,0.009752583999215858,,,,,,,,,,,,,,
huairou,0.05,1,0,438,334,linear,0,438,0.35370353738384325,0.1876822461289746,0.1876822461289746,dirac(=mae),,,,,,,,,,,,,,,,,
huairou,0.05,1,0,438,334,locf,0,438,0.48852345989178986,0.28042565235342415,0.28042565235342415,dirac(=mae),,,,,,,,,,,,,,,,,
huairou,0.05,1,1,438,334,ar1,0,438,0.37266265852721125,0.20055367265525662,0.1739416683709922,gaussian,0.9018264840182648,1.0981032328059117,0.013287833997310372,,,,,,,,,,,,,,
huairou,0.05,1,1,438,334,linear,0,438,0.37211923326929086,0.19995661301503387,0.19995661301503387,dirac(=mae),,,,,,,,,,,,,,,,,
huairou,0.05,1,1,438,334,locf,0,438,0.483245442627309,0.271105863627891,0.271105863627891,dirac(=mae),,,,,,,,,,,,,,,,,
huairou,0.05,1,2,438,334,ar1,0,438,0.4249152906163414,0.2046632513220349,0.17743921592857478,gaussian,0.9200913242009132,1.0737801071958628,0.008738165997783653,,,,,,,,,,,,,,
