series,K,model,strategy,start,N,n_missing,status,error,run_tag,runtime_s,init_s,n_iter,ll_trace_last,n_ll_decreases,max_ll_decrease,ll,n_params,bic,pi_sorted,mean_sorted,sd_sorted,stay_sorted,margins,copulas,finite_params,n_warnings,n_regressions_warned,warnings,ll_gap_to_best,agree_with_best,min_margin_sd,y_sd,ll_trace_max,min_pi,degenerate
huairou,3,hmc_in,impute,2,8760,334,ok,,perturbed-2,5.819265915997676,0.02483616700192215,18,-6969.520391237244,0,0.0,-6969.520391237244,12,14047.509711784956,0.3162|0.3505|0.3333,2.3699|3.9186|4.9841,0.7350|0.3726|0.3944,0.9522|0.9332|0.9657,0:norm;1:norm;2:norm,,True,0,0,,1.0514615179245084,0.9842465753424657,0.372639367864367,1.1767602124940608,-6969.520391237244,0.3162,False
huairou,3,hmc_in,sem,0,8760,334,ok,,kmeans,3.299212959002034,0.02264991599804489,30,-6969.542845093598,5,1.926398271572907,-6969.7303295942875,12,14047.929588499042,0.3123|0.3672|0.3205,2.3553|3.9267|4.9962,0.7333|0.3794|0.3904,0.9497|0.9353|0.9653,0:norm;1:norm;2:norm,,True,0,0,,1.2613998749675375,0.9883561643835617,0.3794355588314732,1.1767602124940608,-6968.80059233489,0.3123,False
huairou,3,hmc_in,sem,1,8760,334,ok,,perturbed-1,3.2725910830013163,0.023622000000614207,30,-6968.704506225558,5,1.7208288969122805,-6968.46892971932,12,14045.406788749107,0.3242|0.3529|0.3229,2.3872|3.9467|4.9983,0.7412|0.3709|0.3875,0.9516|0.9340|0.9669,0:norm;1:norm;2:norm,,True,0,0,,0.0,1.0,0.37085719540789613,1.1767602124940608,-6968.31777510366,0.3229,False
huairou,3,hmc_in,sem,2,8760,334,ok,,perturbed-2,3.321799249999458,0.022874207999848295,30,-6969.3723350314,6,0.8544529266064274,-6969.050947474485,12,14046.570824259437,0.3237|0.3601|0.3162,2.3939|3.9547|5.0072,0.7452|0.3725|0.3852,0.9529|0.9372|0.9662,0:norm;1:norm;2:norm,,True,0,0,,0.5820177551649977,0.9928082191780822,0.37252292178764157,1.1767602124940608,-6968.832123334104,0.3162,False
huairou,3,pmc_pair,available,0,8760,334,ok,,kmeans,24.741941917000077,0.4977054999981192,42,-404.7363892611852,0,0.0,-404.7363892611852,32,1098.7232566836171,0.1402|0.2532|0.6066,1.2736|3.6872|4.4049,0.3068|0.9907|0.7378,0.3005|0.7056|0.8712,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:Clayton(0.473);01:Frank(0.481);02:GH(0.249);10:Frank(0.512);11:GH(0.727);12:Gauss(0.775);20:GH(0.300);21:Gauss(0.642);22:GH(0.893),True,0,0,,33.11746335709137,0.9149543378995434,0.30684464540359546,1.1767602124940608,-404.7363892611852,0.1402,False
huairou,3,pmc_pair,available,1,8760,334,ok,,family-random-1,30.51021749999927,0.5144351249982719,50,-506.8068148745736,1,929.822116763673,-505.95914110347053,32,1301.1687603681878,0.3282|0.1624|0.5094,3.0418|3.5260|4.6388,1.2887|0.3675|0.5761,0.7377|0.7419|0.8413,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.801);01:Clayton(0.275);02:GH(0.417);10:Frank(0.594);11:Frank(0.632);12:GH(0.614);20:GH(0.468);21:GH(0.629);22:GH(0.875),True,5,1,"Clayton.correct_tau: τ=-0.2625 outside valid range [0.0000, 1.0000] — clipped to τ=0.0000. || GH.correct_tau: τ=1.0389 outside valid range [0.0000, 1.0000] — clipped to τ=1.0000. || Clayton.correct_tau: τ=-0.2034 outside valid range [0.0000, 1.0000] — clipped to τ=0.0000.",134.3402151993767,0.7230593607305936,0.24752710550175377,1.1767602124940608,-506.8068148745736,0.1624,False
huairou,3,pmc_pair,available,2,8760,334,ok,,family-random-2,9.701194792000024,0.526121292001335,17,-510.8477441134132,6,487.63093322923214,-510.8477441134132,32,1310.9459663880732,0.3439|0.5639|0.0922,3.3088|4.2210|5.0798,1.1619|0.7900|0.3486,0.7920|0.8705|0.7547,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:GH(0.885);01:Gauss(0.357);02:GH(0.330);10:Gauss(0.436);11:GH(0.810);12:GH(0.608);20:GH(0.125);21:GH(0.378);22:GH(0.853),True,11,6,"Clayton.correct_tau: τ=-0.2625 outside valid range [0.0000, 1.0000] — clipped to τ=0.0000. || GH.correct_tau: τ=1.0389 outside valid range [0.0000, 1.0000] — clipped to τ=1.0000. || Clayton.correct_tau: τ=-0.2034 outside valid range [0.0000, 1.0000] — clipped to τ=0.0000.",139.2288182093194,0.7426940639269406,0.3486239730238605,1.1767602124940608,-508.6954568111733,0.0922,False
huairou,3,pmc_pair,impute,0,8760,334,ok,,kmeans,138.81934533399908,0.7954789159994107,49,-371.6189259040938,2,0.38480834082918136,-371.6189259040938,32,1032.4883299694345,0.0994|0.3028|0.5979,1.0982|3.2630|4.4076,0.1024|1.1329|0.7432,0.2231|0.7763|0.8814,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:Gauss(0.092);01:Frank(0.561);02:GH(0.205);10:Frank(0.590);11:GH(0.745);12:Gauss(0.761);20:GH(0.273);21:Gauss(0.623);22:GH(0.894),True,1,1,ICE iter 39,0.0,1.0,0.1023581074913112,1.1767602124940608,-371.60684412853396,0.0994,False
huairou,3,pmc_pair,sem,0,8760,334,ok,,kmeans,19.60079379200033,0.5548900829999184,30,-450.53778821106835,1,11.18091986120919,-451.5814135266027,32,1192.4133052144523,0.1787|0.5402|0.2810,1.4699|4.0213|4.9180,0.4549|0.7834|0.4691,0.3986|0.8717|0.6447,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:Clayton(0.408);01:Frank(0.270);02:GH(0.371);10:Frank(0.520);11:GH(0.851);12:GH(0.615);20:GH(0.473);21:GH(0.634);22:GH(0.893),True,0,0,,79.96248762250889,0.5276255707762557,0.3557998340847612,1.1767602124940608,-450.53778821106835,0.1787,False
huairou,3,pmc_state,available,0,8760,334,ok,,kmeans,13.794304082999588,0.5221054169996933,24,-407.69419476946155,0,0.0,-407.69419476946155,20,996.1699383897023,0.0355|0.3429|0.6217,1.0895|3.0699|4.3347,0.0972|1.0702|0.7785,0.6533|0.9229|0.9769,0:norm;1:norm;2:norm,00:Clayton(0.081);01:Frank(0.029);02:Gauss(-0.267);10:Gauss(-0.001);11:GH(0.718);12:Gauss(0.245);20:Clayton(0.601);21:GH(0.349);22:GH(0.880),True,0,0,,0.0,1.0,0.09720229400577694,1.1767602124940608,-407.69419476946155,0.0355,False
huairou,3,pmc_state,available,1,8760,334,ok,,family-random-1,28.42259820899926,0.5454556250006135,47,-571.3933273952119,0,0.0,-571.3933273952119,20,1323.5682036412031,0.0940|0.4188|0.4872,2.2621|3.3448|4.4615,0.9345|1.1227|0.7240,0.8420|0.9373|0.9752,0:norm;1:norm;2:norm,00:GH(0.374);01:Frank(0.368);02:Frank(-0.371);10:Frank(0.251);11:GH(0.818);12:GH(0.305);20:Gauss(-0.235);21:GH(0.404);22:GH(0.887),True,2,0,"Clayton.correct_tau: τ=-0.0560 outside valid range [0.0000, 1.0000] — clipped to τ=0.0000. || GH.correct_tau: τ=1.0621 outside valid range [0.0000, 1.0000] — clipped to τ=1.0000.",163.6991326257504,0.7907534246575343,0.7240170743537144,1.1767602124940608,-571.3933273952119,0.094,False
huairou,3,pmc_state,available,2,8760,334,ok,,family-random-2,28.739554666000913,0.5735858339976403,45,-571.1827195373667,0,0.0,-571.1827195373667,20,1323.1469879255126,0.0912|0.4123|0.4965,2.2250|3.3311|4.4525,0.8958|1.1268|0.7275,0.8458|0.9376|0.9753,0:norm;1:norm;2:norm,00:GH(0.354);01:GH(0.254);02:Frank(-0.483);10:GH(0.217);11:GH(0.815);12:GH(0.304);20:Gauss(-0.270);21:GH(0.406);22:GH(0.886),True,2,0,"Clayton.correct_tau: τ=-0.0560 outside valid range [0.0000, 1.0000] — clipped to τ=0.0000. || GH.correct_tau: τ=1.0621 outside valid range [0.0000, 1.0000] — clipped to τ=1.0000.",163.48852476790512,0.8012557077625571,0.7274675902450084,1.1767602124940608,-571.1827195373667,0.0912,False
huairou,3,pmc_state,impute,0,8760,334,ok,,kmeans,134.16783570799817,0.4856884170003468,50,-409.0227117727882,15,2.294718614243152,-408.35534814605836,20,997.492245142896,0.0356|0.3396|0.6248,1.0894|3.0585|4.3324,0.0968|1.0597|0.7866,0.6525|0.9221|0.9771,0:norm;1:norm;2:norm,00:Clayton(0.081);01:Frank(0.032);02:Gauss(-0.263);10:GH(0.013);11:GH(0.714);12:Gauss(0.251);20:Clayton(0.597);21:GH(0.350);22:GH(0.880),True,15,15,ICE iter 21 || ICE iter 22 || ICE iter 24,0.6611533765968147,0.9953196347031964,0.09677501839021693,1.1767602124940608,-406.7932959901867,0.0356,False
huairou,3,pmc_state,sem,0,8760,334,ok,,kmeans,16.826031542001147,0.531893666000542,30,-407.2015132705767,7,7.464195074292036,-420.80936847746847,20,1022.4002858057162,0.0378|0.3299|0.6323,1.0889|3.0352|4.3312,0.0943|1.0454|0.7954,0.6556|0.9175|0.9775,0:norm;1:norm;2:norm,00:GH(0.092);01:Gauss(0.067);02:Gauss(-0.950);10:Gauss(0.041);11:GH(0.729);12:Gauss(0.256);20:Gauss(-0.816);21:GH(0.347);22:GH(0.878),True,0,0,,13.115173708006921,0.9900684931506849,0.09426749560658065,1.1767602124940608,-407.2015132705767,0.0378,False
huairou,3,pmc_state_gice,available,0,8760,334,ok,,kmeans,22.284849583000323,1.2930211669990967,20,-339.208645597698,4,5.069190880875055,-339.208645597698,22,877.2769949312533,0.0804|0.3019|0.6178,1.4863|3.1837|4.3736,0.6427|0.9427|0.7550,0.8419|0.9144|0.9780,0:gamma;1:gamma;2:norm,00:GH(0.191);01:Frank(0.211);02:Frank(-0.723);10:GH(0.227);11:GH(0.714);12:Gauss(0.314);20:Frank(-0.095);21:GH(0.382);22:GH(0.877),True,3,3,ICE iter 13 || ICE iter 15 || ICE iter 16,10.007637668142877,0.985730593607306,0.6426719475529663,1.1767602124940608,-331.40811640763405,0.0804,False
huairou,3,pmc_state_gice,available,1,8760,334,ok,,family-random-1,16.8053714580019,1.164244208997843,16,-421.3872984528272,1,31.66270764176261,-421.3872984528272,21,1032.5952231989727,0.0399|0.2666|0.6936,1.0893|2.8716|4.2916,0.0982|0.9804|0.8050,0.6061|0.8892|0.9796,0:gamma;1:norm;2:norm,00:GH(0.654);01:Gauss(0.183);02:Gauss(0.030);10:GH(0.291);11:GH(0.873);12:Clayton(0.467);20:Gauss(0.058);21:Gauss(-0.356);22:GH(0.078),True,59,1,"GH.correct_tau: τ=1.2367 outside valid range [0.0000, 1.0000] — clipped to τ=1.0000. || Gauss.correct_tau: τ=1.1974 outside valid range [-1.0000, 1.0000] — clipped to τ=1.0000. || Frank.correct_tau: τ=1.1429 outside valid range [-1.0000, 1.0000] — clipped to τ=1.0000.",92.18629052327208,0.8738584474885844,0.09818777427149514,1.1767602124940608,-421.3872984528272,0.0399,False
huairou,3,pmc_state_gice,available,2,8760,334,ok,,family-random-2,9.607896375000564,1.2862673749987152,10,-733.636719239498,3,60.59325238452402,-733.636719239498,21,1657.0940647723141,0.0001|0.2220|0.7778,1.1577|2.3737|4.1866,0.0000|1.1157|0.8679,0.0000|0.9279|0.9794,0:gamma;1:norm;2:norm,00:GH(0.573);01:Clayton(0.124);02:Clayton(0.184);10:GH(0.229);11:GH(0.869);12:Clayton(0.186);20:Clayton(0.184);21:GH(0.562);22:Gauss(-0.167),True,26,2,"GH.correct_tau: τ=1.2367 outside valid range [0.0000, 1.0000] — clipped to τ=1.0000. || Gauss.correct_tau: τ=1.1974 outside valid range [-1.0000, 1.0000] — clipped to τ=1.0000. || Frank.correct_tau: τ=1.1429 outside valid range [-1.0000, 1.0000] — clipped to τ=1.0000.",404.43571130994286,0.7492009132420091,3.976496617765265e-05,1.1767602124940608,-733.4899527281337,0.0001,True
huairou,3,pmc_state_gice,impute,0,8760,334,ok,,kmeans,163.7740838330028,1.3678527919983026,30,-329.20100792955515,9,375.87648334937154,-329.20100792955515,22,857.2617195949674,0.0848|0.3019|0.6133,1.6339|3.1936|4.3754,0.7536|0.9331|0.7557,0.8506|0.9152|0.9780,0:gamma;1:gamma;2:norm,00:GH(0.237);01:Frank(0.288);02:Frank(-0.815);10:Frank(0.328);11:GH(0.719);12:Gauss(0.320);20:Frank(-0.227);21:GH(0.389);22:GH(0.877),True,10,9,ICE iter 12 || ICE iter 16 || ICE iter 21,0.0,1.0,0.7536369087355501,1.1767602124940608,-325.8215902375146,0.0848,False
huairou,3,pmc_state_gice,sem,0,8760,334,ok,,kmeans,30.106194042000425,1.132398166002531,30,-338.3762476251016,7,12.763553332065158,-344.81395082589665,22,888.4876053876505,0.0895|0.2918|0.6187,1.5631|3.1629|4.3945,0.6480|0.9209|0.7489,0.8577|0.9128|0.9794,0:gamma;1:invgamma;2:norm,00:GH(0.213);01:GH(0.236);02:Frank(-0.668);10:Frank(0.240);11:GH(0.706);12:GH(0.184);20:Frank(-0.485);21:GH(0.350);22:GH(0.875),True,0,0,,15.612942896341508,0.9784246575342466,0.6480242315230137,1.1767602124940608,-331.27334725408946,0.0895,False
huairou_rawlog,2,hmc_in,available,0,8760,334,ok,,kmeans,0.37930854200021713,0.013585124997916864,9,-9274.624890575198,0,0.0,-9274.624890575198,6,18603.48424580563,0.4364|0.5636,2.7082|4.6216,0.8370|0.5600,0.9693|0.9762,0:norm;1:norm,,True,0,0,,0.0,1.0,0.5600341895477381,1.1751713118499254,-9274.624890575198,0.4364,False
huairou_rawlog,2,pmc_state,available,0,8760,334,ok,,kmeans,5.048209917000349,0.2789330829982646,16,-668.1501756672196,0,0.0,-668.1501756672196,10,1426.691125759829,0.3589|0.6411,2.8929|4.2897,1.1517|0.8452,0.9528|0.9736,0:norm;1:norm,00:GH(0.706);01:Frank(0.186);10:GH(0.252);11:GH(0.888),True,0,0,,0.0,1.0,0.845223652243304,1.1751713118499254,-668.1501756672196,0.3589,False
huairou_rawlog,3,hmc_in,available,0,8760,334,ok,,kmeans,0.6932554170016374,0.018684208000195213,16,-6954.405617431431,0,0.0,-6954.405617431431,12,14017.28016417333,0.3159|0.3515|0.3326,2.3699|3.9198|4.9848,0.7308|0.3730|0.3938,0.9521|0.9335|0.9657,0:norm;1:norm;2:norm,,True,0,0,,0.0,1.0,0.3730154708977815,1.1751713118499254,-6954.405617431431,0.3159,False
huairou_rawlog,3,pmc_state,available,0,8760,334,ok,,kmeans,12.404907749998529,0.5118706659995951,21,4399.095020087731,0,0.0,4399.095020087731,20,-8617.408491324684,0.0476|0.3021|0.6503,1.0986|3.0934|4.3085,0.0001|1.0054|0.7941,0.5414|0.8790|0.9769,0:norm;1:norm;2:norm,00:Clayton(1.000);01:GH(0.203);02:Clayton(0.046);10:GH(0.102);11:GH(0.705);12:Gauss(0.255);20:Clayton(0.179);21:GH(0.352);22:GH(0.878),True,144,0,Frank: requested |tau|=0.995962 exceeds the largest numerically reachable value 0.994299 (theta=±700); clamping. || Frank: requested |tau|=0.996880 exceeds the largest numerically reachable value 0.994299 (theta=±700); clamping. || Frank: requested |tau|=0.996421 exceeds the largest numerically reachable value 0.994299 (theta=±700); clamping.,0.0,1.0,0.0001,1.1751713118499254,4399.095020087731,0.0476,True
pamap2_102_complete,2,hmc_in,complete,0,8940,0,ok,,kmeans,0.16602304200205253,0.01374983299683663,4,-10446.440052336251,0,0.0,-10446.440052336251,6,20947.46984988151,0.3759|0.6241,-1.9128|0.8247,0.7206|0.6679,0.9550|0.9729,0:norm;1:norm,,True,0,0,,0.14982939912624715,0.9969798657718121,0.6678513673194382,1.493880984800716,-10446.440052336251,0.3759,False
pamap2_102_complete,2,hmc_in,complete,1,8940,0,ok,,perturbed-1,0.250159208997502,0.01455016600084491,6,-10447.290544696314,0,0.0,-10447.290544696314,6,20949.170834601635,0.3736|0.6264,-1.9209|0.8194,0.7146|0.6726,0.9551|0.9732,0:norm;1:norm,,True,0,0,,1.000321759189319,0.9950782997762864,0.6726374926328631,1.493880984800716,-10447.290544696314,0.3736,False
pamap2_102_complete,2,hmc_in,complete,2,8940,0,ok,,perturbed-2,0.16945600000326522,0.012556041998323053,4,-10446.290222937125,0,0.0,-10446.290222937125,6,20947.170191083256,0.3813|0.6187,-1.8928|0.8363,0.7363|0.6579,0.9555|0.9726,0:norm;1:norm,,True,0,0,,0.0,1.0,0.6579371467979592,1.493880984800716,-10446.290222937125,0.3813,False
pamap2_102_complete,2,pmc_pair,complete,0,8940,0,ok,,kmeans,6.442508125001041,0.29154366700095125,24,-6301.072569235719,0,0.0,-6301.072569235719,14,12729.521210625784,0.3382|0.6618,-2.4318|0.9603,0.2390|0.5765,0.5983|0.7947,00:norm;01:norm;10:norm;11:norm,00:Frank(0.398);01:Frank(0.324);10:Frank(0.469);11:GH(0.406),True,0,0,,0.3364293626964354,0.9956375838926175,0.2390352306525404,1.493880984800716,-6301.072569235719,0.3382,False
pamap2_102_complete,2,pmc_pair,complete,1,8940,0,ok,,family-random-1,5.925388040999678,0.3109788749970903,22,-6300.736139873023,0,0.0,-6300.736139873023,14,12728.848351900391,0.3390|0.6610,-2.4311|0.9612,0.2396|0.5762,0.5982|0.7939,00:norm;01:norm;10:norm;11:norm,00:Frank(0.399);01:Frank(0.325);10:Frank(0.466);11:GH(0.406),True,2,0,"Frank.correct_tau: τ=-1.0116 outside valid range [-1.0000, 1.0000] — clipped to τ=-1.0000. || Frank: requested |tau|=1.000000 exceeds the largest numerically reachable value 0.994299 (theta=±700); clamping.",0.0,1.0,0.23962958922469269,1.493880984800716,-6300.736139873023,0.339,False
pamap2_102_complete,2,pmc_pair,complete,2,8940,0,ok,,family-random-2,2.03494425000099,0.2909048330002406,8,-6423.4357649738695,3,15.986803723661978,-6423.4357649738695,14,12974.247602102085,0.3964|0.6036,-1.5398|0.9198,1.0624|0.6068,0.8658|0.9119,00:norm;01:norm;10:norm;11:norm,00:Clayton(0.730);01:Clayton(0.516);10:Clayton(0.652);11:GH(0.416),True,6,3,"Frank.correct_tau: τ=-1.0116 outside valid range [-1.0000, 1.0000] — clipped to τ=-1.0000. || Frank: requested |tau|=1.000000 exceeds the largest numerically reachable value 0.994299 (theta=±700); clamping. || ICE iter 5",122.69962510084679,0.8572706935123042,0.6067632830524045,1.493880984800716,-6382.856363241088,0.3964,False
pamap2_102_complete,2,pmc_state,complete,0,8940,0,ok,,kmeans,2.4954648749990156,0.2781064589980815,9,-6797.207664426538,3,12.002126260858859,-6797.207664426538,10,13685.398237534751,0.2758|0.7242,-2.2490|0.5744,0.4392|0.8997,0.9665|0.9872,0:norm;1:norm,00:Clayton(0.553);01:Gauss(-0.028);10:Frank(-0.401);11:GH(0.560),True,4,3,ICE iter 6 || ICE iter 7 || ICE iter 8,302.0648128546327,0.7997762863534675,0.4391906791164047,1.493880984800716,-6767.453838299181,0.2758,False
pamap2_102_complete,2,pmc_state,complete,1,8940,0,ok,,family-random-1,1.460587959001714,0.30494125000041095,6,-6650.314524768672,3,4.607177467945803,-6650.314524768672,10,13391.611958219019,0.4045|0.5955,-1.7879|0.8716,0.8398|0.6382,0.9656|0.9766,0:norm;1:norm,00:Clayton(0.655);01:Clayton(0.022);10:Frank(-0.188);11:GH(0.433),True,4,3,ICE iter 3 || ICE iter 4 || ICE iter 5,155.17167319676628,0.939261744966443,0.638161249443087,1.493880984800716,-6640.381046214043,0.4045,False
pamap2_102_complete,2,pmc_state,complete,2,8940,0,ok,,family-random-2,1.9956894999995711,0.3058983749979234,8,-6495.142851571905,3,10.561047163527292,-6495.142851571905,10,13081.268611825486,0.4700|0.5300,-1.5058|0.9497,1.0778|0.5886,0.9815|0.9836,0:norm;1:norm,00:Clayton(0.683);01:Frank(0.213);10:GH(0.047);11:GH(0.420),True,4,3,ICE iter 5 || ICE iter 6 || ICE iter 7,0.0,1.0,0.5886483822542721,1.493880984800716,-6464.468078662637,0.47,False
pamap2_102_complete,3,hmc_in,complete,0,8940,0,ok,,kmeans,0.4723082499986049,0.02175212499787449,11,-8095.209907474791,0,0.0,-8095.209907474791,12,16299.599305367594,0.2245|0.2428|0.5327,-2.4103|-0.7665|0.9815,0.2575|0.7412|0.5564,0.9499|0.8868|0.9690,0:norm;1:norm;2:norm,,True,0,0,,0.0,1.0,0.2575405238235236,1.493880984800716,-8095.209907474791,0.2245,False
pamap2_102_complete,3,hmc_in,complete,1,8940,0,ok,,perturbed-1,0.5211722499989264,0.023271834001207026,12,-8095.21839098438,0,0.0,-8095.21839098438,12,16299.616272386771,0.2243|0.2432|0.5325,-2.4107|-0.7658|0.9817,0.2572|0.7427|0.5563,0.9498|0.8872|0.9691,0:norm;1:norm;2:norm,,True,0,0,,0.008483509588586458,0.9996644295302013,0.25715218606521795,1.493880984800716,-8095.21839098438,0.2243,False
pamap2_102_complete,3,hmc_in,complete,2,8940,0,ok,,perturbed-2,0.48043883399805054,0.02551766600299743,11,-8095.230545940373,0,0.0,-8095.230545940373,12,16299.640582298758,0.2246|0.2426|0.5328,-2.4101|-0.7664|0.9815,0.2578|0.7406|0.5564,0.9499|0.8866|0.9689,0:norm;1:norm;2:norm,,True,0,0,,0.0206384655821239,0.9998881431767338,0.2577987295165756,1.493880984800716,-8095.230545940373,0.2246,False
pamap2_102_complete,3,pmc_pair,complete,0,8940,0,ok,,kmeans,29.021151249999093,0.6132537080011389,50,-6079.497346452512,0,0.0,-6069.508334055332,32,12430.161975892026,0.2745|0.3197|0.4059,-2.4484|-0.2536|1.2505,0.2264|0.8016|0.5225,0.6945|0.5487|0.6771,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:Frank(0.396);01:Gauss(0.229);02:Clayton(0.056);10:Frank(0.286);11:GH(0.513);12:GH(0.049);20:Clayton(0.247);21:Gauss(-0.034);22:GH(0.403),True,0,0,,298.44995865688634,0.6608501118568233,0.22644397643127642,1.493880984800716,-6079.497346452512,0.2745,False
pamap2_102_complete,3,pmc_pair,complete,1,8940,0,ok,,family-random-1,13.692654958002095,0.5786553329999151,26,-5957.300808112738,0,0.0,-5957.300808112738,32,12205.746924006839,0.2543|0.4112|0.3345,-2.4455|0.4284|0.9181,0.2286|1.0443|0.4283,0.7563|0.8449|0.9674,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:Frank(0.395);01:Frank(0.250);02:Frank(-0.420);10:Frank(0.438);11:GH(0.552);12:Gauss(0.059);20:Clayton(0.445);21:Gauss(-0.294);22:Frank(0.294),True,4,0,"Frank.correct_tau: τ=-1.0351 outside valid range [-1.0000, 1.0000] — clipped to τ=-1.0000. || Frank.correct_tau: τ=-1.0666 outside valid range [-1.0000, 1.0000] — clipped to τ=-1.0000. || Frank: requested |tau|=1.000000 exceeds the largest numerically reachable value 0.994299 (theta=±700); clamping.",186.2424327142926,0.8900447427293064,0.2286455114132167,1.493880984800716,-5957.300808112738,0.2543,False
pamap2_102_complete,3,pmc_pair,complete,2,8940,0,ok,,family-random-2,18.318931792000512,0.5949446669983445,34,-5771.058375398446,1,0.006041082782758167,-5771.058375398446,32,11833.262058578253,0.2921|0.3821|0.3258,-2.4468|0.2211|0.8370,0.2252|1.0406|0.4035,0.6323|0.8263|0.8292,00:norm;01:norm;02:norm;10:norm;11:norm;12:norm;20:norm;21:norm;22:norm,00:Frank(0.402);01:Clayton(0.254);02:Frank(0.236);10:Gauss(0.508);11:GH(0.507);12:Gauss(0.326);20:Frank(0.301);21:Gauss(-0.264);22:Gauss(0.305),True,4,0,"Frank.correct_tau: τ=-1.0351 outside valid range [-1.0000, 1.0000] — clipped to τ=-1.0000. || Frank.correct_tau: τ=-1.0666 outside valid range [-1.0000, 1.0000] — clipped to τ=-1.0000. || Frank: requested |tau|=1.000000 exceeds the largest numerically reachable value 0.994299 (theta=±700); clamping.",0.0,1.0,0.22515675350092287,1.493880984800716,-5771.052334315663,0.2921,False
pamap2_102_complete,3,pmc_state,complete,0,8940,0,ok,,kmeans,8.954793917000643,0.6409498329994676,16,-6186.823017672913,0,0.0,-6186.823017672913,20,12555.611852709177,0.2030|0.3250|0.4719,-2.4325|-0.5555|0.9961,0.2419|1.0258|0.5628,0.9589|0.9569|0.9880,0:norm;1:norm;2:norm,00:Frank(0.396);01:Frank(-0.025);02:Frank(-0.058);10:Frank(-0.270);11:Gauss(0.500);12:Clayton(0.077);20:Clayton(0.204);21:Frank(0.303);22:GH(0.424),True,0,0,,0.0,1.0,0.24190053001165443,1.493880984800716,-6186.823017672913,0.203,False
pamap2_102_complete,3,pmc_state,complete,1,8940,0,ok,,family-random-1,5.794218582999747,0.6161278750005295,11,-6193.405626818454,0,0.0,-6193.405626818454,20,12568.777071000259,0.2089|0.4445|0.3466,-2.4196|-0.0428|0.9235,0.2552|1.2304|0.4409,0.9631|0.9756|0.9910,0:norm;1:norm;2:norm,00:Frank(0.408);01:Gauss(-0.124);02:Frank(0.405);10:Frank(-0.332);11:GH(0.613);12:Gauss(-0.226);20:Frank(0.026);21:Gauss(-0.046);22:Frank(0.295),True,2,0,"Frank.correct_tau: τ=1.4524 outside valid range [-1.0000, 1.0000] — clipped to τ=1.0000. || Frank: requested |tau|=1.000000 exceeds the largest numerically reachable value 0.994299 (theta=±700); clamping.",6.582609145541028,0.8595078299776286,0.25518695248198187,1.493880984800716,-6193.405626818454,0.2089,False
pamap2_102_complete,3,pmc_state,complete,2,8940,0,ok,,family-random-2,8.061061832999258,0.6066223330017237,15,-6194.055939911694,0,0.0,-6194.055939911694,20,12570.077697186738,0.2062|0.4419|0.3518,-2.4248|-0.0669|0.9243,0.2497|1.2371|0.4431,0.9625|0.9736|0.9889,0:norm;1:norm;2:norm,00:Frank(0.399);01:Gauss(-0.156);02:Frank(0.467);10:Frank(-0.333);11:GH(0.618);12:Gauss(-0.380);20:Frank(-0.050);21:Clayton(0.112);22:Frank(0.295),True,2,0,"Frank.correct_tau: τ=1.4524 outside valid range [-1.0000, 1.0000] — clipped to τ=1.0000. || Frank: requested |tau|=1.000000 exceeds the largest numerically reachable value 0.994299 (theta=±700); clamping.",7.232922238780702,0.8608501118568233,0.2496642213810823,1.493880984800716,-6194.055939911694,0.2062,False
pamap2_102_gapped,2,hmc_in,available,0,8940,1049,ok,,kmeans,0.21435837500030175,0.0124330420003389,5,-9216.205970918432,0,0.0,-9216.205970918432,6,18486.25281072799,0.3719|0.6281,-1.9655|0.7884,0.6870|0.6863,0.9569|0.9745,0:norm;1:norm,,True,0,0,,0.07379656574084947,0.9949664429530202,0.6863150064903282,1.503276635590339,-9216.205970918432,0.3719,False
pamap2_102_gapped,2,hmc_in,available,1,8940,1049,ok,,perturbed-1,0.17258508400118444,0.013067457999568433,4,-9216.142623711643,0,0.0,-9216.142623711643,6,18486.12611631441,0.3660|0.6340,-1.9864|0.7757,0.6693|0.6968,0.9557|0.9744,0:norm;1:norm,,True,0,0,,0.010449358951518661,0.9996644295302013,0.6693341720608681,1.503276635590339,-9216.142623711643,0.366,False
pamap2_102_gapped,2,hmc_in,available,2,8940,1049,ok,,perturbed-2,0.21310183300010976,0.012191792000521673,5,-9218.08040127651,0,0.0,-9218.08040127651,6,18490.001671444144,0.3789|0.6211,-1.9410|0.8034,0.7071|0.6739,0.9577|0.9742,0:norm;1:norm,,True,0,0,,1.948226923817856,0.9888143176733781,0.6738904877209998,1.503276635590339,-9218.08040127651,0.3789,False
