task_id,task,wall_s
pamap2_105_complete__K2__hmc_in__complete__s1__7371109b,fit,1.0885142919978534
pamap2_105_complete__K2__hmc_in__complete__s2__2043251f,fit,1.3338067499971658
pamap2_105_complete__K2__pmc_pair__complete__s0__c62dc8f8,fit,3.810152875001222
pamap2_105_complete__K2__pmc_pair__complete__s1__ed67bc3c,fit,7.679767458997958
pamap2_105_complete__K2__pmc_pair__complete__s2__3b81a0b7,fit,5.615874874998553
pamap2_105_complete__K2__pmc_state__complete__s0__bd835a1a,fit,1.8948676670006535
pamap2_105_complete__K2__pmc_state__complete__s1__131874ae,fit,2.093302749999566
pamap2_105_complete__K2__pmc_state__complete__s2__bc48c940,fit,5.612414292001631
pamap2_105_complete__K3__hmc_in__complete__s0__6e83400a,fit,1.18046804199912
pamap2_105_complete__K3__hmc_in__complete__s1__c11fe704,fit,1.240167667001515
pamap2_105_complete__K3__hmc_in__complete__s2__3449518a,fit,1.1647432909994677
pamap2_105_complete__K3__pmc_pair__complete__s0__84e316e6,fit,10.184938541002339
pamap2_105_complete__K3__pmc_pair__complete__s1__d027f7e0,fit,22.746518292002293
pamap2_105_complete__K3__pmc_pair__complete__s2__3326af1d,fit,13.270623749998776
pamap2_105_complete__K3__pmc_state__complete__s0__1949cd7a,fit,4.686353375000181
pamap2_105_complete__K3__pmc_state__complete__s1__a9aee7f9,fit,4.232600833001925
pamap2_105_complete__K3__pmc_state__complete__s2__5b8f9b16,fit,5.153416790999472
pamap2_105_gapped__K2__hmc_in__available__s0__c8d140d6,fit,0.9925829589992645
pamap2_105_gapped__K2__hmc_in__available__s1__89b17f33,fit,0.9312180419983633
pamap2_105_gapped__K2__hmc_in__available__s2__cd18f6da,fit,1.0529471669979102
pamap2_105_gapped__K2__pmc_pair__available__s0__bb1e3e44,fit,4.614506458001415
pamap2_105_gapped__K2__pmc_pair__available__s1__eae340b1,fit,10.644076082997344
pamap2_105_gapped__K2__pmc_pair__available__s2__5744587d,fit,3.36567545899743
pamap2_105_gapped__K2__pmc_state__available__s0__559ba3eb,fit,2.2200788330010255
pamap2_105_gapped__K2__pmc_state__available__s1__819a2339,fit,2.64485812500061
pamap2_105_gapped__K2__pmc_state__available__s2__3ec0499b,fit,6.119046542000433
pamap2_105_gapped__K3__hmc_in__available__s0__18431f7c,fit,0.9145756249999977
pamap2_105_gapped__K3__hmc_in__available__s1__1ce75615,fit,0.7408747080007743
pamap2_105_gapped__K3__hmc_in__available__s2__9ad38090,fit,1.1617527090020303
pamap2_105_gapped__K3__pmc_pair__available__s0__48f1082d,fit,13.93646154200178
pamap2_105_gapped__K3__pmc_pair__available__s1__6fff36d6,fit,17.159031125000183
pamap2_105_gapped__K3__pmc_pair__available__s2__de61834d,fit,15.573490416998538
pamap2_105_gapped__K3__pmc_state__available__s0__1cb70b9e,fit,5.357388624997839
pamap2_105_gapped__K3__pmc_state__available__s1__74fbb448,fit,3.169749791999493
pamap2_105_gapped__K3__pmc_state__available__s2__717014f6,fit,7.152304707997246
pamap2_108_complete__K2__hmc_in__complete__s0__2ccd45df,fit,0.9720298339998408
pamap2_108_complete__K2__hmc_in__complete__s1__3ed18198,fit,0.9386682499971357
pamap2_108_complete__K2__hmc_in__complete__s2__762f50ab,fit,0.9622875409986591
pamap2_108_complete__K2__pmc_pair__complete__s0__61b8d5a2,fit,6.335895500000333
pamap2_108_complete__K2__pmc_pair__complete__s1__6a51609d,fit,6.675032291001116
pamap2_108_complete__K2__pmc_pair__complete__s2__fc9d4414,fit,2.034496875003242
pamap2_108_complete__K2__pmc_state__complete__s0__185cbde1,fit,1.941623000002437
pamap2_108_complete__K2__pmc_state__complete__s1__ae425120,fit,2.228684333000274
pamap2_108_complete__K2__pmc_state__complete__s2__393bdef6,fit,2.465776791999815
pamap2_108_complete__K3__hmc_in__complete__s0__b7c4f4df,fit,0.9341817079985049
pamap2_108_complete__K3__hmc_in__complete__s1__13e34dae,fit,0.9956121670002176
pamap2_108_complete__K3__hmc_in__complete__s2__eee58e04,fit,0.9426335000025574
pamap2_108_complete__K3__pmc_pair__complete__s0__246a131d,fit,12.567785999999614
pamap2_108_complete__K3__pmc_pair__complete__s1__65674044,fit,20.32844458299951
pamap2_108_complete__K3__pmc_pair__complete__s2__b973d62f,fit,23.27378562499871
pamap2_108_complete__K3__pmc_state__complete__s0__08fddc89,fit,9.194714291999844
pamap2_108_complete__K3__pmc_state__complete__s1__52aabd42,fit,6.611607667000499
pamap2_108_complete__K3__pmc_state__complete__s2__87bbc869,fit,6.565626375002466
pamap2_108_gapped__K2__hmc_in__available__s0__79b7cae2,fit,0.9880333750006685
pamap2_108_gapped__K2__hmc_in__available__s1__31479deb,fit,0.9502137919989764
pamap2_108_gapped__K2__hmc_in__available__s2__5bf1aa81,fit,0.9706777920000604
pamap2_108_gapped__K2__pmc_pair__available__s0__c594d6f1,fit,8.270562958998198
pamap2_108_gapped__K2__pmc_pair__available__s1__58a4ac0d,fit,7.7582232910026505
pamap2_108_gapped__K2__pmc_pair__available__s2__48a5b487,fit,3.197547542000393
pamap2_108_gapped__K2__pmc_state__available__s0__f6a0c2c3,fit,2.355220208999526
pamap2_108_gapped__K2__pmc_state__available__s1__57697945,fit,2.6397141669986013
pamap2_108_gapped__K2__pmc_state__available__s2__bf3e7521,fit,3.406485125000472
pamap2_108_gapped__K3__hmc_in__available__s0__c06bec1e,fit,0.9394674579998537
pamap2_108_gapped__K3__hmc_in__available__s1__26d7df1f,fit,1.0002884170025936
pamap2_108_gapped__K3__hmc_in__available__s2__39d4513c,fit,0.9521298750005371
pamap2_108_gapped__K3__pmc_pair__available__s0__3d1fd49f,fit,29.194696041002317
pamap2_108_gapped__K3__pmc_pair__available__s1__ef9a29c3,fit,16.73211620800066
pamap2_108_gapped__K3__pmc_pair__available__s2__b3cb5144,fit,20.334026208998694
pamap2_108_gapped__K3__pmc_state__available__s0__e8c087d0,fit,10.677236166997318
pamap2_108_gapped__K3__pmc_state__available__s1__17dc7743,fit,7.080458542000997
pamap2_108_gapped__K3__pmc_state__available__s2__fbdc6160,fit,8.168375707999076
pamap2_feature_check__1542d5e1,pamap2_feature_check,0.29350999999951455
pamap2_feature_check__e81de752,pamap2_feature_check,0.33375270800024737
pamap2_feature_check__fbb21d50,pamap2_feature_check,0.31595641700187116
pamap2_missingness__33e07dbb,pamap2_missingness,0.010685167002520757
pamap2_missingness__4c01a489,pamap2_missingness,0.002314290999493096
pamap2_missingness__bf742271,pamap2_missingness,0.0028476670013333205
tsnh4__K2__hmc_in__available__s0__19f42324,fit,0.4587091249995865
tsnh4__K2__hmc_in__available__s1__182cba08,fit,0.46214033299838775
tsnh4__K2__hmc_in__available__s2__6742ff3d,fit,0.44357750000199303
tsnh4__K2__hmc_in__impute__s0__3a9ea289,fit,2.512565791999805
tsnh4__K2__hmc_in__impute__s1__8384c782,fit,2.678065083000547
tsnh4__K2__hmc_in__impute__s2__f0cf745c,fit,2.175894583997433
tsnh4__K2__hmc_in__sem__s0__6d87fbb9,fit,1.9642836669991084
tsnh4__K2__hmc_in__sem__s1__816308fb,fit,1.9515819160005776
tsnh4__K2__hmc_in__sem__s2__03c6e3a3,fit,1.9594062910000503
tsnh4__K2__pmc_pair__available__s0__c7ee69b8,fit,4.05473504100155
tsnh4__K2__pmc_pair__available__s1__bc737ff3,fit,5.015402041000925
tsnh4__K2__pmc_pair__available__s2__a2d83076,fit,1.9859167499998875
tsnh4__K2__pmc_pair__impute__s0__6a3a1caf,fit,7.61565358399821
tsnh4__K2__pmc_pair__impute__s1__f3ebb930,fit,33.82736862499951
tsnh4__K2__pmc_pair__impute__s2__6e1153da,fit,9.811431250000169
tsnh4__K2__pmc_pair__sem__s0__798cdde8,fit,7.81650004200128
tsnh4__K2__pmc_pair__sem__s1__3880786c,fit,7.813381916999788
tsnh4__K2__pmc_pair__sem__s2__3561ee2e,fit,8.011058166997827
tsnh4__K2__pmc_state__available__s0__de9566a2,fit,3.1609723750007106
tsnh4__K2__pmc_state__available__s1__a94c4406,fit,3.227482250000321
tsnh4__K2__pmc_state__available__s2__e3379bd0,fit,3.7331111669991515
tsnh4__K2__pmc_state__impute__s0__7cf997d2,fit,11.584536166999897
tsnh4__K2__pmc_state__impute__s1__3c731612,fit,22.659503292001318
tsnh4__K2__pmc_state__impute__s2__39002c8d,fit,47.958213082998554
tsnh4__K2__pmc_state__sem__s0__fdce57c2,fit,7.25552987500123
tsnh4__K2__pmc_state__sem__s1__ab1c7704,fit,7.468248541998037
tsnh4__K2__pmc_state__sem__s2__a46e40f1,fit,6.905214624999644
tsnh4__K2__pmc_state_gice__available__s0__0f4cae65,fit,7.039309083000262
tsnh4__K2__pmc_state_gice__available__s1__a156fa09,fit,11.791779374998441
tsnh4__K2__pmc_state_gice__available__s2__8b3588d3,fit,4.7466097500000615
tsnh4__K2__pmc_state_gice__impute__s0__dd7cb7fb,fit,26.611927208999987
tsnh4__K2__pmc_state_gice__sem__s0__e243bcee,fit,14.081899125001655
tsnh4__K3__hmc_in__available__s0__d4149bb4,fit,0.4225997499997902
tsnh4__K3__hmc_in__available__s1__0351b0fd,fit,0.398040874999424
tsnh4__K3__hmc_in__available__s2__04600d2b,fit,0.4513469580015226
tsnh4__K3__hmc_in__impute__s0__72a146ed,fit,2.0573608340018836
tsnh4__K3__hmc_in__impute__s1__2a5aa701,fit,1.854477875000157
tsnh4__K3__hmc_in__impute__s2__c06aeb14,fit,2.237347917001898
tsnh4__K3__hmc_in__sem__s0__8f6fe519,fit,2.0057406250016356
tsnh4__K3__hmc_in__sem__s1__52bd5a83,fit,2.0169466660008766
tsnh4__K3__hmc_in__sem__s2__09ac4ca6,fit,2.031371332999697
tsnh4__K3__pmc_pair__available__s0__54621436,fit,4.008137417000398
tsnh4__K3__pmc_pair__available__s1__f18e5eb1,fit,4.021076375000121
tsnh4__K3__pmc_pair__available__s2__ff07cba4,fit,7.491012459002377
tsnh4__K3__pmc_pair__impute__s0__b0ffee30,fit,25.2897508749993
tsnh4__K3__pmc_pair__impute__s1__8adc2a1b,fit,30.774570500001573
tsnh4__K3__pmc_pair__impute__s2__5808f5db,fit,31.18795016600052
tsnh4__K3__pmc_pair__sem__s0__3aa4ba6f,fit,11.361497750000126
tsnh4__K3__pmc_pair__sem__s1__70880a12,fit,9.368034374998388
tsnh4__K3__pmc_pair__sem__s2__1c81d9b8,fit,7.526907292001852
tsnh4__K3__pmc_state__available__s0__15a79fe9,fit,5.478090749998955
tsnh4__K3__pmc_state__available__s1__c6b99535,fit,4.744012040999223
tsnh4__K3__pmc_state__available__s2__6fb379bf,fit,6.581731750000472
tsnh4__K3__pmc_state__impute__s0__31e0d7b7,fit,23.223265959000855
tsnh4__K3__pmc_state__impute__s1__ec47dd71,fit,18.67888262500128
tsnh4__K3__pmc_state__impute__s2__907791a0,fit,40.354867709000246
tsnh4__K3__pmc_state__sem__s0__52762d6e,fit,11.109226542001124
tsnh4__K3__pmc_state__sem__s1__dc2095ea,fit,8.027097791000415
tsnh4__K3__pmc_state__sem__s2__634177a7,fit,7.840373791001184
tsnh4__K3__pmc_state_gice__available__s0__1dde0782,fit,8.756821167000453
tsnh4__K3__pmc_state_gice__available__s1__99220e3a,fit,7.517987708000874
tsnh4__K3__pmc_state_gice__available__s2__f50723ac,fit,8.571044832999178
tsnh4__K3__pmc_state_gice__impute__s0__5c0bc4bf,fit,42.06128712499776
tsnh4__K3__pmc_state_gice__sem__s0__e4d1ec32,fit,20.376808708999306
tsnh4_baselines__662de1a0,tsnh4_baselines,0.006947083998966264
