series,K,model,strategy,start,method,gap_class,n,rmse,mae,crps,crps_kind,cov90,width90,impute_s,ar1_params
tsnh4,2,hmc_in,impute,2,pmc_posterior,all,883,0.7470193259237531,0.5586766046175323,0.4045091637434331,samples,0.7644394110985278,1.8287782454141965,0.12182379200021387,
tsnh4,2,hmc_in,sem,0,pmc_posterior,1-2,120,0.4940018305025804,0.34907191148973965,0.26214046078609227,samples,0.9166666666666666,1.6586153531597685,0.1233182920004765,
tsnh4,2,hmc_in,sem,0,pmc_posterior,3-20,300,0.6925105577623719,0.47124938512749925,0.3537423011843031,samples,0.7566666666666667,1.5475787693150627,0.1233182920004765,
tsnh4,2,hmc_in,sem,0,pmc_posterior,>20,463,0.849761814562223,0.6796851612489538,0.4820333170087266,samples,0.7278617710583153,2.060417412522173,0.1233182920004765,
tsnh4,2,hmc_in,sem,0,pmc_posterior,all,883,0.7581089375379662,0.5639384763027001,0.40856282154548407,samples,0.7633069082672707,1.8315750115192038,0.1233182920004765,
tsnh4,2,hmc_in,sem,1,pmc_posterior,1-2,120,0.4966606047023868,0.3554504301517529,0.2636840877204588,samples,0.9166666666666666,1.6351487897092625,0.12207108399888966,
tsnh4,2,hmc_in,sem,1,pmc_posterior,3-20,300,0.6905294873692719,0.4736862672069478,0.3535876425174108,samples,0.7566666666666667,1.5378578447914706,0.12207108399888966,
tsnh4,2,hmc_in,sem,1,pmc_posterior,>20,463,0.8300581568242369,0.6646360733207946,0.46984326945039956,samples,0.7300215982721382,2.046610952537448,0.12207108399888966,
tsnh4,2,hmc_in,sem,1,pmc_posterior,all,883,0.7461910090142642,0.5577422805524604,0.40232821861519064,samples,0.7644394110985278,1.8178438043345313,0.12207108399888966,
tsnh4,2,hmc_in,sem,2,pmc_posterior,1-2,120,0.49615254801417685,0.3530389754049667,0.2656214338386673,samples,0.9166666666666666,1.660205650337326,0.12230149999959394,
tsnh4,2,hmc_in,sem,2,pmc_posterior,3-20,300,0.691419524011492,0.47186736452274963,0.3525252736763023,samples,0.7566666666666667,1.5551143867658328,0.12230149999959394,
tsnh4,2,hmc_in,sem,2,pmc_posterior,>20,463,0.8204167435134525,0.6571680341884099,0.46639914429788804,samples,0.734341252699784,2.0569442532861126,0.12230149999959394,
tsnh4,2,hmc_in,sem,2,pmc_posterior,all,883,0.7408147176053175,0.5528807318625761,0.40042464096653785,samples,0.766704416761042,1.8325302189600217,0.12230149999959394,
tsnh4,2,pmc_pair,available,0,pmc_posterior,1-2,120,0.09487707168451662,0.05589900582629593,0.042824121269408606,samples,0.875,0.2175078108779634,0.4479029590002028,
tsnh4,2,pmc_pair,available,0,pmc_posterior,3-20,300,0.08780724753163899,0.06222611265397371,0.050483085102275414,samples,0.94,0.35046377751612645,0.4479029590002028,
tsnh4,2,pmc_pair,available,0,pmc_posterior,>20,463,0.3448293888101754,0.273865635173827,0.18867609054542084,samples,0.9200863930885529,1.1090575946474865,0.4479029590002028,
tsnh4,2,pmc_pair,available,0,pmc_posterior,all,883,0.2572775758932296,0.1723391886532611,0.12190356739019421,samples,0.9207248018120046,0.7301627824257981,0.4479029590002028,
tsnh4,2,pmc_pair,available,1,pmc_posterior,1-2,120,0.09891249367519729,0.05701350481127258,0.04546828149972023,samples,0.8833333333333333,0.24945139053250903,0.43659533300160547,
tsnh4,2,pmc_pair,available,1,pmc_posterior,3-20,300,0.08778337955516587,0.062133184636968736,0.05518843031837098,samples,0.9133333333333333,0.4158429897540429,0.43659533300160547,
tsnh4,2,pmc_pair,available,1,pmc_posterior,>20,463,0.4741279776476355,0.3427139422429511,0.24645496289904784,samples,0.8272138228941684,1.1408461138392534,0.43659533300160547,
tsnh4,2,pmc_pair,available,1,pmc_posterior,all,883,0.34902710004982784,0.20855960501351042,0.15415783770978128,samples,0.8640996602491506,0.7733848408807341,0.43659533300160547,
tsnh4,2,pmc_pair,available,2,pmc_posterior,1-2,120,0.09876815352012605,0.05678826357626215,0.045357904306208514,samples,0.8666666666666667,0.24434588248995812,0.42838516700066975,
tsnh4,2,pmc_pair,available,2,pmc_posterior,3-20,300,0.08788088789958486,0.062236134424049766,0.0552716801578075,samples,0.9,0.411437482392478,0.42838516700066975,
tsnh4,2,pmc_pair,available,2,pmc_posterior,>20,463,0.4734009430286575,0.3424089559154669,0.2469936028111151,samples,0.8272138228941684,1.1430319060037437,0.42838516700066975,
tsnh4,2,pmc_pair,available,2,pmc_posterior,all,883,0.3485120394828577,0.20840405271260196,0.15445355681272202,samples,0.8573046432616082,0.7723403432573858,0.42838516700066975,
