series,K,model,strategy,start,method,gap_class,n,rmse,mae,crps,crps_kind,cov90,width90,impute_s,ar1_params
tsnh4,3,hmc_in,impute,0,pmc_posterior,1-2,120,0.3556028229602414,0.28883422805971753,0.19072951550506723,samples,0.975,1.1767662351778971,0.13735100000121747,
tsnh4,3,hmc_in,impute,0,pmc_posterior,3-20,300,0.3842867552121062,0.2890786858506594,0.20136828086369238,samples,0.9266666666666666,1.2833057072111214,0.13735100000121747,
tsnh4,3,hmc_in,impute,0,pmc_posterior,>20,463,0.5022864869042899,0.38487083653964577,0.2759912464653789,samples,0.9719222462203023,1.9515345286213752,0.13735100000121747,
tsnh4,3,hmc_in,impute,0,pmc_posterior,all,883,0.44681883149814855,0.3392739642584597,0.23905093231391417,samples,0.956964892412231,1.619211944661813,0.13735100000121747,
tsnh4,3,hmc_in,impute,1,pmc_posterior,1-2,120,0.35558558142083724,0.2884791469439178,0.1916357771410145,samples,0.9666666666666667,1.1779271900536274,0.13577608299965505,
tsnh4,3,hmc_in,impute,1,pmc_posterior,3-20,300,0.3897601548235873,0.2919362944494306,0.20617823760145376,samples,0.9233333333333333,1.2860230894121203,0.13577608299965505,
tsnh4,3,hmc_in,impute,1,pmc_posterior,>20,463,0.5102797591813258,0.38829290748973116,0.2793854311590945,samples,0.9740820734341252,1.9466311932962652,0.13577608299965505,
tsnh4,3,hmc_in,impute,1,pmc_posterior,all,883,0.45313214915504574,0.3419909423962002,0.24258801717329398,samples,0.9558323895809739,1.6177218936877034,0.13577608299965505,
tsnh4,3,hmc_in,impute,2,pmc_posterior,1-2,120,0.3557469309670374,0.28889517982316126,0.188202051198223,samples,0.975,1.1780126022269433,0.13721320799959358,
tsnh4,3,hmc_in,impute,2,pmc_posterior,3-20,300,0.385662021039547,0.28982984202419765,0.2039951460157151,samples,0.9233333333333333,1.2861061504316817,0.13721320799959358,
tsnh4,3,hmc_in,impute,2,pmc_posterior,>20,463,0.5050055141351613,0.3861494524947477,0.2762361791156624,samples,0.9740820734341252,1.9510232192176569,0.13721320799959358,
tsnh4,3,hmc_in,impute,2,pmc_posterior,all,883,0.4488394716881422,0.34020789432741433,0.23972835886642468,samples,0.956964892412231,1.6200646748522227,0.13721320799959358,
tsnh4,3,hmc_in,sem,0,pmc_posterior,1-2,120,0.3555814608403985,0.2874163824996503,0.19202834916945336,samples,0.9583333333333334,1.1682450659716863,0.13507291700079804,
tsnh4,3,hmc_in,sem,0,pmc_posterior,3-20,300,0.396955734523221,0.29426241974329165,0.20891310328765753,samples,0.9233333333333333,1.281425917659717,0.13507291700079804,
tsnh4,3,hmc_in,sem,0,pmc_posterior,>20,463,0.5541510998681528,0.4081147979834469,0.2997752960492853,samples,0.9740820734341252,1.9497829870496062,0.13507291700079804,
tsnh4,3,hmc_in,sem,0,pmc_posterior,all,883,0.4813913994817248,0.3530304001011115,0.25426194219416853,samples,0.9546998867497168,1.6164968360345247,0.13507291700079804,
tsnh4,3,hmc_in,sem,1,pmc_posterior,1-2,120,0.37405413155949585,0.28760897847860734,0.19492731633535007,samples,0.95,1.2267577879853981,0.13860645900058444,
tsnh4,3,hmc_in,sem,1,pmc_posterior,3-20,300,0.4626992926144905,0.3254971346141396,0.23406475432613735,samples,0.9266666666666666,1.2919209635141007,0.13860645900058444,
tsnh4,3,hmc_in,sem,1,pmc_posterior,>20,463,0.6207573588691964,0.4568554529456343,0.3291418010089299,samples,0.9481641468682506,1.9183926770134716,0.13860645900058444,
tsnh4,3,hmc_in,sem,1,pmc_posterior,all,883,0.542037440528661,0.38922569933805595,0.278599499575558,samples,0.9411098527746319,1.611554963838862,0.13860645900058444,
tsnh4,3,hmc_in,sem,2,pmc_posterior,1-2,120,0.373471544374552,0.29108860315276724,0.19455576771797453,samples,0.9666666666666667,1.2417381413379815,0.137508624997281,
tsnh4,3,hmc_in,sem,2,pmc_posterior,3-20,300,0.45140209091217026,0.3224229492676796,0.2297826438772529,samples,0.9266666666666666,1.3067871765439658,0.137508624997281,
tsnh4,3,hmc_in,sem,2,pmc_posterior,>20,463,0.5935022812963553,0.4325045237856479,0.3173119386641612,samples,0.9654427645788337,1.9496225996271102,0.137508624997281,
tsnh4,3,hmc_in,sem,2,pmc_posterior,all,883,0.5223826946499762,0.3758857436822094,0.27089118107682836,samples,0.9524348810872028,1.6350169802390706,0.137508624997281,
tsnh4,3,pmc_pair,available,0,pmc_posterior,1-2,120,0.09121659622966269,0.05554957068734067,0.04302906919854852,samples,0.9083333333333333,0.23949947433762636,0.591458375001821,
tsnh4,3,pmc_pair,available,0,pmc_posterior,3-20,300,0.08754374557271925,0.06240912158382334,0.05057355415809059,samples,0.9166666666666666,0.34842679029465246,0.591458375001821,
tsnh4,3,pmc_pair,available,0,pmc_posterior,>20,463,0.3753077327537232,0.2929400481953404,0.2016042774479072,samples,0.8920086393088553,1.375690088416475,0.591458375001821,
tsnh4,3,pmc_pair,available,0,pmc_posterior,all,883,0.27855375434065316,0.18235552352442866,0.1287410362510012,samples,0.9026047565118913,0.8722678198705991,0.591458375001821,
tsnh4,3,pmc_pair,available,1,pmc_posterior,1-2,120,0.08557908552134243,0.05379323164226828,0.041417911386181304,samples,0.8916666666666667,0.23157398557379835,0.601750041001651,
tsnh4,3,pmc_pair,available,1,pmc_posterior,3-20,300,0.08747924247759306,0.062333430271178804,0.050387990043131894,samples,0.9466666666666667,0.37844627010721044,0.601750041001651,
tsnh4,3,pmc_pair,available,1,pmc_posterior,>20,463,0.3560917671084868,0.2784740348641229,0.19348714424905394,samples,0.896328293736501,1.1695791323230742,0.601750041001651,
tsnh4,3,pmc_pair,available,1,pmc_posterior,all,883,0.26473273862735963,0.1745058833754414,0.12420282465072856,samples,0.912797281993205,0.7733158522838076,0.601750041001651,
tsnh4,3,pmc_pair,available,2,pmc_posterior,1-2,120,0.09669680034531886,0.056652619946181475,0.04436432087853094,samples,0.8416666666666667,0.21560775721863182,0.5813150829999358,
tsnh4,3,pmc_pair,available,2,pmc_posterior,3-20,300,0.08705647539892954,0.06139656299429885,0.052932475974550135,samples,0.3933333333333333,0.16005108899872258,0.5813150829999358,
tsnh4,3,pmc_pair,available,2,pmc_posterior,>20,463,0.40211146436741013,0.3071636722288091,0.20869779985051337,samples,0.047516198704103674,0.04573347357063577,0.5813150829999358,
tsnh4,3,pmc_pair,available,2,pmc_posterior,all,883,0.29770703960393313,0.18961955100087205,0.13344342313542068,samples,0.2729331823329558,0.10765895337379042,0.5813150829999358,
tsnh4,3,pmc_pair,impute,0,pmc_posterior,1-2,120,0.08426413485686306,0.054020143426690245,0.04304976473910904,samples,0.9083333333333333,0.22837036929783416,0.5714056659999187,
tsnh4,3,pmc_pair,impute,0,pmc_posterior,3-20,300,0.08710770962326463,0.062342835735869524,0.05072368320467846,samples,0.94,0.35404769107684103,0.5714056659999187,
tsnh4,3,pmc_pair,impute,0,pmc_posterior,>20,463,0.4418159091886318,0.33322544459655074,0.23227538371372908,samples,0.8941684665226782,1.1672004463110266,0.5714056659999187,
tsnh4,3,pmc_pair,impute,0,pmc_posterior,all,883,0.32541737299272167,0.20324875286542093,0.14487721335170237,samples,0.9116647791619479,0.763343780612455,0.5714056659999187,
tsnh4,3,pmc_pair,impute,1,pmc_posterior,1-2,120,0.09390655112639579,0.056502412567841935,0.046825797269120055,samples,0.9,0.22072065416071757,0.5397537919998285,
tsnh4,3,pmc_pair,impute,1,pmc_posterior,3-20,300,0.08852948095400748,0.06445186358406864,0.05079606290176029,samples,0.9366666666666666,0.3475003628589025,0.5397537919998285,
tsnh4,3,pmc_pair,impute,1,pmc_posterior,>20,463,0.33088046061117343,0.26375519274757825,0.18551594037427702,samples,0.9244060475161987,1.226814581987153,0.5397537919998285,
tsnh4,3,pmc_pair,impute,1,pmc_posterior,all,883,0.24752355234593315,0.1678759941398532,0.12089671000692272,samples,0.9252548131370328,0.7913383225560687,0.5397537919998285,
tsnh4,3,pmc_pair,impute,2,pmc_posterior,1-2,120,0.08335686806188239,0.052958966545021,0.04246038703351729,samples,0.9,0.236670018033981,0.5761803330024122,
tsnh4,3,pmc_pair,impute,2,pmc_posterior,3-20,300,0.0865579366474371,0.06122884000475091,0.05280691157361846,samples,0.41,0.1619442174937526,0.5761803330024122,
tsnh4,3,pmc_pair,impute,2,pmc_posterior,>20,463,0.3743212997370222,0.2935430943397484,0.19517029821346843,samples,0.04967602591792657,0.04307127039526114,0.5761803330024122,
tsnh4,3,pmc_pair,impute,2,pmc_posterior,all,883,0.2774160757274937,0.18191866440105472,0.12604888786969817,samples,0.2876557191392978,0.10976859071937646,0.5761803330024122,
tsnh4,3,pmc_pair,sem,0,pmc_posterior,1-2,120,0.0824359658016276,0.05223937016511264,0.041727133051582,samples,0.9083333333333333,0.23990688367078944,0.5916967920020397,
tsnh4,3,pmc_pair,sem,0,pmc_posterior,3-20,300,0.08876987504142958,0.0637384779203108,0.05476786211429679,samples,0.9266666666666666,0.4121500682111675,0.5916967920020397,
tsnh4,3,pmc_pair,sem,0,pmc_posterior,>20,463,0.4947515431723876,0.3501883538775677,0.25622498376545544,samples,0.8768898488120951,1.2972084563176183,0.5916967920020397,
tsnh4,3,pmc_pair,sem,0,pmc_posterior,all,883,0.3632498153812035,0.21237539710217507,0.15862942478356143,samples,0.8980747451868629,0.8528214742682925,0.5916967920020397,
tsnh4,3,pmc_pair,sem,1,pmc_posterior,1-2,120,0.09569160065135583,0.05676293815367708,0.04372001318811193,samples,0.8916666666666667,0.23353141141383796,0.5742664160025015,
tsnh4,3,pmc_pair,sem,1,pmc_posterior,3-20,300,0.08918820044823311,0.06356423806994857,0.050990462819928146,samples,0.9133333333333333,0.3446343939256269,0.5742664160025015,
tsnh4,3,pmc_pair,sem,1,pmc_posterior,>20,463,0.3323616574203663,0.2633542759447176,0.18274803860303404,samples,0.8898488120950324,1.1973870022208637,0.5742664160025015,
tsnh4,3,pmc_pair,sem,1,pmc_posterior,all,883,0.24873438202735026,0.16739960788429226,0.11908933443007545,samples,0.8980747451868629,0.7766752769825691,0.5742664160025015,
tsnh4,3,pmc_pair,sem,2,pmc_posterior,1-2,120,0.08222558095768853,0.052169705028756105,0.0425479740733136,samples,0.9,0.23201234985310712,0.5260934580001049,
tsnh4,3,pmc_pair,sem,2,pmc_posterior,3-20,300,0.09393906801752723,0.06481603473056602,0.055990934817571086,samples,0.91,0.4587899839168635,0.5260934580001049,
tsnh4,3,pmc_pair,sem,2,pmc_posterior,>20,463,0.41749853779283197,0.31288865942161453,0.21278283174235363,samples,0.8984881209503239,1.2346177577250748,0.5260934580001049,
tsnh4,3,pmc_pair,sem,2,pmc_posterior,all,883,0.3087290252554198,0.1931739799941428,0.13637767659204833,samples,0.9026047565118913,0.8347751970375329,0.5260934580001049,
tsnh4,3,pmc_state,available,0,pmc_posterior,1-2,120,0.1006976805382195,0.057011261540661065,0.04431558332538333,samples,0.8833333333333333,0.22843875647249423,0.5547867499990389,
tsnh4,3,pmc_state,available,0,pmc_posterior,3-20,300,0.08753751384030549,0.06243247007339981,0.049187280057209966,samples,0.9433333333333334,0.3577843208264153,0.5547867499990389,
tsnh4,3,pmc_state,available,0,pmc_posterior,>20,463,0.44044429610377056,0.3255668603055372,0.22500414425685006,samples,0.8984881209503239,1.403906290820246,0.5547867499990389,
tsnh4,3,pmc_state,available,0,pmc_posterior,all,883,0.3251161706182421,0.19966993060969762,0.14071457849052157,samples,0.9116647791619479,0.8887390256788197,0.5547867499990389,
tsnh4,3,pmc_state,available,1,pmc_posterior,1-2,120,0.100839866686699,0.057440260775574375,0.0444799006255997,samples,0.925,0.23437849320862297,0.5546339169995917,
tsnh4,3,pmc_state,available,1,pmc_posterior,3-20,300,0.08795248697302817,0.0627407614528498,0.05108393459915555,samples,0.9433333333333334,0.38377705803646744,0.5546339169995917,
tsnh4,3,pmc_state,available,1,pmc_posterior,>20,463,0.37012906497348963,0.28441052845850784,0.19762436179328913,samples,0.9244060475161987,1.3388709234732705,0.5546339169995917,
tsnh4,3,pmc_state,available,1,pmc_posterior,all,883,0.27539709081924146,0.17825270034565455,0.12702474288234594,samples,0.9309173272933182,0.8642760749310298,0.5546339169995917,
tsnh4,3,pmc_state,available,2,pmc_posterior,1-2,120,0.10409361095047437,0.05782016734780693,0.04532557458069694,samples,0.9166666666666666,0.24410294957221448,0.5775814999979048,
tsnh4,3,pmc_state,available,2,pmc_posterior,3-20,300,0.08625702418904872,0.06146692721351592,0.051797610181521764,samples,0.94,0.38579175534045695,0.5775814999979048,
tsnh4,3,pmc_state,available,2,pmc_posterior,>20,463,0.33441880455052186,0.2530231039282672,0.17564821066130162,samples,0.9136069114470843,1.3809428437964935,0.5775814999979048,
tsnh4,3,pmc_state,available,2,pmc_posterior,all,883,0.2502826909146181,0.16141358478434806,0.11585897343184917,samples,0.9229898074745186,0.888342488367587,0.5775814999979048,
tsnh4,3,pmc_state,impute,0,pmc_posterior,1-2,120,0.10177236694854717,0.05744610273844033,0.04480252029893007,samples,0.875,0.2287007777599118,0.556131125002139,
tsnh4,3,pmc_state,impute,0,pmc_posterior,3-20,300,0.08754940827419055,0.06226561626512808,0.050501702412863156,samples,0.9466666666666667,0.37345378424377895,0.556131125002139,
tsnh4,3,pmc_state,impute,0,pmc_posterior,>20,463,0.4021544790184372,0.30544886768378515,0.1996801524030827,samples,0.9308855291576674,1.3839796291071123,0.556131125002139,
tsnh4,3,pmc_state,impute,0,pmc_posterior,all,883,0.29801637827741373,0.1891234914447834,0.12794872448738148,samples,0.928652321630804,0.8836498265922039,0.556131125002139,
tsnh4,3,pmc_state,impute,1,pmc_posterior,1-2,120,0.109854183084715,0.05835727071376122,0.045362619956749166,samples,0.8916666666666667,0.2497612422067002,0.5295965830009663,
tsnh4,3,pmc_state,impute,1,pmc_posterior,3-20,300,0.09253120138891109,0.06490283947329628,0.052136986948041524,samples,0.91,0.3631226423690212,0.5295965830009663,
tsnh4,3,pmc_state,impute,1,pmc_posterior,>20,463,0.43528442052031935,0.3076219207400648,0.23423257753408724,samples,0.9222462203023758,1.4931337041334292,0.5295965830009663,
tsnh4,3,pmc_state,impute,1,pmc_posterior,all,883,0.32233319114476044,0.19128275609319387,0.14669795456116053,samples,0.9139297848244621,0.940236746080734,0.5295965830009663,
tsnh4,3,pmc_state,impute,2,pmc_posterior,1-2,120,0.09741228774975536,0.05940951375260607,0.04421257988924771,samples,0.9083333333333333,0.41585778801856493,0.5218892080010846,
tsnh4,3,pmc_state,impute,2,pmc_posterior,3-20,300,0.08888028027877788,0.0629606922333694,0.0557341218426529,samples,0.67,1.8002833366304518,0.5218892080010846,
tsnh4,3,pmc_state,impute,2,pmc_posterior,>20,463,0.4321948267100966,0.32234384033375746,0.21835486778783966,samples,0.15550755939524838,2.145251668025731,0.5218892080010846,
tsnh4,3,pmc_state,impute,2,pmc_posterior,all,883,0.31924577774713864,0.19848533113799915,0.13943833513621218,samples,0.43261608154020387,1.7930231685699622,0.5218892080010846,
tsnh4,3,pmc_state,sem,0,pmc_posterior,1-2,120,0.10292521214570317,0.05721048775730828,0.04364093980968003,samples,0.9166666666666666,0.23764966552482675,0.4945512919985049,
tsnh4,3,pmc_state,sem,0,pmc_posterior,3-20,300,0.08677320197876322,0.0618867578159517,0.05156830864568006,samples,0.9333333333333333,0.36546864501476295,0.4945512919985049,
tsnh4,3,pmc_state,sem,0,pmc_posterior,>20,463,0.6556822771559331,0.44258068493802666,0.29049299763354897,samples,0.9114470842332614,1.5721511672456236,0.4945512919985049,
tsnh4,3,pmc_state,sem,0,pmc_posterior,all,883,0.4789838250103104,0.2608676591188775,0.1757708530862953,samples,0.9195922989807475,0.9808205479072842,0.4945512919985049,
tsnh4,3,pmc_state,sem,1,pmc_posterior,1-2,120,0.08326534362253654,0.053015499858721456,0.0426063663485924,samples,0.8916666666666667,0.23508427252349548,0.5205833340005483,
tsnh4,3,pmc_state,sem,1,pmc_posterior,3-20,300,0.09783373080060855,0.06856864945069231,0.05408293552160584,samples,0.9033333333333333,0.35059470147217014,0.5205833340005483,
tsnh4,3,pmc_state,sem,1,pmc_posterior,>20,463,0.5499537555265285,0.37828969493132697,0.28604374460676885,samples,0.7235421166306696,1.2285500696392022,0.5205833340005483,
tsnh4,3,pmc_state,sem,1,pmc_posterior,all,883,0.40346370451235514,0.22885683303675955,0.1741516402845377,samples,0.8074745186862967,0.7952516482303752,0.5205833340005483,
tsnh4,3,pmc_state,sem,2,pmc_posterior,1-2,120,0.10094469317100649,0.056945156257904236,0.044204328467856394,samples,0.9166666666666666,0.2544108470226191,0.5465973329992266,
tsnh4,3,pmc_state,sem,2,pmc_posterior,3-20,300,0.08720363284363819,0.06198189765312046,0.05413659368886582,samples,0.9533333333333334,0.4471547020030932,0.5465973329992266,
tsnh4,3,pmc_state,sem,2,pmc_posterior,>20,463,0.4325812179261479,0.32400203433520786,0.22032677799182826,samples,0.9136069114470843,1.3007539207437333,0.5465973329992266,
tsnh4,3,pmc_state,sem,2,pmc_posterior,all,883,0.31951211388429246,0.198687349880052,0.13992842098869648,samples,0.927519818799547,0.8685444819343043,0.5465973329992266,
tsnh4,3,pmc_state_gice,available,0,pmc_posterior,1-2,120,0.1053399984443307,0.057602810916537656,0.044846936266723,samples,0.9083333333333333,0.22778105520553465,0.6000371659974917,
tsnh4,3,pmc_state_gice,available,0,pmc_posterior,3-20,300,0.08745528686495867,0.062476070553572925,0.051547221024732505,samples,0.9266666666666666,0.39790155180096887,0.6000371659974917,
tsnh4,3,pmc_state_gice,available,0,pmc_posterior,>20,463,0.41449423553967457,0.3078380322810013,0.2171424719927904,samples,0.9524838012958964,1.7153633357411304,0.6000371659974917,
tsnh4,3,pmc_state_gice,available,0,pmc_posterior,all,883,0.3069080878838638,0.19046904577821064,0.13746632298084765,samples,0.9377123442808607,1.0655916382934296,0.6000371659974917,
tsnh4,3,pmc_state_gice,available,1,pmc_posterior,1-2,120,0.1366701867601423,0.061506032522244736,0.04885814687629964,samples,0.8916666666666667,0.24520048294089064,0.565117582998937,
tsnh4,3,pmc_state_gice,available,1,pmc_posterior,3-20,300,0.09093593932650992,0.06336940076545398,0.055916642515517645,samples,0.9066666666666666,0.4375282827194229,0.565117582998937,
tsnh4,3,pmc_state_gice,available,1,pmc_posterior,>20,463,0.4707023253789918,0.3364846619587033,0.24060075218648622,samples,0.8639308855291576,1.2390940221747881,0.565117582998937,
tsnh4,3,pmc_state_gice,available,1,pmc_posterior,all,883,0.34860155298653633,0.20632383082580427,0.15179628385294944,samples,0.8822197055492639,0.8316909117051648,0.565117582998937,
tsnh4,3,pmc_state_gice,available,2,pmc_posterior,1-2,120,0.09857251888032889,0.056927337862293176,0.044223463420065764,samples,0.9166666666666666,0.24890801081318756,0.5427681669971207,
tsnh4,3,pmc_state_gice,available,2,pmc_posterior,3-20,300,0.0873983753609695,0.06138057661072414,0.05335200555308457,samples,0.95,0.4279200519439358,0.5427681669971207,
tsnh4,3,pmc_state_gice,available,2,pmc_posterior,>20,463,0.5174361347467297,0.3850104866080204,0.28537782616964047,samples,0.8142548596112311,1.205251728909936,0.5427681669971207,
tsnh4,3,pmc_state_gice,available,2,pmc_posterior,all,883,0.37987483614299017,0.23047033842152426,0.17377389670767474,samples,0.8742921857304643,0.811185195205055,0.5427681669971207,
tsnh4,3,pmc_state_gice,impute,0,pmc_posterior,1-2,120,0.11548076560186774,0.05939353912550548,0.04558031870780401,samples,0.9166666666666666,0.24923512501807454,0.5328466669998306,
tsnh4,3,pmc_state_gice,impute,0,pmc_posterior,3-20,300,0.09328929925842859,0.0665211274152426,0.05452522069887615,samples,0.94,0.4285537758522117,0.5328466669998306,
tsnh4,3,pmc_state_gice,impute,0,pmc_posterior,>20,463,0.538286188874244,0.3766215186238143,0.2753204388865017,samples,0.7840172786177105,1.1954300631540562,0.5328466669998306,
tsnh4,3,pmc_state_gice,impute,0,pmc_posterior,all,883,0.39585386681337853,0.22815325712622817,0.1690833155821626,samples,0.855039637599094,0.8062949796128658,0.5328466669998306,
tsnh4,3,pmc_state_gice,sem,0,pmc_posterior,1-2,120,0.10161985401980474,0.05693752739012579,0.04469985837389804,samples,0.9166666666666666,0.2546424607202538,0.540940667000541,
tsnh4,3,pmc_state_gice,sem,0,pmc_posterior,3-20,300,0.08713072792384514,0.061554835281994104,0.05467801339346932,samples,0.9466666666666667,0.4481744536729042,0.540940667000541,
tsnh4,3,pmc_state_gice,sem,0,pmc_posterior,>20,463,0.4120307134578563,0.31315584481843795,0.21399830867006076,samples,0.9200863930885529,1.2700063305011737,0.540940667000541,
tsnh4,3,pmc_state_gice,sem,0,pmc_posterior,all,883,0.3049607042279124,0.1928540317353908,0.1368613861122839,samples,0.928652321630804,0.8527999574296093,0.540940667000541,
