run,seed,i,j,true_name,selected,hit,tau_hat,start
0,3000,0,0,Student,GH,0,0.2787,sweep:Student/Student
0,3000,0,1,CubSec,CubSec,1,0.1201,sweep:Student/Student
0,3000,1,0,CubSec,CubSec,1,0.1650,sweep:Student/Student
0,3000,1,1,Clayton,Clayton,1,0.1788,sweep:Student/Student
1,3001,0,0,Student,GH,0,0.2520,indep
1,3001,0,1,CubSec,CubSec,1,0.0373,indep
1,3001,1,0,CubSec,CubSec,1,0.0000,indep
1,3001,1,1,Clayton,Clayton,1,0.1895,indep
2,3002,0,0,Student,Clayton,0,0.1827,sweep:CubSec/Student
2,3002,0,1,CubSec,CubSec,1,0.1650,sweep:CubSec/Student
2,3002,1,0,CubSec,Clayton,0,0.0415,sweep:CubSec/Student
2,3002,1,1,Clayton,GH,0,0.1835,sweep:CubSec/Student
3,3003,0,0,Student,GH,0,0.2732,sweep:CubSec/Clayton
3,3003,0,1,CubSec,CubSec,1,0.0000,sweep:CubSec/Clayton
3,3003,1,0,CubSec,Clayton,0,0.0001,sweep:CubSec/Clayton
3,3003,1,1,Clayton,Clayton,1,0.1850,sweep:CubSec/Clayton
4,3004,0,0,Student,GH,0,0.2240,sweep:Student/Student
4,3004,0,1,CubSec,GH,0,0.1012,sweep:Student/Student
4,3004,1,0,CubSec,GH,0,0.1384,sweep:Student/Student
4,3004,1,1,Clayton,Clayton,1,0.1943,sweep:Student/Student
5,3005,0,0,Student,GH,0,0.2390,sweep:Student/GH
5,3005,0,1,CubSec,GH,0,0.0376,sweep:Student/GH
5,3005,1,0,CubSec,GH,0,0.1631,sweep:Student/GH
5,3005,1,1,Clayton,CubSec,0,0.1650,sweep:Student/GH
6,3006,0,0,Student,GH,0,0.2833,sweep:Student/Student
6,3006,0,1,CubSec,CubSec,1,0.0822,sweep:Student/Student
6,3006,1,0,CubSec,GH,0,0.0001,sweep:Student/Student
6,3006,1,1,Clayton,Clayton,1,0.1921,sweep:Student/Student
7,3007,0,0,Student,GH,0,0.2729,sweep:GH/GH
7,3007,0,1,CubSec,CubSec,1,0.0000,sweep:GH/GH
7,3007,1,0,CubSec,CubSec,1,0.0000,sweep:GH/GH
7,3007,1,1,Clayton,CubSec,0,0.1650,sweep:GH/GH
8,3008,0,0,Student,CubSec,0,0.1618,kmeans
8,3008,0,1,CubSec,CubSec,1,0.0000,kmeans
8,3008,1,0,CubSec,GH,0,0.1278,kmeans
8,3008,1,1,Clayton,GH,0,0.0773,kmeans
9,3009,0,0,Student,GH,0,0.2267,sweep:GH/CubSec
9,3009,0,1,CubSec,CubSec,1,0.0000,sweep:GH/CubSec
9,3009,1,0,CubSec,CubSec,1,0.0000,sweep:GH/CubSec
9,3009,1,1,Clayton,Clayton,1,0.1796,sweep:GH/CubSec
10,3010,0,0,Student,GH,0,0.2737,indep
10,3010,0,1,CubSec,CubSec,1,0.1297,indep
10,3010,1,0,CubSec,CubSec,1,0.1152,indep
10,3010,1,1,Clayton,GH,0,0.1314,indep
11,3011,0,0,Student,GH,0,0.2693,sweep:CubSec/GH
11,3011,0,1,CubSec,GH,0,0.1283,sweep:CubSec/GH
11,3011,1,0,CubSec,GH,0,0.1143,sweep:CubSec/GH
11,3011,1,1,Clayton,Clayton,1,0.2165,sweep:CubSec/GH
12,3012,0,0,Student,GH,0,0.2982,sweep:GH/Student
12,3012,0,1,CubSec,Clayton,0,0.0001,sweep:GH/Student
12,3012,1,0,CubSec,GH,0,0.0129,sweep:GH/Student
12,3012,1,1,Clayton,Clayton,1,0.1938,sweep:GH/Student
13,3013,0,0,Student,GH,0,0.2564,indep
13,3013,0,1,CubSec,GH,0,0.0001,indep
13,3013,1,0,CubSec,CubSec,1,0.0000,indep
13,3013,1,1,Clayton,CubSec,0,0.1598,indep
14,3014,0,0,Student,GH,0,0.2735,indep
14,3014,0,1,CubSec,GH,0,0.0001,indep
14,3014,1,0,CubSec,GH,0,0.0985,indep
14,3014,1,1,Clayton,Clayton,1,0.1766,indep
15,3015,0,0,Student,GH,0,0.3090,sweep:GH/Clayton
15,3015,0,1,CubSec,CubSec,1,0.0383,sweep:GH/Clayton
15,3015,1,0,CubSec,GH,0,0.0401,sweep:GH/Clayton
15,3015,1,1,Clayton,Clayton,1,0.1555,sweep:GH/Clayton
16,3016,0,0,Student,Clayton,0,0.1861,kmeans
16,3016,0,1,CubSec,CubSec,1,0.1160,kmeans
16,3016,1,0,CubSec,CubSec,1,0.0426,kmeans
16,3016,1,1,Clayton,Clayton,1,0.1997,kmeans
17,3017,0,0,Student,GH,0,0.2789,sweep:Student/Clayton
17,3017,0,1,CubSec,CubSec,1,0.0000,sweep:Student/Clayton
17,3017,1,0,CubSec,CubSec,1,0.0000,sweep:Student/Clayton
17,3017,1,1,Clayton,Clayton,1,0.2007,sweep:Student/Clayton
18,3018,0,0,Student,GH,0,0.3009,sweep:Student/Student
18,3018,0,1,CubSec,CubSec,1,0.0357,sweep:Student/Student
18,3018,1,0,CubSec,CubSec,1,0.0000,sweep:Student/Student
18,3018,1,1,Clayton,Clayton,1,0.1597,sweep:Student/Student
19,3019,0,0,Student,GH,0,0.3197,sweep:Student/Student
19,3019,0,1,CubSec,CubSec,1,0.0000,sweep:Student/Student
19,3019,1,0,CubSec,GH,0,0.0001,sweep:Student/Student
19,3019,1,1,Clayton,Clayton,1,0.1884,sweep:Student/Student
20,3020,0,0,Student,GH,0,0.2392,sweep:CubSec/GH
20,3020,0,1,CubSec,CubSec,1,0.1223,sweep:CubSec/GH
20,3020,1,0,CubSec,CubSec,1,0.0023,sweep:CubSec/GH
20,3020,1,1,Clayton,Clayton,1,0.1749,sweep:CubSec/GH
21,3021,0,0,Student,GH,0,0.2567,sweep:GH/Student
21,3021,0,1,CubSec,Clayton,0,0.0001,sweep:GH/Student
21,3021,1,0,CubSec,CubSec,1,0.0236,sweep:GH/Student
21,3021,1,1,Clayton,GH,0,0.1034,sweep:GH/Student
22,3022,0,0,Student,GH,0,0.2599,sweep:CubSec/GH
22,3022,0,1,CubSec,CubSec,1,0.0210,sweep:CubSec/GH
22,3022,1,0,CubSec,Clayton,0,0.0718,sweep:CubSec/GH
22,3022,1,1,Clayton,Clayton,1,0.2027,sweep:CubSec/GH
23,3023,0,0,Student,GH,0,0.2717,sweep:CubSec/GH
23,3023,0,1,CubSec,CubSec,1,0.0101,sweep:CubSec/GH
23,3023,1,0,CubSec,CubSec,1,0.0021,sweep:CubSec/GH
23,3023,1,1,Clayton,Clayton,1,0.2023,sweep:CubSec/GH
24,3024,0,0,Student,GH,0,0.2482,sweep:CubSec/Student
24,3024,0,1,CubSec,CubSec,1,0.0923,sweep:CubSec/Student
24,3024,1,0,CubSec,GH,0,0.1001,sweep:CubSec/Student
24,3024,1,1,Clayton,Clayton,1,0.1740,sweep:CubSec/Student
25,3025,0,0,Student,GH,0,0.3149,sweep:GH/Clayton
25,3025,0,1,CubSec,CubSec,1,0.0000,sweep:GH/Clayton
25,3025,1,0,CubSec,CubSec,1,0.0000,sweep:GH/Clayton
25,3025,1,1,Clayton,GH,0,0.0637,sweep:GH/Clayton
26,3026,0,0,Student,GH,0,0.2774,sweep:Student/Clayton
26,3026,0,1,CubSec,GH,0,0.0495,sweep:Student/Clayton
26,3026,1,0,CubSec,CubSec,1,0.0000,sweep:Student/Clayton
26,3026,1,1,Clayton,Clayton,1,0.2145,sweep:Student/Clayton
27,3027,0,0,Student,GH,0,0.2285,sweep:Clayton/Student
27,3027,0,1,CubSec,Clayton,0,0.0001,sweep:Clayton/Student
27,3027,1,0,CubSec,GH,0,0.1118,sweep:Clayton/Student
27,3027,1,1,Clayton,Clayton,1,0.1833,sweep:Clayton/Student
28,3028,0,0,Student,GH,0,0.2898,sweep:CubSec/GH
28,3028,0,1,CubSec,CubSec,1,0.0000,sweep:CubSec/GH
28,3028,1,0,CubSec,CubSec,1,0.1650,sweep:CubSec/GH
28,3028,1,1,Clayton,Clayton,1,0.2250,sweep:CubSec/GH
29,3029,0,0,Student,CubSec,0,0.1627,sweep:CubSec/CubSec
29,3029,0,1,CubSec,CubSec,1,0.0555,sweep:CubSec/CubSec
29,3029,1,0,CubSec,GH,0,0.0996,sweep:CubSec/CubSec
29,3029,1,1,Clayton,CubSec,0,0.1522,sweep:CubSec/CubSec
