run,seed,i,j,true_name,selected,hit,tau_hat,start
22,3022,1,0,CubSec,Clayton,0,0.1786,sweep:CubSec/Student
22,3022,1,1,Clayton,Clayton,1,0.2077,sweep:CubSec/Student
23,3023,0,0,Student,Student,1,0.2380,sweep:CubSec/Clayton
23,3023,0,1,CubSec,Clayton,0,0.1738,sweep:CubSec/Clayton
23,3023,1,0,CubSec,CubSec,1,0.1445,sweep:CubSec/Clayton
23,3023,1,1,Clayton,Clayton,1,0.2080,sweep:CubSec/Clayton
24,3024,0,0,Student,Student,1,0.2346,sweep:CubSec/Student
24,3024,0,1,CubSec,CubSec,1,0.1625,sweep:CubSec/Student
24,3024,1,0,CubSec,Student,0,0.2218,sweep:CubSec/Student
24,3024,1,1,Clayton,Clayton,1,0.1814,sweep:CubSec/Student
25,3025,0,0,Student,Student,1,0.2823,sweep:Student/CubSec
25,3025,0,1,CubSec,CubSec,1,0.0000,sweep:Student/CubSec
25,3025,1,0,CubSec,Student,0,0.0069,sweep:Student/CubSec
25,3025,1,1,Clayton,Clayton,1,0.1793,sweep:Student/CubSec
26,3026,0,0,Student,Student,1,0.2455,indep
26,3026,0,1,CubSec,GH,0,0.1878,indep
26,3026,1,0,CubSec,CubSec,1,0.0054,indep
26,3026,1,1,Clayton,Clayton,1,0.2091,indep
27,3027,0,0,Student,Student,1,0.2088,sweep:Student/CubSec
27,3027,0,1,CubSec,CubSec,1,0.0158,sweep:Student/CubSec
27,3027,1,0,CubSec,Student,0,0.2362,sweep:Student/CubSec
27,3027,1,1,Clayton,Clayton,1,0.1825,sweep:Student/CubSec
28,3028,0,0,Student,Student,1,0.2635,sweep:CubSec/Clayton
28,3028,0,1,CubSec,CubSec,1,0.0667,sweep:CubSec/Clayton
28,3028,1,0,CubSec,Student,0,0.2654,sweep:CubSec/Clayton
28,3028,1,1,Clayton,Clayton,1,0.2278,sweep:CubSec/Clayton
29,3029,0,0,Student,Student,1,0.2332,indep
29,3029,0,1,CubSec,CubSec,1,0.1650,indep
29,3029,1,0,CubSec,CubSec,1,0.1641,indep
29,3029,1,1,Clayton,Clayton,1,0.1948,indep
