run,seed,i,j,true_name,selected,hit,tau_hat,start
20,3020,1,0,GH,GH,1,0.4288,sweep:Gauss/Gauss
20,3020,1,1,Clayton,Clayton,1,0.7070,sweep:Gauss/Gauss
21,3021,0,0,Gauss,Gauss,1,0.6976,sweep:Clayton/Clayton
21,3021,0,1,GH,GH,1,0.4846,sweep:Clayton/Clayton
21,3021,1,0,GH,GH,1,0.3759,sweep:Clayton/Clayton
21,3021,1,1,Clayton,Clayton,1,0.7198,sweep:Clayton/Clayton
22,3022,0,0,Gauss,Gauss,1,0.6921,sweep:Clayton/Clayton
22,3022,0,1,GH,Gauss,0,0.4119,sweep:Clayton/Clayton
22,3022,1,0,GH,GH,1,0.4781,sweep:Clayton/Clayton
22,3022,1,1,Clayton,Clayton,1,0.7076,sweep:Clayton/Clayton
23,3023,0,0,Gauss,Gauss,1,0.7015,sweep:Clayton/Clayton
23,3023,0,1,GH,GH,1,0.3566,sweep:Clayton/Clayton
23,3023,1,0,GH,Gauss,0,0.5819,sweep:Clayton/Clayton
23,3023,1,1,Clayton,Clayton,1,0.6816,sweep:Clayton/Clayton
24,3024,0,0,Gauss,Gauss,1,0.7072,sweep:Clayton/Clayton
24,3024,0,1,GH,GH,1,0.3252,sweep:Clayton/Clayton
24,3024,1,0,GH,GH,1,0.4438,sweep:Clayton/Clayton
24,3024,1,1,Clayton,Clayton,1,0.6922,sweep:Clayton/Clayton
25,3025,0,0,Gauss,Gauss,1,0.6961,sweep:Gauss/Gauss
25,3025,0,1,GH,GH,1,0.2676,sweep:Gauss/Gauss
25,3025,1,0,GH,GH,1,0.4112,sweep:Gauss/Gauss
25,3025,1,1,Clayton,Clayton,1,0.6850,sweep:Gauss/Gauss
26,3026,0,0,Gauss,Gauss,1,0.7055,sweep:Clayton/Clayton
26,3026,0,1,GH,GH,1,0.3936,sweep:Clayton/Clayton
26,3026,1,0,GH,GH,1,0.4308,sweep:Clayton/Clayton
26,3026,1,1,Clayton,Clayton,1,0.7067,sweep:Clayton/Clayton
27,3027,0,0,Gauss,Gauss,1,0.6936,sweep:Gauss/Clayton
27,3027,0,1,GH,GH,1,0.4066,sweep:Gauss/Clayton
27,3027,1,0,GH,GH,1,0.4072,sweep:Gauss/Clayton
27,3027,1,1,Clayton,Clayton,1,0.6925,sweep:Gauss/Clayton
28,3028,0,0,Gauss,Gauss,1,0.7008,sweep:Gauss/Clayton
28,3028,0,1,GH,GH,1,0.4793,sweep:Gauss/Clayton
28,3028,1,0,GH,GH,1,0.3621,sweep:Gauss/Clayton
28,3028,1,1,Clayton,Clayton,1,0.6917,sweep:Gauss/Clayton
29,3029,0,0,Gauss,Gauss,1,0.7008,sweep:Clayton/Clayton
29,3029,0,1,GH,GH,1,0.4634,sweep:Clayton/Clayton
29,3029,1,0,GH,GH,1,0.4019,sweep:Clayton/Clayton
29,3029,1,1,Clayton,Clayton,1,0.6854,sweep:Clayton/Clayton
