i,j,true_name,true_tau,hits/runs,mean_tau
0,0,Student,0.250,0/30,0.257
0,1,CubSec,0.100,21/30,0.045
1,0,CubSec,0.100,15/30,0.055
1,1,Clayton,0.200,21/30,0.173

sup_err_mean (%),10.19
sup_err_std (%),1.08
unsup_err_mean (%),10.54
unsup_err_std (%),1.08
