run,seed,i,j,true_name,selected,hit,tau_hat,start
23,3023,0,0,Student,Student,1,0.2407,indep
23,3023,0,1,CubSec,Clayton,0,0.1166,indep
23,3023,1,0,CubSec,CubSec,1,0.1425,indep
23,3023,1,1,Clayton,Clayton,1,0.2029,indep
24,3024,0,0,Student,Student,1,0.2346,sweep:CubSec/Student
24,3024,0,1,CubSec,CubSec,1,0.1625,sweep:CubSec/Student
24,3024,1,0,CubSec,Student,0,0.2218,sweep:CubSec/Student
24,3024,1,1,Clayton,Clayton,1,0.1814,sweep:CubSec/Student
25,3025,0,0,Student,Student,1,0.2840,sweep:GH/CubSec
25,3025,0,1,CubSec,CubSec,1,0.0000,sweep:GH/CubSec
25,3025,1,0,CubSec,Student,0,-0.0046,sweep:GH/CubSec
25,3025,1,1,Clayton,Clayton,1,0.1819,sweep:GH/CubSec
26,3026,0,0,Student,Student,1,0.2461,indep
26,3026,0,1,CubSec,GH,0,0.1901,indep
26,3026,1,0,CubSec,CubSec,1,0.0061,indep
26,3026,1,1,Clayton,Clayton,1,0.2112,indep
27,3027,0,0,Student,Student,1,0.2088,sweep:Student/CubSec
27,3027,0,1,CubSec,CubSec,1,0.0163,sweep:Student/CubSec
27,3027,1,0,CubSec,Student,0,0.2361,sweep:Student/CubSec
27,3027,1,1,Clayton,Clayton,1,0.1824,sweep:Student/CubSec
28,3028,0,0,Student,Student,1,0.2639,sweep:CubSec/Clayton
28,3028,0,1,CubSec,GH,0,0.0356,sweep:CubSec/Clayton
28,3028,1,0,CubSec,Student,0,0.2628,sweep:CubSec/Clayton
28,3028,1,1,Clayton,Clayton,1,0.2267,sweep:CubSec/Clayton
29,3029,0,0,Student,Student,1,0.2324,kmeans
29,3029,0,1,CubSec,CubSec,1,0.1650,kmeans
29,3029,1,0,CubSec,CubSec,1,0.1650,kmeans
29,3029,1,1,Clayton,Clayton,1,0.1975,kmeans
