run,seed,i,j,true_name,selected,hit,tau_hat,start
0,3000,0,0,Gauss,Gauss,1,0.6854,sweep:Gauss/Clayton
0,3000,0,1,GH,Gauss,0,0.3988,sweep:Gauss/Clayton
0,3000,1,0,GH,Gauss,0,0.4166,sweep:Gauss/Clayton
0,3000,1,1,Clayton,Clayton,1,0.7083,sweep:Gauss/Clayton
1,3001,0,0,Gauss,Gauss,1,0.6880,sweep:Gauss/Clayton
1,3001,0,1,GH,Gauss,0,0.4105,sweep:Gauss/Clayton
1,3001,1,0,GH,GH,1,0.4114,sweep:Gauss/Clayton
1,3001,1,1,Clayton,Clayton,1,0.6951,sweep:Gauss/Clayton
2,3002,0,0,Gauss,Gauss,1,0.7005,sweep:Gauss/Clayton
2,3002,0,1,GH,GH,1,0.3188,sweep:Gauss/Clayton
2,3002,1,0,GH,Gauss,0,0.3960,sweep:Gauss/Clayton
2,3002,1,1,Clayton,Clayton,1,0.6894,sweep:Gauss/Clayton
3,3003,0,0,Gauss,Gauss,1,0.6714,sweep:Gauss/Clayton
3,3003,0,1,GH,GH,1,0.3145,sweep:Gauss/Clayton
3,3003,1,0,GH,GH,1,0.3887,sweep:Gauss/Clayton
3,3003,1,1,Clayton,Clayton,1,0.6960,sweep:Gauss/Clayton
4,3004,0,0,Gauss,Gauss,1,0.6709,sweep:Gauss/Clayton
4,3004,0,1,GH,Gauss,0,0.3883,sweep:Gauss/Clayton
4,3004,1,0,GH,Gauss,0,0.4084,sweep:Gauss/Clayton
4,3004,1,1,Clayton,Clayton,1,0.6809,sweep:Gauss/Clayton
5,3005,0,0,Gauss,Gauss,1,0.7014,sweep:Gauss/Clayton
5,3005,0,1,GH,Gauss,0,0.4423,sweep:Gauss/Clayton
5,3005,1,0,GH,GH,1,0.4020,sweep:Gauss/Clayton
5,3005,1,1,Clayton,Clayton,1,0.6985,sweep:Gauss/Clayton
6,3006,0,0,Gauss,Gauss,1,0.6796,sweep:Gauss/Clayton
6,3006,0,1,GH,GH,1,0.3269,sweep:Gauss/Clayton
6,3006,1,0,GH,GH,1,0.3673,sweep:Gauss/Clayton
6,3006,1,1,Clayton,Clayton,1,0.6720,sweep:Gauss/Clayton
7,3007,0,0,Gauss,Gauss,1,0.7069,sweep:Gauss/Clayton
7,3007,0,1,GH,GH,1,0.4616,sweep:Gauss/Clayton
7,3007,1,0,GH,Gauss,0,0.4104,sweep:Gauss/Clayton
