model,k,rate,rep,N,n_spikes,method,detect,false_rate,nbr_false,n_masked,err_clean,fits,converged,seconds,mu0,mu1,sd0,sd1,A00,A11,tau00,tau11,prescreen_detect,prescreen_false
hmc_in_gauss_k2,6,0.01,12,2000,20,fm_hampel,1.0,0.00101010101010101,0,22,0.054040404040404,2,True,0.16215199999896868,-1.0180312113643133,1.057010564865304,0.9818679887661615,1.0063971869378487,0.9066483602661312,0.9022829549483444,nan,nan,0.9,0.007070707070707071
hmc_in_gauss_k2,6,0.01,12,2000,20,fm_warm,1.0,0.000505050505050505,0,21,0.05353535353535355,2,True,0.22142150000036054,-1.0171653517705288,1.0551909792293435,0.9900898839429467,1.0089680545190685,0.9093313994259072,0.9048611827182446,nan,nan,,
hmc_in_gauss_k2,8,0.01,12,2000,20,true_seq,1.0,0.000505050505050505,0,21,0.05707070707070705,0,True,0.04768549999971583,,,,,,,,,,
hmc_in_gauss_k2,8,0.01,12,2000,20,true_nonseq,1.0,0.000505050505050505,0,21,nan,0,True,0.04644137499963108,,,,,,,,,,
hmc_in_gauss_k2,8,0.01,12,2000,20,true_raw,0.0,0.0,0,0,0.06262626262626259,0,True,0.0,,,,,,,,,,
hmc_in_gauss_k2,8,0.01,12,2000,20,clean,0.0,0.0,0,0,0.054545454545454564,1,True,0.03847154200047953,-1.018305634834718,1.05805865708215,0.9913125560218673,1.0097622805567321,0.9075938413652477,0.9028676954297785,nan,nan,,
hmc_in_gauss_k2,8,0.01,12,2000,20,raw,0.0,0.0,0,0,0.0888888888888889,1,True,0.06749362499976996,-0.9205962109030319,1.0437714675276373,1.0085921316439457,1.9636372016595947,0.9148314916748199,0.9227489709000832,nan,nan,,
hmc_in_gauss_k2,8,0.01,12,2000,20,oracle,1.0,0.0,0,20,0.05606060606060603,1,True,0.03861875000075088,-1.0210579977549155,1.0536000475455434,0.9922664164185718,1.0092388304760989,0.907689533678199,0.9026771074686403,nan,nan,,
hmc_in_gauss_k2,8,0.01,12,2000,20,fm,1.0,0.000505050505050505,0,21,0.05606060606060603,3,True,0.26923175000047195,-1.018338126566935,1.0538411410189195,0.986551053417085,1.00908739376651,0.9075499566094037,0.9025654461530896,nan,nan,,
hmc_in_gauss_k2,8,0.01,12,2000,20,fm_hampel,1.0,0.00101010101010101,0,22,0.05606060606060603,2,True,0.1641482499999256,-1.015737141007886,1.0535444830970535,0.9813462137265385,1.0093481516366791,0.907435559827847,0.9025449053972766,nan,nan,1.0,0.00808080808080808
hmc_in_gauss_k2,8,0.01,12,2000,20,fm_warm,1.0,0.000505050505050505,0,21,0.05606060606060603,3,True,0.3000110409993795,-1.012623060978294,1.0550781843821255,0.9905502053199442,1.009935871465489,0.9098989524575094,0.9043926733633073,nan,nan,,
hmc_in_gauss_k2,4,0.05,12,2000,100,true_seq,0.97,0.0005263157894736842,0,98,0.05894736842105264,0,True,0.04768641699956788,,,,,,,,,,
hmc_in_gauss_k2,4,0.05,12,2000,100,true_nonseq,0.97,0.0005263157894736842,0,98,nan,0,True,0.04647954200117965,,,,,,,,,,
hmc_in_gauss_k2,4,0.05,12,2000,100,true_raw,0.0,0.0,0,0,0.0742105263157895,0,True,0.0,,,,,,,,,,
hmc_in_gauss_k2,4,0.05,12,2000,100,clean,0.0,0.0,0,0,0.05526315789473679,1,True,0.037639750000380445,-1.018305634834718,1.05805865708215,0.9913125560218673,1.0097622805567321,0.9075938413652477,0.9028676954297785,nan,nan,,
hmc_in_gauss_k2,4,0.05,12,2000,100,raw,0.0,0.0,0,0,0.09210526315789469,1,True,0.05702229099915712,-0.9931843808690055,1.3295585686524205,0.9870018903381056,1.9245684224709363,0.8756273791564549,0.8978921397269103,nan,nan,,
hmc_in_gauss_k2,4,0.05,12,2000,100,oracle,1.0,0.0,0,100,0.05631578947368421,1,True,0.03889150000031805,-1.0251122912020671,1.0675911740963826,0.9998643063976979,1.0112153332412868,0.9078401363086799,0.902323526661663,nan,nan,,
hmc_in_gauss_k2,4,0.05,12,2000,100,fm,0.95,0.0005263157894736842,0,96,0.057368421052631624,9,True,0.796685332999914,-1.0260734566801397,1.0746283161396653,0.993759124209659,1.0300287064931473,0.9021696819922439,0.898308602462891,nan,nan,,
hmc_in_gauss_k2,4,0.05,12,2000,100,fm_hampel,0.95,0.0005263157894736842,0,96,0.057368421052631624,6,True,0.5083775000002788,-1.0260734566801397,1.0746283161396653,0.993759124209659,1.0300287064931473,0.9021696819922439,0.898308602462891,nan,nan,0.48,0.007894736842105263
hmc_in_gauss_k2,4,0.05,12,2000,100,fm_warm,0.95,0.0005263157894736842,0,96,0.05789473684210522,9,True,0.7461063330010802,-1.0316508461517744,1.0727438149453286,0.9898144382011268,1.0298077718733354,0.9005486893825424,0.8973797575206676,nan,nan,,
hmc_in_gauss_k2,6,0.05,12,2000,100,true_seq,1.0,0.0,0,100,0.057368421052631624,0,True,0.04708633399968676,,,,,,,,,,
hmc_in_gauss_k2,6,0.05,12,2000,100,true_nonseq,1.0,0.0,0,100,nan,0,True,0.04697462500007532,,,,,,,,,,
hmc_in_gauss_k2,6,0.05,12,2000,100,true_raw,0.0,0.0,0,0,0.07578947368421052,0,True,0.0,,,,,,,,,,
hmc_in_gauss_k2,6,0.05,12,2000,100,clean,0.0,0.0,0,0,0.05526315789473679,1,True,0.0388003749994823,-1.018305634834718,1.05805865708215,0.9913125560218673,1.0097622805567321,0.9075938413652477,0.9028676954297785,nan,nan,,
hmc_in_gauss_k2,6,0.05,12,2000,100,raw,0.0,0.0,0,0,0.47842105263157897,1,True,0.2721877090007183,-0.007013527551583958,8.751776363276402,1.439422317537455,1.4858060536501307,0.9478673841411976,1.062933246620966e-12,nan,nan,,
hmc_in_gauss_k2,6,0.05,12,2000,100,oracle,1.0,0.0,0,100,0.0557894736842105,1,True,0.03844787500020175,-1.0133221832554473,1.0445020360871777,0.9921685983972037,1.012970494385563,0.9071841827874347,0.9027272211381955,nan,nan,,
hmc_in_gauss_k2,6,0.05,12,2000,100,fm,0.01,0.0,0,1,0.47842105263157897,2,True,0.635091124999235,-0.007065369117621567,8.713140687340886,1.4393472957461568,1.4470586672612806,0.948378125212585,4.253062390889759e-11,nan,nan,,
hmc_in_gauss_k2,6,0.05,12,2000,100,fm_hampel,1.0,0.0,0,100,0.0557894736842105,3,True,0.258069625000644,-1.0133221832554473,1.0445020360871777,0.9921685983972037,1.012970494385563,0.9071841827874347,0.9027272211381955,nan,nan,0.89,0.006842105263157895
hmc_in_gauss_k2,6,0.05,12,2000,100,fm_warm,0.01,0.0,0,1,0.47842105263157897,2,True,0.3870385829995939,-0.006969905914020805,8.715043966535157,1.43948257033943,1.444291746169926,0.9484013980551395,2.69619239555754e-16,nan,nan,,
hmc_in_gauss_k2,8,0.05,12,2000,100,true_seq,1.0,0.0005263157894736842,0,101,0.056842105263157916,0,True,0.047323667000455316,,,,,,,,,,
hmc_in_gauss_k2,8,0.05,12,2000,100,true_nonseq,1.0,0.0010526315789473684,1,102,nan,0,True,0.04695374999937485,,,,,,,,,,
hmc_in_gauss_k2,8,0.05,12,2000,100,true_raw,0.0,0.0,0,0,0.07105263157894737,0,True,0.0,,,,,,,,,,
hmc_in_gauss_k2,8,0.05,12,2000,100,clean,0.0,0.0,0,0,0.054736842105263195,1,True,0.03820962500140013,-1.018305634834718,1.05805865708215,0.9913125560218673,1.0097622805567321,0.9075938413652477,0.9028676954297785,nan,nan,,
hmc_in_gauss_k2,8,0.05,12,2000,100,raw,0.0,0.0,0,0,0.4789473684210527,1,True,0.1696652090013231,-0.002531997200131186,11.466334070179041,1.4466215542636323,1.3387181372443506,0.9473407117000706,9.438703267253174e-17,nan,nan,,
hmc_in_gauss_k2,8,0.05,12,2000,100,oracle,1.0,0.0,0,100,0.05526315789473679,1,True,0.03870624999944994,-1.0163113406750086,1.0697567079354506,0.994842713848118,1.0111906324251507,0.9065000791606693,0.9017518637704992,nan,nan,,
hmc_in_gauss_k2,8,0.05,12,2000,100,fm,0.01,0.0,0,1,0.4789473684210527,2,True,0.4245035000003554,-0.0025319943479490004,11.433910729650481,1.4466215618461395,1.3058105917767846,0.9478643717756292,2.076250869477161e-16,nan,nan,,
hmc_in_gauss_k2,8,0.05,12,2000,100,fm_hampel,1.0,0.0010526315789473684,0,102,0.054736842105263195,2,True,0.18370866700024635,-1.0107305632736612,1.0697137141367181,0.9835277105074125,1.0113082599452208,0.9062503072516112,0.9016230100580163,nan,nan,0.92,0.00631578947368421
hmc_in_gauss_k2,8,0.05,12,2000,100,fm_warm,0.01,0.0,0,1,0.4789473684210527,2,True,0.28063108300011663,-0.0025319972269564565,11.433910697527448,1.4466215542397878,1.3058106533423182,0.9478640514257158,7.89149729734191e-24,nan,nan,,
hmc_in_gauss_k2,0,0.0,13,2000,0,true_seq,nan,0.0015,0,3,0.05600000000000005,0,True,0.04760433399860631,,,,,,,,,,
hmc_in_gauss_k2,0,0.0,13,2000,0,true_nonseq,nan,0.0015,0,3,nan,0,True,0.0471209169991198,,,,,,,,,,
hmc_in_gauss_k2,0,0.0,13,2000,0,true_raw,nan,0.0,0,0,0.05600000000000005,0,True,0.0,,,,,,,,,,
hmc_in_gauss_k2,0,0.0,13,2000,0,clean,nan,0.0,0,0,0.05500000000000005,1,True,0.03899120800087985,-0.9803857446438505,1.0229015079706052,0.971429519012137,1.0160715520912265,0.8980038691400877,0.9078208091332647,nan,nan,,
hmc_in_gauss_k2,0,0.0,13,2000,0,raw,nan,0.0,0,0,0.05500000000000005,1,True,0.03832695799974317,-0.9803857446438505,1.0229015079706052,0.971429519012137,1.0160715520912265,0.8980038691400877,0.9078208091332647,nan,nan,,
hmc_in_gauss_k2,0,0.0,13,2000,0,oracle,nan,0.0,0,0,0.05500000000000005,1,True,0.037346125000112806,-0.9803857446438505,1.0229015079706052,0.971429519012137,1.0160715520912265,0.8980038691400877,0.9078208091332647,nan,nan,,
hmc_in_gauss_k2,0,0.0,13,2000,0,fm,nan,0.001,0,2,0.05449999999999999,2,True,0.16406287499921746,-0.9752123421804311,1.0227145694976372,0.9645773910121849,1.011269858406609,0.898538623651719,0.9078598053023278,nan,nan,,
hmc_in_gauss_k2,0,0.0,13,2000,0,fm_hampel,nan,0.001,0,2,0.05449999999999999,2,True,0.1671304159990541,-0.9752123421804311,1.0227145694976372,0.9645773910121849,1.011269858406609,0.898538623651719,0.9078598053023278,nan,nan,nan,0.009
hmc_in_gauss_k2,0,0.0,13,2000,0,fm_warm,nan,0.001,0,2,0.05500000000000005,2,True,0.15491308300079254,-0.9756693996641195,1.0208309323064226,0.9647271212805028,1.012537982847416,0.8987868293380024,0.9083079518600575,nan,nan,,
hmc_in_gauss_k2,4,0.01,13,2000,20,true_seq,0.95,0.0015151515151515152,0,22,0.05606060606060603,0,True,0.047800500000448665,,,,,,,,,,
hmc_in_gauss_k2,4,0.01,13,2000,20,true_nonseq,0.95,0.0015151515151515152,0,22,nan,0,True,0.047476042000198504,,,,,,,,,,
hmc_in_gauss_k2,4,0.01,13,2000,20,true_raw,0.0,0.0,0,0,0.06212121212121213,0,True,0.0,,,,,,,,,,
hmc_in_gauss_k2,4,0.01,13,2000,20,clean,0.0,0.0,0,0,0.05555555555555558,1,True,0.0383789590014203,-0.9803857446438505,1.0229015079706052,0.971429519012137,1.0160715520912265,0.8980038691400877,0.9078208091332647,nan,nan,,
hmc_in_gauss_k2,4,0.01,13,2000,20,raw,0.0,0.0,0,0,0.0661616161616162,1,True,0.05798887499986449,-0.9926372808064207,1.0286269727302035,0.9692900488670417,1.2894428077336637,0.8964113185657805,0.9168094170359528,nan,nan,,
hmc_in_gauss_k2,4,0.01,13,2000,20,oracle,1.0,0.0,0,20,0.05606060606060603,1,True,0.039173457998913364,-0.9830947044585063,1.0201955409245567,0.9724221486414764,1.0156135214025275,0.8980958009365537,0.9078760072939653,nan,nan,,
hmc_in_gauss_k2,4,0.01,13,2000,20,fm,0.95,0.00101010101010101,0,21,0.05606060606060603,3,True,0.25859999999920547,-0.9803688225288137,1.0221534340321081,0.9632008130229055,1.0128767569139905,0.8972519117736706,0.9070578632731843,nan,nan,,
hmc_in_gauss_k2,4,0.01,13,2000,20,fm_hampel,0.95,0.00101010101010101,0,21,0.05606060606060603,3,True,0.248640207999415,-0.9803688225288137,1.0221534340321081,0.9632008130229055,1.0128767569139905,0.8972519117736706,0.9070578632731843,nan,nan,0.5,0.00909090909090909
hmc_in_gauss_k2,4,0.01,13,2000,20,fm_warm,0.95,0.00101010101010101,0,21,0.05757575757575761,3,True,0.2804730420011765,-0.9904956296218334,1.0076799058665604,0.9590751631941998,1.0210520265869685,0.8978301102107713,0.9098576922292737,nan,nan,,
hmc_in_gauss_k2,6,0.01,13,2000,20,true_seq,1.0,0.0015151515151515152,0,23,0.05353535353535355,0,True,0.04775100000006205,,,,,,,,,,
hmc_in_gauss_k2,6,0.01,13,2000,20,true_nonseq,1.0,0.0015151515151515152,0,23,nan,0,True,0.04628745800073375,,,,,,,,,,
hmc_in_gauss_k2,6,0.01,13,2000,20,true_raw,0.0,0.0,0,0,0.05757575757575761,0,True,0.0,,,,,,,,,,
hmc_in_gauss_k2,6,0.01,13,2000,20,clean,0.0,0.0,0,0,0.054545454545454564,1,True,0.037453458999152645,-0.9803857446438505,1.0229015079706052,0.971429519012137,1.0160715520912265,0.8980038691400877,0.9078208091332647,nan,nan,,
hmc_in_gauss_k2,6,0.01,13,2000,20,raw,0.0,0.0,0,0,0.06818181818181823,1,True,0.06624499999998079,-0.9849337471681655,1.014674768713764,0.9638215749473509,1.4766031165929394,0.8924040572125388,0.9191230137785805,nan,nan,,
hmc_in_gauss_k2,6,0.01,13,2000,20,oracle,1.0,0.0,0,20,0.05303030303030298,1,True,0.03847808299906319,-0.9845428539175525,1.02714191001856,0.969378838881215,1.0154739287343066,0.8982848963947124,0.9084886377309828,nan,nan,,
hmc_in_gauss_k2,6,0.01,13,2000,20,fm,1.0,0.00101010101010101,0,22,0.05252525252525253,3,True,0.26974520799922175,-0.9792908194355906,1.0269556583115929,0.9624360698678965,1.0106473763817714,0.8988191976314575,0.9085278851272286,nan,nan,,
hmc_in_gauss_k2,6,0.01,13,2000,20,fm_hampel,1.0,0.00101010101010101,0,22,0.05252525252525253,2,True,0.17005799999969895,-0.9792908194355906,1.0269556583115929,0.9624360698678965,1.0106473763817714,0.8988191976314575,0.9085278851272286,nan,nan,0.85,0.00909090909090909
hmc_in_gauss_k2,6,0.01,13,2000,20,fm_warm,1.0,0.00101010101010101,0,22,0.054040404040404,3,True,0.2965847079995001,-0.9869508023493879,1.01594609275467,0.9594080123776524,1.016887291494263,0.899710880530205,0.9110334103508553,nan,nan,,
hmc_in_gauss_k2,8,0.01,13,2000,20,true_seq,1.0,0.0015151515151515152,0,23,0.05606060606060603,0,True,0.04718008300005749,,,,,,,,,,
hmc_in_gauss_k2,8,0.01,13,2000,20,true_nonseq,1.0,0.0015151515151515152,0,23,nan,0,True,0.04614429100001871,,,,,,,,,,
hmc_in_gauss_k2,8,0.01,13,2000,20,true_raw,0.0,0.0,0,0,0.055050505050505016,0,True,0.0,,,,,,,,,,
hmc_in_gauss_k2,8,0.01,13,2000,20,clean,0.0,0.0,0,0,0.054545454545454564,1,True,0.03915670800051885,-0.9803857446438505,1.0229015079706052,0.971429519012137,1.0160715520912265,0.8980038691400877,0.9078208091332647,nan,nan,,
hmc_in_gauss_k2,8,0.01,13,2000,20,raw,0.0,0.0,0,0,0.07727272727272727,1,True,0.05729616700045881,-0.9178730220251088,1.0304811280346202,0.9786541342249152,1.8094198695236519,0.9009558190918227,0.9240456020366615,nan,nan,,
hmc_in_gauss_k2,8,0.01,13,2000,20,oracle,1.0,0.0,0,20,0.05303030303030298,1,True,0.03813799999988987,-0.9764387950520483,1.0262784815910913,0.9784037237337171,1.0116819460256326,0.8991627096644882,0.9081365307230762,nan,nan,,
hmc_in_gauss_k2,8,0.01,13,2000,20,fm,1.0,0.00101010101010101,0,22,0.05353535353535355,3,True,0.2583451669997885,-0.9711946536776562,1.0261141282861757,0.9715148346583488,1.00680315680089,0.8997039208724473,0.9081806907829602,nan,nan,,
hmc_in_gauss_k2,8,0.01,13,2000,20,fm_hampel,1.0,0.00101010101010101,0,22,0.05353535353535355,2,True,0.17172462500093388,-0.9711946536776562,1.0261141282861757,0.9715148346583488,1.00680315680089,0.8997039208724473,0.9081806907829602,nan,nan,0.9,0.008585858585858586
hmc_in_gauss_k2,8,0.01,13,2000,20,fm_warm,1.0,0.00101010101010101,0,22,0.054040404040404,3,True,0.2899115840009472,-0.9693934181807667,1.020136162822552,0.9746058960767263,1.0115401810972364,0.9022370597443102,0.9109052772143545,nan,nan,,
hmc_in_gauss_k2,4,0.05,13,2000,100,true_seq,0.92,0.0015789473684210526,0,95,0.06684210526315792,0,True,0.047752333999596885,,,,,,,,,,
hmc_in_gauss_k2,4,0.05,13,2000,100,true_nonseq,0.92,0.0015789473684210526,0,95,nan,0,True,0.04685720900124579,,,,,,,,,,
hmc_in_gauss_k2,4,0.05,13,2000,100,true_raw,0.0,0.0,0,0,0.07842105263157895,0,True,0.0,,,,,,,,,,
hmc_in_gauss_k2,4,0.05,13,2000,100,clean,0.0,0.0,0,0,0.057368421052631624,1,True,0.0376426660004654,-0.9803857446438505,1.0229015079706052,0.971429519012137,1.0160715520912265,0.8980038691400877,0.9078208091332647,nan,nan,,
hmc_in_gauss_k2,4,0.05,13,2000,100,raw,0.0,0.0,0,0,0.10473684210526313,1,True,0.056929041998955654,-0.9527334444845436,1.2156764704867604,0.9527051225568889,1.8659229506143729,0.857876983119097,0.9063109425929561,nan,nan,,
hmc_in_gauss_k2,4,0.05,13,2000,100,oracle,1.0,0.0,0,100,0.062105263157894774,1,True,0.038534749999598716,-0.9848922126966903,1.0152795530612662,0.9761133746291157,1.0112468566950186,0.8978172861951065,0.9080259558026005,nan,nan,,
hmc_in_gauss_k2,4,0.05,13,2000,100,fm,0.89,0.0010526315789473684,0,91,0.06842105263157894,9,True,0.8532405419991846,-0.9897682850485391,1.0233618664174258,0.9670125848864337,1.0511781971574374,0.8930960415957485,0.9074956929391292,nan,nan,,
hmc_in_gauss_k2,4,0.05,13,2000,100,fm_hampel,0.89,0.0010526315789473684,0,91,0.06842105263157894,8,True,0.7508397910005442,-0.9897682850485391,1.0233618664174258,0.9670125848864337,1.0511781971574374,0.8930960415957485,0.9074956929391292,nan,nan,0.54,0.005789473684210527
hmc_in_gauss_k2,4,0.05,13,2000,100,fm_warm,0.88,0.0010526315789473684,0,90,0.06789473684210523,11,False,0.8762090000000171,-1.013005961672615,0.9939459567161729,0.957507038620348,1.0732947311366896,0.8923466458563128,0.9121113748050262,nan,nan,,
hmc_in_gauss_k2,6,0.05,13,2000,100,true_seq,1.0,0.0015789473684210526,1,103,0.0557894736842105,0,True,0.04815533299915842,,,,,,,,,,
hmc_in_gauss_k2,6,0.05,13,2000,100,true_nonseq,1.0,0.0010526315789473684,0,102,nan,0,True,0.047016333001010935,,,,,,,,,,
hmc_in_gauss_k2,6,0.05,13,2000,100,true_raw,0.0,0.0,0,0,0.0647368421052632,0,True,0.0,,,,,,,,,,
hmc_in_gauss_k2,6,0.05,13,2000,100,clean,0.0,0.0,0,0,0.054736842105263195,1,True,0.03848295799980406,-0.9803857446438505,1.0229015079706052,0.971429519012137,1.0160715520912265,0.8980038691400877,0.9078208091332647,nan,nan,,
hmc_in_gauss_k2,6,0.05,13,2000,100,raw,0.0,0.0,0,0,0.46894736842105267,1,True,0.31761354199989,0.09337236894507243,8.136392723825633,1.4166342513091223,1.2397673320970477,0.9473206971424497,2.1771638474785818e-15,nan,nan,,
hmc_in_gauss_k2,6,0.05,13,2000,100,oracle,1.0,0.0,0,100,0.057368421052631624,1,True,0.039034833000187064,-0.98379967058967,1.0244380009811316,0.9812789650188646,1.0192998636050528,0.8971271202485581,0.9098581067155574,nan,nan,,
hmc_in_gauss_k2,6,0.05,13,2000,100,fm,0.02,0.0005263157894736842,0,3,0.46894736842105267,2,True,0.7412493339998036,0.09588424331296164,8.068592199494269,1.413042324625689,1.1496645493482929,0.948354870627067,1.272351553245195e-14,nan,nan,,
hmc_in_gauss_k2,6,0.05,13,2000,100,fm_hampel,1.0,0.0010526315789473684,1,102,0.056842105263157916,3,True,0.26909154199893237,-0.9794260499179335,1.023181180914277,0.9737597974299399,1.0145363277030743,0.8977070368745694,0.909935085511749,nan,nan,0.83,0.006842105263157895
hmc_in_gauss_k2,6,0.05,13,2000,100,fm_warm,0.02,0.0005263157894736842,0,3,0.46894736842105267,2,True,0.4405242499997257,0.0959047693961265,8.068933645154427,1.4130715767148385,1.1491357000295732,0.9483601112514394,3.2538226145846498e-24,nan,nan,,
hmc_in_gauss_k2,8,0.05,13,2000,100,true_seq,1.0,0.0010526315789473684,0,102,0.05421052631578949,0,True,0.04691958299918042,,,,,,,,,,
hmc_in_gauss_k2,8,0.05,13,2000,100,true_nonseq,1.0,0.0010526315789473684,0,102,nan,0,True,0.047220917000231566,,,,,,,,,,
hmc_in_gauss_k2,8,0.05,13,2000,100,true_raw,0.0,0.0,0,0,0.0742105263157895,0,True,0.0,,,,,,,,,,
hmc_in_gauss_k2,8,0.05,13,2000,100,clean,0.0,0.0,0,0,0.05368421052631578,1,True,0.03796745900035603,-0.9803857446438505,1.0229015079706052,0.971429519012137,1.0160715520912265,0.8980038691400877,0.9078208091332647,nan,nan,,
hmc_in_gauss_k2,8,0.05,13,2000,100,raw,0.0,0.0,0,0,0.4705263157894737,1,True,0.17026129199985007,0.07313059113250366,11.351557776830827,1.4110794383882606,1.4139140031356772,0.9473683560818023,1.122119168851249e-20,nan,nan,,
hmc_in_gauss_k2,8,0.05,13,2000,100,oracle,1.0,0.0,0,100,0.05526315789473679,1,True,0.039230958000189275,-0.9794784321908265,1.0199638308736398,0.9679386955885019,1.0218513851264361,0.9014487122161242,0.9103411666993441,nan,nan,,
hmc_in_gauss_k2,8,0.05,13,2000,100,fm,0.0,0.0,0,0,0.4705263157894737,1,True,0.21685612500004936,0.07313059113250366,11.351557776830827,1.4110794383882606,1.4139140031356772,0.9473683560818023,1.122119168851249e-20,nan,nan,,
hmc_in_gauss_k2,8,0.05,13,2000,100,fm_hampel,1.0,0.0005263157894736842,0,101,0.054736842105263195,3,True,0.25816929199936567,-0.9759055214089137,1.0206633478385334,0.9689552488626089,1.0166754122672412,0.9023274682664058,0.9103693054928937,nan,nan,0.97,0.007894736842105263
hmc_in_gauss_k2,8,0.05,13,2000,100,fm_warm,0.0,0.0,0,0,0.4705263157894737,1,True,0.21497687500050233,0.07313059113250366,11.351557776830827,1.4110794383882606,1.4139140031356772,0.9473683560818023,1.122119168851249e-20,nan,nan,,
hmc_in_gauss_k2,0,0.0,14,2000,0,true_seq,nan,0.0,0,0,0.0695,0,True,0.04790587500065158,,,,,,,,,,
hmc_in_gauss_k2,0,0.0,14,2000,0,true_nonseq,nan,0.0,0,0,nan,0,True,0.04693516600127623,,,,,,,,,,
hmc_in_gauss_k2,0,0.0,14,2000,0,true_raw,nan,0.0,0,0,0.0695,0,True,0.0,,,,,,,,,,
hmc_in_gauss_k2,0,0.0,14,2000,0,clean,nan,0.0,0,0,0.07050000000000001,1,True,0.03783225000006496,-1.029371394860707,0.9954606842600977,1.0002538065142617,0.9912985765339578,0.8953565307199104,0.9022016252368267,nan,nan,,
hmc_in_gauss_k2,0,0.0,14,2000,0,raw,nan,0.0,0,0,0.07050000000000001,1,True,0.03820099999938975,-1.029371394860707,0.9954606842600977,1.0002538065142617,0.9912985765339578,0.8953565307199104,0.9022016252368267,nan,nan,,
hmc_in_gauss_k2,0,0.0,14,2000,0,oracle,nan,0.0,0,0,0.07050000000000001,1,True,0.03824904199973389,-1.029371394860707,0.9954606842600977,1.0002538065142617,0.9912985765339578,0.8953565307199104,0.9022016252368267,nan,nan,,
hmc_in_gauss_k2,0,0.0,14,2000,0,fm,nan,0.0,0,0,0.07050000000000001,1,True,0.08514712499891175,-1.029371394860707,0.9954606842600977,1.0002538065142617,0.9912985765339578,0.8953565307199104,0.9022016252368267,nan,nan,,
hmc_in_gauss_k2,0,0.0,14,2000,0,fm_hampel,nan,0.0,0,0,0.07050000000000001,2,True,0.16311791699990863,-1.029371394860707,0.9954606842600977,1.0002538065142617,0.9912985765339578,0.8953565307199104,0.9022016252368267,nan,nan,nan,0.0115
hmc_in_gauss_k2,0,0.0,14,2000,0,fm_warm,nan,0.0,0,0,0.07050000000000001,1,True,0.08646195799883571,-1.029371394860707,0.9954606842600977,1.0002538065142617,0.9912985765339578,0.8953565307199104,0.9022016252368267,nan,nan,,
hmc_in_gauss_k2,4,0.01,14,2000,20,true_seq,0.9,0.0,0,18,0.06717171717171722,0,True,0.04695683299905795,,,,,,,,,,
hmc_in_gauss_k2,4,0.01,14,2000,20,true_nonseq,0.9,0.0,0,18,nan,0,True,0.046920582999518956,,,,,,,,,,
hmc_in_gauss_k2,4,0.01,14,2000,20,true_raw,0.0,0.0,0,0,0.07020202020202015,0,True,0.0,,,,,,,,,,
hmc_in_gauss_k2,4,0.01,14,2000,20,clean,0.0,0.0,0,0,0.06868686868686869,1,True,0.038280750000922126,-1.029371394860707,0.9954606842600977,1.0002538065142617,0.9912985765339578,0.8953565307199104,0.9022016252368267,nan,nan,,
hmc_in_gauss_k2,4,0.01,14,2000,20,raw,0.0,0.0,0,0,0.07373737373737377,1,True,0.05691624999963096,-1.0396853025143902,1.0068754383090581,0.9955093006503205,1.2347336852631534,0.8899269840307101,0.9078098052389276,nan,nan,,
hmc_in_gauss_k2,4,0.01,14,2000,20,oracle,1.0,0.0,0,20,0.06818181818181823,1,True,0.03837266700065811,-1.0281136159861886,0.9978307364985328,0.9964617379863507,0.993958835014821,0.894691859196284,0.9013907731527391,nan,nan,,
hmc_in_gauss_k2,4,0.01,14,2000,20,fm,0.9,0.0,0,18,0.06767676767676767,3,True,0.25778841600003943,-1.024256273012151,1.0003638967694406,1.0003451303159283,0.9956907950801888,0.8930688608086488,0.8999181447118424,nan,nan,,
hmc_in_gauss_k2,4,0.01,14,2000,20,fm_hampel,0.9,0.0,0,18,0.06767676767676767,2,True,0.1719396249991405,-1.024256273012151,1.0003638967694406,1.0003451303159283,0.9956907950801888,0.8930688608086488,0.8999181447118424,nan,nan,0.6,0.010606060606060607
hmc_in_gauss_k2,4,0.01,14,2000,20,fm_warm,0.9,0.0,0,18,0.06919191919191914,3,True,0.26984983300098975,-1.0400513099658195,0.9865098638721266,0.9918033616679504,1.002771103491458,0.8902257641764318,0.9002265106349119,nan,nan,,
hmc_in_gauss_k2,6,0.01,14,2000,20,true_seq,1.0,0.0,0,20,0.06919191919191914,0,True,0.04702575000010256,,,,,,,,,,
hmc_in_gauss_k2,6,0.01,14,2000,20,true_nonseq,1.0,0.0,0,20,nan,0,True,0.04665550000026997,,,,,,,,,,
hmc_in_gauss_k2,6,0.01,14,2000,20,true_raw,0.0,0.0,0,0,0.0732323232323232,0,True,0.0,,,,,,,,,,
hmc_in_gauss_k2,6,0.01,14,2000,20,clean,0.0,0.0,0,0,0.07070707070707072,1,True,0.03797424999902432,-1.029371394860707,0.9954606842600977,1.0002538065142617,0.9912985765339578,0.8953565307199104,0.9022016252368267,nan,nan,,
hmc_in_gauss_k2,6,0.01,14,2000,20,raw,0.0,0.0,0,0,0.08131313131313134,1,True,0.05727212500096357,-1.0174837458906836,1.0058606705404447,1.0021650824056598,1.4820999604410952,0.8923314748058955,0.9131524542339111,nan,nan,,
hmc_in_gauss_k2,6,0.01,14,2000,20,oracle,1.0,0.0,0,20,0.0696969696969697,1,True,0.03857895799956168,-1.0289980444526325,0.999556768930911,0.997794674199222,0.9925551022421134,0.8951946956579095,0.9020758201531863,nan,nan,,
