setting,subject,K,rule,mask,r,M,model,fit,mechanism,start_from,subset,n,rmse,mae,crps,cov90,width90,impute_s
controlled,102,3,ge10,state,3,167,hmc_in,unsupervised,state,start,vigorous,117,0.832114,0.690779,0.50014,0.683761,1.84005,0.754551
controlled,102,3,ge10,state,3,167,hmc_in,unsupervised,state,start,transient,11,0.50973,0.464145,0.297545,1,2.25234,0.754551
controlled,102,3,ge10,state,3,167,hmc_in,unsupervised,state-markov,start,all,167,0.740347,0.600188,0.428645,0.778443,1.87952,0.740161
controlled,102,3,ge10,state,3,167,hmc_in,unsupervised,state-markov,start,locomotion,39,0.445927,0.366505,0.259657,1,1.88444,0.740161
controlled,102,3,ge10,state,3,167,hmc_in,unsupervised,state-markov,start,vigorous,117,0.831625,0.690979,0.495705,0.683761,1.84218,0.740161
controlled,102,3,ge10,state,3,167,hmc_in,unsupervised,state-markov,start,transient,11,0.510119,0.463013,0.314518,1,2.25928,0.740161
controlled,102,3,ge10,state,3,167,hmc_in,unsupervised,state,ignorable fit,all,167,0.742837,0.602515,0.426521,0.778443,1.88526,0.771057
controlled,102,3,ge10,state,3,167,hmc_in,unsupervised,state,ignorable fit,locomotion,39,0.443774,0.365123,0.255803,1,1.89248,0.771057
controlled,102,3,ge10,state,3,167,hmc_in,unsupervised,state,ignorable fit,vigorous,117,0.835076,0.6948,0.494194,0.683761,1.84775,0.771057
controlled,102,3,ge10,state,3,167,hmc_in,unsupervised,state,ignorable fit,transient,11,0.511792,0.462606,0.311994,1,2.25867,0.771057
controlled,102,3,ge10,state,3,167,hmc_in,unsupervised,state-markov,ignorable fit,all,167,0.742634,0.602649,0.42673,0.778443,1.88737,0.795173
controlled,102,3,ge10,state,3,167,hmc_in,unsupervised,state-markov,ignorable fit,locomotion,39,0.445736,0.366103,0.252707,1,1.89489,0.795173
controlled,102,3,ge10,state,3,167,hmc_in,unsupervised,state-markov,ignorable fit,vigorous,117,0.834407,0.694767,0.496287,0.683761,1.84938,0.795173
controlled,102,3,ge10,state,3,167,hmc_in,unsupervised,state-markov,ignorable fit,transient,11,0.512866,0.461522,0.303883,1,2.26478,0.795173
controlled,102,3,ge10,state,4,187,hmc_in,oracle,ignorable,,all,187,0.491814,0.374537,0.289796,0.989305,2.48031,0.76802
controlled,102,3,ge10,state,4,187,hmc_in,oracle,ignorable,,locomotion,61,0.457349,0.337096,0.273173,0.983607,2.53695,0.76802
controlled,102,3,ge10,state,4,187,hmc_in,oracle,ignorable,,vigorous,121,0.482417,0.382543,0.286453,1,2.40899,0.76802
controlled,102,3,ge10,state,4,187,hmc_in,oracle,ignorable,,transient,5,0.928727,0.637582,0.573518,0.8,3.51505,0.76802
controlled,102,3,ge10,state,4,187,hmc_in,oracle,state,,all,187,0.587593,0.412839,0.318029,0.967914,2.44548,0.780203
controlled,102,3,ge10,state,4,187,hmc_in,oracle,state,,locomotion,61,0.565,0.378872,0.300238,0.967213,2.52003,0.780203
controlled,102,3,ge10,state,4,187,hmc_in,oracle,state,,vigorous,121,0.540489,0.393672,0.301428,0.983471,2.35962,0.780203
controlled,102,3,ge10,state,4,187,hmc_in,oracle,state,,transient,5,1.39602,1.2911,0.936811,0.6,3.61359,0.780203
controlled,102,3,ge10,state,4,187,hmc_in,oracle,state-markov,,all,187,0.574316,0.403438,0.311422,0.967914,2.43004,0.791271
controlled,102,3,ge10,state,4,187,hmc_in,oracle,state-markov,,locomotion,61,0.567915,0.379683,0.306738,0.967213,2.51782,0.791271
controlled,102,3,ge10,state,4,187,hmc_in,oracle,state-markov,,vigorous,121,0.541789,0.394336,0.298577,0.983471,2.36024,0.791271
controlled,102,3,ge10,state,4,187,hmc_in,oracle,state-markov,,transient,5,1.13911,0.913529,0.6794,0.6,3.04838,0.791271
controlled,102,3,ge10,state,4,187,pmc_pair,oracle,ignorable,,all,187,0.469981,0.356745,0.262084,0.84492,1.24019,1.669
controlled,102,3,ge10,state,4,187,pmc_pair,oracle,ignorable,,locomotion,61,0.466281,0.337393,0.240397,0.918033,1.32666,1.669
controlled,102,3,ge10,state,4,187,pmc_pair,oracle,ignorable,,vigorous,121,0.472211,0.367635,0.272997,0.809917,1.18366,1.669
controlled,102,3,ge10,state,4,187,pmc_pair,oracle,ignorable,,transient,5,0.46074,0.329308,0.262561,0.8,1.55311,1.669
controlled,102,3,ge10,state,4,187,pmc_pair,oracle,state,,all,187,0.580001,0.401814,0.301704,0.818182,1.21606,1.70147
controlled,102,3,ge10,state,4,187,pmc_pair,oracle,state,,locomotion,61,0.470776,0.349578,0.257093,0.868852,1.28178,1.70147
controlled,102,3,ge10,state,4,187,pmc_pair,oracle,state,,vigorous,121,0.551412,0.396922,0.293814,0.793388,1.13071,1.70147
controlled,102,3,ge10,state,4,187,pmc_pair,oracle,state,,transient,5,1.58726,1.15747,1.0369,0.8,2.47955,1.70147
controlled,102,3,ge10,state,4,187,pmc_pair,oracle,state-markov,,all,187,0.52275,0.379202,0.278396,0.818182,1.18949,1.80711
controlled,102,3,ge10,state,4,187,pmc_pair,oracle,state-markov,,locomotion,61,0.470175,0.349256,0.258975,0.868852,1.2817,1.80711
controlled,102,3,ge10,state,4,187,pmc_pair,oracle,state-markov,,vigorous,121,0.55063,0.396609,0.288662,0.793388,1.1308,1.80711
controlled,102,3,ge10,state,4,187,pmc_pair,oracle,state-markov,,transient,5,0.4312,0.323287,0.266893,0.8,1.4846,1.80711
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,ignorable,start,all,187,0.642882,0.523827,0.375678,0.855615,2.00007,0.771777
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,ignorable,start,locomotion,61,0.468013,0.381271,0.277029,0.983607,2.06717,0.771777
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,ignorable,start,vigorous,121,0.723872,0.605915,0.428852,0.785124,1.92234,0.771777
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,ignorable,start,transient,5,0.323259,0.276475,0.292374,1,3.06266,0.771777
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,state,start,all,187,0.678133,0.55215,0.39052,0.84492,1.93578,0.792857
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,state,start,locomotion,61,0.50825,0.407909,0.29646,0.967213,1.97019,0.792857
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,state,start,vigorous,121,0.743344,0.616043,0.435329,0.77686,1.87422,0.792857
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,state,start,transient,5,0.821864,0.765671,0.453676,1,3.00596,0.792857
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,state-markov,start,all,187,0.67501,0.549831,0.389688,0.84492,1.93967,0.737154
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,state-markov,start,locomotion,61,0.505942,0.405749,0.291771,0.967213,1.97475,0.737154
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,state-markov,start,vigorous,121,0.74117,0.615714,0.436724,0.77686,1.88442,0.737154
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,state-markov,start,transient,5,0.789994,0.713268,0.445986,1,2.8486,0.737154
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,state,ignorable fit,all,187,0.680245,0.554046,0.390904,0.84492,1.94198,0.703664
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,state,ignorable fit,locomotion,61,0.506839,0.406817,0.293901,0.967213,1.97371,0.703664
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,state,ignorable fit,vigorous,121,0.746512,0.619353,0.43642,0.77686,1.88141,0.703664
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,state,ignorable fit,transient,5,0.828272,0.769822,0.472846,1,3.02071,0.703664
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,state-markov,ignorable fit,all,187,0.676534,0.551344,0.38926,0.84492,1.9438,0.728153
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,state-markov,ignorable fit,locomotion,61,0.505092,0.405929,0.290992,0.967213,1.97676,0.728153
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,state-markov,ignorable fit,vigorous,121,0.743514,0.61809,0.435245,0.77686,1.88944,0.728153
controlled,102,3,ge10,state,4,187,hmc_in,unsupervised,state-markov,ignorable fit,transient,5,0.792092,0.710169,0.475293,1,2.85739,0.728153
controlled,102,3,ge10,state-markov,0,165,hmc_in,oracle,ignorable,,all,165,0.465667,0.381326,0.278719,1,2.47657,0.743815
controlled,102,3,ge10,state-markov,0,165,hmc_in,oracle,ignorable,,locomotion,45,0.422356,0.357973,0.263225,1,2.58697,0.743815
controlled,102,3,ge10,state-markov,0,165,hmc_in,oracle,ignorable,,vigorous,109,0.45984,0.372309,0.272073,1,2.35915,0.743815
controlled,102,3,ge10,state-markov,0,165,hmc_in,oracle,ignorable,,transient,11,0.653927,0.566203,0.407967,1,3.18847,0.743815
controlled,102,3,ge10,state-markov,0,165,hmc_in,oracle,state,,all,165,0.615828,0.444095,0.326225,0.987879,2.49219,0.745387
controlled,102,3,ge10,state-markov,0,165,hmc_in,oracle,state,,locomotion,45,0.56112,0.408762,0.309037,0.977778,2.52327,0.745387
controlled,102,3,ge10,state-markov,0,165,hmc_in,oracle,state,,vigorous,109,0.611713,0.429356,0.316245,1,2.42162,0.745387
controlled,102,3,ge10,state-markov,0,165,hmc_in,oracle,state,,transient,11,0.832296,0.734691,0.495428,0.909091,3.06427,0.745387
controlled,102,3,ge10,state-markov,0,165,hmc_in,oracle,state-markov,,all,165,0.541926,0.415298,0.306997,0.987879,2.45703,0.68178
controlled,102,3,ge10,state-markov,0,165,hmc_in,oracle,state-markov,,locomotion,45,0.560581,0.408538,0.314777,0.977778,2.5238,0.68178
controlled,102,3,ge10,state-markov,0,165,hmc_in,oracle,state-markov,,vigorous,109,0.494477,0.385688,0.284096,1,2.36827,0.68178
controlled,102,3,ge10,state-markov,0,165,hmc_in,oracle,state-markov,,transient,11,0.834766,0.736351,0.502102,0.909091,3.06345,0.68178
controlled,102,3,ge10,state-markov,0,165,pmc_pair,oracle,ignorable,,all,165,0.467979,0.340392,0.241033,0.90303,1.24554,1.61368
controlled,102,3,ge10,state-markov,0,165,pmc_pair,oracle,ignorable,,locomotion,45,0.540853,0.3548,0.262305,0.911111,1.38882,1.61368
controlled,102,3,ge10,state-markov,0,165,pmc_pair,oracle,ignorable,,vigorous,109,0.385896,0.307231,0.212362,0.917431,1.16628,1.61368
controlled,102,3,ge10,state-markov,0,165,pmc_pair,oracle,ignorable,,transient,11,0.782794,0.610039,0.43812,0.727273,1.44483,1.61368
controlled,102,3,ge10,state-markov,0,165,pmc_pair,oracle,state,,all,165,0.566834,0.372041,0.269221,0.89697,1.26773,1.61765
controlled,102,3,ge10,state-markov,0,165,pmc_pair,oracle,state,,locomotion,45,0.420422,0.329205,0.230328,0.911111,1.36378,1.61765
controlled,102,3,ge10,state-markov,0,165,pmc_pair,oracle,state,,vigorous,109,0.598318,0.366456,0.268541,0.899083,1.22711,1.61765
controlled,102,3,ge10,state-markov,0,165,pmc_pair,oracle,state,,transient,11,0.741025,0.602625,0.43506,0.818182,1.27731,1.61765
controlled,102,3,ge10,state-markov,0,165,pmc_pair,oracle,state-markov,,all,165,0.418733,0.330991,0.229393,0.909091,1.23506,1.58755
controlled,102,3,ge10,state-markov,0,165,pmc_pair,oracle,state-markov,,locomotion,45,0.422862,0.330745,0.225433,0.911111,1.36807,1.58755
controlled,102,3,ge10,state-markov,0,165,pmc_pair,oracle,state-markov,,vigorous,109,0.369101,0.30371,0.209543,0.917431,1.17593,1.58755
controlled,102,3,ge10,state-markov,0,165,pmc_pair,oracle,state-markov,,transient,11,0.740667,0.602324,0.44229,0.818182,1.27698,1.58755
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,ignorable,start,all,165,0.696874,0.572828,0.403607,0.8,1.92038,0.746981
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,ignorable,start,locomotion,45,0.444913,0.333891,0.25929,0.977778,1.95628,0.746981
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,ignorable,start,vigorous,109,0.774508,0.670519,0.466651,0.724771,1.89218,0.746981
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,ignorable,start,transient,11,0.728433,0.58227,0.369282,0.818182,2.05295,0.746981
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,state,start,all,165,0.699652,0.57221,0.402813,0.793939,1.88908,0.729936
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,state,start,locomotion,45,0.463505,0.343562,0.262572,0.955556,1.90087,0.729936
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,state,start,vigorous,109,0.777531,0.668147,0.464049,0.715596,1.89108,0.729936
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,state,start,transient,11,0.687916,0.556927,0.369728,0.909091,1.82105,0.729936
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,state-markov,start,all,165,0.689859,0.562508,0.399574,0.793939,1.87356,0.700389
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,state-markov,start,locomotion,45,0.462266,0.342498,0.258233,0.955556,1.90325,0.700389
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,state-markov,start,vigorous,109,0.764471,0.653854,0.460094,0.715596,1.86576,0.700389
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,state-markov,start,transient,11,0.688016,0.557389,0.378093,0.909091,1.82941,0.700389
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,state,ignorable fit,all,165,0.705208,0.576654,0.404621,0.793939,1.89708,0.668819
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,state,ignorable fit,locomotion,45,0.459879,0.340358,0.257052,0.955556,1.90757,0.668819
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,state,ignorable fit,vigorous,109,0.786,0.676214,0.468418,0.715596,1.89944,0.668819
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,state,ignorable fit,transient,11,0.687607,0.556769,0.376134,0.909091,1.83078,0.668819
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,state-markov,ignorable fit,all,165,0.693741,0.567675,0.40188,0.793939,1.88563,0.630739
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,state-markov,ignorable fit,locomotion,45,0.458237,0.338957,0.26126,0.955556,1.91093,0.630739
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,state-markov,ignorable fit,vigorous,109,0.770815,0.663168,0.46389,0.715596,1.87991,0.630739
controlled,102,3,ge10,state-markov,0,165,hmc_in,unsupervised,state-markov,ignorable fit,transient,11,0.687452,0.557096,0.36268,0.909091,1.83885,0.630739
controlled,102,3,ge10,state-markov,1,195,hmc_in,oracle,ignorable,,all,195,0.571206,0.429334,0.316986,0.984615,2.52219,0.775979
controlled,102,3,ge10,state-markov,1,195,hmc_in,oracle,ignorable,,locomotion,52,0.626925,0.455213,0.347051,0.980769,2.77849,0.775979
controlled,102,3,ge10,state-markov,1,195,hmc_in,oracle,ignorable,,vigorous,134,0.490021,0.388576,0.286706,0.992537,2.34205,0.775979
controlled,102,3,ge10,state-markov,1,195,hmc_in,oracle,ignorable,,transient,9,1.10603,0.886666,0.594118,0.888889,3.72339,0.775979
controlled,102,3,ge10,state-markov,1,195,hmc_in,oracle,state,,all,195,0.734932,0.468164,0.358676,0.969231,2.4631,0.818993
controlled,102,3,ge10,state-markov,1,195,hmc_in,oracle,state,,locomotion,52,1.05227,0.572213,0.483383,0.923077,2.5151,0.818993
controlled,102,3,ge10,state-markov,1,195,hmc_in,oracle,state,,vigorous,134,0.57125,0.42181,0.307994,0.985075,2.38148,0.818993
controlled,102,3,ge10,state-markov,1,195,hmc_in,oracle,state,,transient,9,0.66825,0.557137,0.39274,1,3.3779,0.818993
controlled,102,3,ge10,state-markov,1,195,hmc_in,oracle,state-markov,,all,195,0.52564,0.400079,0.304246,0.984615,2.47146,0.722608
controlled,102,3,ge10,state-markov,1,195,hmc_in,oracle,state-markov,,locomotion,52,0.580462,0.398881,0.324929,0.980769,2.65552,0.722608
controlled,102,3,ge10,state-markov,1,195,hmc_in,oracle,state-markov,,vigorous,134,0.490182,0.389133,0.288111,0.985075,2.33957,0.722608
controlled,102,3,ge10,state-markov,1,195,hmc_in,oracle,state-markov,,transient,9,0.679873,0.569988,0.424977,1,3.37168,0.722608
controlled,102,3,ge10,state-markov,1,195,pmc_pair,oracle,ignorable,,all,195,0.443607,0.35161,0.249913,0.887179,1.29167,1.72385
controlled,102,3,ge10,state-markov,1,195,pmc_pair,oracle,ignorable,,locomotion,52,0.526394,0.419891,0.302217,0.846154,1.41955,1.72385
controlled,102,3,ge10,state-markov,1,195,pmc_pair,oracle,ignorable,,vigorous,134,0.379813,0.307386,0.217834,0.902985,1.21678,1.72385
controlled,102,3,ge10,state-markov,1,195,pmc_pair,oracle,ignorable,,transient,9,0.717582,0.615545,0.425333,0.888889,1.66786,1.72385
controlled,102,3,ge10,state-markov,1,195,pmc_pair,oracle,state,,all,195,0.592741,0.390265,0.288925,0.866667,1.23215,1.71086
controlled,102,3,ge10,state-markov,1,195,pmc_pair,oracle,state,,locomotion,52,0.62629,0.435354,0.324124,0.826923,1.34307,1.71086
controlled,102,3,ge10,state-markov,1,195,pmc_pair,oracle,state,,vigorous,134,0.522261,0.343788,0.252084,0.88806,1.16789,1.71086
controlled,102,3,ge10,state-markov,1,195,pmc_pair,oracle,state,,transient,9,1.13362,0.821743,0.634084,0.777778,1.54801,1.71086
controlled,102,3,ge10,state-markov,1,195,pmc_pair,oracle,state-markov,,all,195,0.505901,0.364092,0.267946,0.871795,1.24693,1.60454
controlled,102,3,ge10,state-markov,1,195,pmc_pair,oracle,state-markov,,locomotion,52,0.596613,0.430779,0.323658,0.826923,1.43161,1.60454
controlled,102,3,ge10,state-markov,1,195,pmc_pair,oracle,state-markov,,vigorous,134,0.385281,0.307643,0.220527,0.895522,1.15579,1.60454
controlled,102,3,ge10,state-markov,1,195,pmc_pair,oracle,state-markov,,transient,9,1.13074,0.81924,0.652075,0.777778,1.53681,1.60454
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,ignorable,start,all,195,0.712568,0.594395,0.417221,0.8,1.91843,0.840668
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,ignorable,start,locomotion,52,0.483281,0.390535,0.280362,0.980769,2.00239,0.840668
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,ignorable,start,vigorous,134,0.785658,0.671876,0.47426,0.716418,1.84913,0.840668
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,ignorable,start,transient,9,0.67938,0.61866,0.358711,1,2.46525,0.840668
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,state,start,all,195,0.71093,0.57908,0.410953,0.789744,1.84759,0.78498
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,state,start,locomotion,52,0.473715,0.370837,0.268153,0.942308,1.82072,0.78498
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,state,start,vigorous,134,0.787777,0.667685,0.473207,0.716418,1.83836,0.78498
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,state,start,transient,9,0.643667,0.463029,0.309126,1,2.14014,0.78498
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,state-markov,start,all,195,0.703408,0.576519,0.406959,0.794872,1.86497,0.75624
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,state-markov,start,locomotion,52,0.462752,0.359923,0.265067,0.961538,1.87538,0.75624
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,state-markov,start,vigorous,134,0.77971,0.66497,0.466067,0.716418,1.83277,0.75624
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,state-markov,start,transient,9,0.656783,0.511028,0.346735,1,2.28414,0.75624
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,state,ignorable fit,all,195,0.709551,0.58016,0.411783,0.8,1.88294,0.698965
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,state,ignorable fit,locomotion,52,0.46958,0.369932,0.273615,0.980769,1.92119,0.698965
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,state,ignorable fit,vigorous,134,0.786468,0.667524,0.470224,0.716418,1.84402,0.698965
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,state,ignorable fit,transient,9,0.651971,0.494063,0.339972,1,2.24149,0.698965
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,state-markov,ignorable fit,all,195,0.70589,0.578626,0.414739,0.794872,1.87479,0.677155
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,state-markov,ignorable fit,locomotion,52,0.461636,0.357531,0.273409,0.961538,1.88953,0.677155
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,state-markov,ignorable fit,vigorous,134,0.782415,0.667839,0.474217,0.716418,1.83854,0.677155
controlled,102,3,ge10,state-markov,1,195,hmc_in,unsupervised,state-markov,ignorable fit,transient,9,0.670965,0.527781,0.345754,1,2.32935,0.677155
controlled,102,3,ge10,state-markov,2,160,hmc_in,oracle,ignorable,,all,160,0.546924,0.42105,0.313055,0.99375,2.42654,0.817752
controlled,102,3,ge10,state-markov,2,160,hmc_in,oracle,ignorable,,locomotion,46,0.450806,0.369558,0.279312,1,2.47768,0.817752
controlled,102,3,ge10,state-markov,2,160,hmc_in,oracle,ignorable,,vigorous,104,0.53298,0.414692,0.306512,1,2.38597,0.817752
controlled,102,3,ge10,state-markov,2,160,hmc_in,oracle,ignorable,,transient,10,0.947037,0.724026,0.536323,0.9,2.61322,0.817752
controlled,102,3,ge10,state-markov,2,160,hmc_in,oracle,state,,all,160,0.540558,0.421142,0.313705,0.9875,2.38457,0.726332
controlled,102,3,ge10,state-markov,2,160,hmc_in,oracle,state,,locomotion,46,0.477589,0.386835,0.291554,1,2.48264,0.726332
controlled,102,3,ge10,state-markov,2,160,hmc_in,oracle,state,,vigorous,104,0.536335,0.422135,0.309434,0.990385,2.31481,0.726332
controlled,102,3,ge10,state-markov,2,160,hmc_in,oracle,state,,transient,10,0.796503,0.56862,0.460031,0.9,2.65892,0.726332
controlled,102,3,ge10,state-markov,2,160,hmc_in,oracle,state-markov,,all,160,0.541314,0.422055,0.311894,0.9875,2.38335,0.756066
controlled,102,3,ge10,state-markov,2,160,hmc_in,oracle,state-markov,,locomotion,46,0.480539,0.388204,0.28695,1,2.48046,0.756066
controlled,102,3,ge10,state-markov,2,160,hmc_in,oracle,state-markov,,vigorous,104,0.536151,0.422051,0.310487,0.990385,2.3152,0.756066
controlled,102,3,ge10,state-markov,2,160,hmc_in,oracle,state-markov,,transient,10,0.797842,0.577812,0.441264,0.9,2.64535,0.756066
controlled,102,3,ge10,state-markov,2,160,pmc_pair,oracle,ignorable,,all,160,0.405802,0.304845,0.223408,0.8875,1.2526,1.58888
controlled,102,3,ge10,state-markov,2,160,pmc_pair,oracle,ignorable,,locomotion,46,0.40561,0.289878,0.224879,0.869565,1.30465,1.58888
controlled,102,3,ge10,state-markov,2,160,pmc_pair,oracle,ignorable,,vigorous,104,0.359231,0.288563,0.207145,0.903846,1.17505,1.58888
controlled,102,3,ge10,state-markov,2,160,pmc_pair,oracle,ignorable,,transient,10,0.732068,0.54303,0.38578,0.8,1.81965,1.58888
controlled,102,3,ge10,state-markov,2,160,pmc_pair,oracle,state,,all,160,0.387616,0.301057,0.21327,0.88125,1.21068,1.63108
controlled,102,3,ge10,state-markov,2,160,pmc_pair,oracle,state,,locomotion,46,0.406786,0.290326,0.222933,0.869565,1.30285,1.63108
controlled,102,3,ge10,state-markov,2,160,pmc_pair,oracle,state,,vigorous,104,0.355202,0.288124,0.198011,0.903846,1.14034,1.63108
controlled,102,3,ge10,state-markov,2,160,pmc_pair,oracle,state,,transient,10,0.574976,0.484924,0.327513,0.7,1.51818,1.63108
controlled,102,3,ge10,state-markov,2,160,pmc_pair,oracle,state-markov,,all,160,0.398426,0.305641,0.218677,0.8875,1.22806,1.52999
controlled,102,3,ge10,state-markov,2,160,pmc_pair,oracle,state-markov,,locomotion,46,0.406472,0.290049,0.222865,0.869565,1.30387,1.52999
controlled,102,3,ge10,state-markov,2,160,pmc_pair,oracle,state-markov,,vigorous,104,0.355996,0.288748,0.202333,0.903846,1.14087,1.52999
controlled,102,3,ge10,state-markov,2,160,pmc_pair,oracle,state-markov,,transient,10,0.679604,0.553064,0.369392,0.8,1.78612,1.52999
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,ignorable,start,all,160,0.726799,0.607797,0.428482,0.76875,1.93411,0.709754
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,ignorable,start,locomotion,46,0.471882,0.402555,0.276528,1,1.93354,0.709754
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,ignorable,start,vigorous,104,0.8175,0.699996,0.501155,0.653846,1.91052,0.709754
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,ignorable,start,transient,10,0.690724,0.593036,0.371671,0.9,2.18202,0.709754
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,state,start,all,160,0.731322,0.61535,0.432697,0.7625,1.88283,0.680331
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,state,start,locomotion,46,0.478967,0.402831,0.277635,0.978261,1.8854,0.680331
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,state,start,vigorous,104,0.824289,0.716629,0.509003,0.653846,1.85212,0.680331
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,state,start,transient,10,0.660098,0.53963,0.352406,0.9,2.19028,0.680331
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,state-markov,start,all,160,0.729174,0.613547,0.431325,0.76875,1.8891,0.638993
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,state-markov,start,locomotion,46,0.480064,0.401518,0.285076,1,1.88824,0.638993
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,state-markov,start,vigorous,104,0.822579,0.71474,0.504589,0.653846,1.85902,0.638993
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,state-markov,start,transient,10,0.640287,0.53646,0.342127,0.9,2.20598,0.638993
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,state,ignorable fit,all,160,0.73387,0.617407,0.430475,0.7625,1.88902,0.615612
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,state,ignorable fit,locomotion,46,0.476519,0.401686,0.275168,0.978261,1.89208,0.615612
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,state,ignorable fit,vigorous,104,0.827886,0.720264,0.503832,0.653846,1.85805,0.615612
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,state,ignorable fit,transient,10,0.666635,0.540005,0.381975,0.9,2.19701,0.615612
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,state-markov,ignorable fit,all,160,0.731308,0.615479,0.433011,0.76875,1.89518,0.637424
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,state-markov,ignorable fit,locomotion,46,0.477112,0.400347,0.275417,1,1.89521,0.637424
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,state-markov,ignorable fit,vigorous,104,0.826022,0.71823,0.510035,0.653846,1.86439,0.637424
controlled,102,3,ge10,state-markov,2,160,hmc_in,unsupervised,state-markov,ignorable fit,transient,10,0.643275,0.536478,0.356892,0.9,2.21533,0.637424
controlled,102,3,ge10,state-markov,3,156,hmc_in,oracle,ignorable,,all,156,0.481854,0.371513,0.283357,0.99359,2.45501,0.672089
