setting,subject,K,rule,mask,r,M,model,fit,mechanism,start_from,subset,n,rmse,mae,crps,cov90,width90,impute_s
controlled,108,3,ge10,state-markov,1,102,hmc_in,unsupervised,state,ignorable fit,rest,2,0.404346,0.388325,0.263756,1,2.85686,0.724864
controlled,108,3,ge10,state-markov,1,102,hmc_in,unsupervised,state,ignorable fit,locomotion,19,0.541739,0.466487,0.314603,1,2.27011,0.724864
controlled,108,3,ge10,state-markov,1,102,hmc_in,unsupervised,state,ignorable fit,vigorous,11,0.941933,0.734821,0.548494,0.727273,2.2862,0.724864
controlled,108,3,ge10,state-markov,1,102,hmc_in,unsupervised,state,ignorable fit,transient,70,0.714674,0.567608,0.405116,0.928571,2.51769,0.724864
controlled,108,3,ge10,state-markov,1,102,hmc_in,unsupervised,state-markov,ignorable fit,all,102,0.705299,0.558262,0.392868,0.931373,2.45001,0.621033
controlled,108,3,ge10,state-markov,1,102,hmc_in,unsupervised,state-markov,ignorable fit,rest,2,0.404105,0.388166,0.264875,1,2.85905,0.621033
controlled,108,3,ge10,state-markov,1,102,hmc_in,unsupervised,state-markov,ignorable fit,locomotion,19,0.541178,0.465754,0.318238,1,2.2639,0.621033
controlled,108,3,ge10,state-markov,1,102,hmc_in,unsupervised,state-markov,ignorable fit,vigorous,11,0.941782,0.734678,0.549303,0.727273,2.28598,0.621033
controlled,108,3,ge10,state-markov,1,102,hmc_in,unsupervised,state-markov,ignorable fit,transient,70,0.708035,0.560508,0.3922,0.942857,2.51461,0.621033
controlled,108,3,ge10,state-markov,2,89,hmc_in,oracle,ignorable,,all,89,0.742679,0.609223,0.424914,1,3.52091,0.641003
controlled,108,3,ge10,state-markov,2,89,hmc_in,oracle,ignorable,,rest,5,1.1397,0.98579,0.675657,1,3.81438,0.641003
controlled,108,3,ge10,state-markov,2,89,hmc_in,oracle,ignorable,,locomotion,15,0.44315,0.375146,0.296427,1,2.93001,0.641003
controlled,108,3,ge10,state-markov,2,89,hmc_in,oracle,ignorable,,vigorous,4,1.20729,1.12378,0.70957,1,3.5708,0.641003
controlled,108,3,ge10,state-markov,2,89,hmc_in,oracle,ignorable,,transient,65,0.721318,0.602609,0.41776,1,3.63162,0.641003
controlled,108,3,ge10,state-markov,2,89,hmc_in,oracle,state,,all,89,0.725651,0.600395,0.42308,1,3.51238,0.665778
controlled,108,3,ge10,state-markov,2,89,hmc_in,oracle,state,,rest,5,1.13956,0.985474,0.641292,1,3.81521,0.665778
controlled,108,3,ge10,state-markov,2,89,hmc_in,oracle,state,,locomotion,15,0.449098,0.389035,0.296819,1,2.87186,0.665778
controlled,108,3,ge10,state-markov,2,89,hmc_in,oracle,state,,vigorous,4,1.20711,1.12366,0.674358,1,3.57111,0.665778
controlled,108,3,ge10,state-markov,2,89,hmc_in,oracle,state,,transient,65,0.696341,0.587348,0.419968,1,3.63329,0.665778
controlled,108,3,ge10,state-markov,2,89,hmc_in,oracle,state-markov,,all,89,0.719572,0.595018,0.425785,1,3.60565,0.709917
controlled,108,3,ge10,state-markov,2,89,hmc_in,oracle,state-markov,,rest,5,1.13949,0.9853,0.691639,1,3.81567,0.709917
controlled,108,3,ge10,state-markov,2,89,hmc_in,oracle,state-markov,,locomotion,15,0.450083,0.390634,0.301151,1,2.86596,0.709917
controlled,108,3,ge10,state-markov,2,89,hmc_in,oracle,state-markov,,vigorous,4,1.20692,1.12354,0.746266,1,3.57147,0.709917
controlled,108,3,ge10,state-markov,2,89,hmc_in,oracle,state-markov,,transient,65,0.68753,0.579638,0.414375,1,3.7623,0.709917
controlled,108,3,ge10,state-markov,2,89,pmc_pair,oracle,ignorable,,all,89,0.567545,0.387427,0.298829,0.842697,1.24511,1.36665
controlled,108,3,ge10,state-markov,2,89,pmc_pair,oracle,ignorable,,rest,5,1.21073,0.910928,0.807139,0.6,0.981608,1.36665
controlled,108,3,ge10,state-markov,2,89,pmc_pair,oracle,ignorable,,locomotion,15,0.360662,0.283727,0.200167,0.933333,1.31085,1.36665
controlled,108,3,ge10,state-markov,2,89,pmc_pair,oracle,ignorable,,vigorous,4,0.515064,0.326014,0.258476,1,1.34579,1.36665
controlled,108,3,ge10,state-markov,2,89,pmc_pair,oracle,ignorable,,transient,65,0.530978,0.374868,0.284979,0.830769,1.24401,1.36665
controlled,108,3,ge10,state-markov,2,89,pmc_pair,oracle,state,,all,89,0.569864,0.390483,0.296482,0.831461,1.2546,1.37549
controlled,108,3,ge10,state-markov,2,89,pmc_pair,oracle,state,,rest,5,1.21043,0.910711,0.81294,0.6,0.982116,1.37549
controlled,108,3,ge10,state-markov,2,89,pmc_pair,oracle,state,,locomotion,15,0.369488,0.291134,0.206339,0.866667,1.27643,1.37549
controlled,108,3,ge10,state-markov,2,89,pmc_pair,oracle,state,,vigorous,4,0.488891,0.312641,0.221074,1,1.37668,1.37549
controlled,108,3,ge10,state-markov,2,89,pmc_pair,oracle,state,,transient,65,0.53454,0.378182,0.282197,0.830769,1.26301,1.37549
controlled,108,3,ge10,state-markov,2,89,pmc_pair,oracle,state-markov,,all,89,0.633845,0.424141,0.307207,0.831461,1.3656,1.43159
controlled,108,3,ge10,state-markov,2,89,pmc_pair,oracle,state-markov,,rest,5,1.21073,0.910898,0.796521,0.6,0.981348,1.43159
controlled,108,3,ge10,state-markov,2,89,pmc_pair,oracle,state-markov,,locomotion,15,0.371376,0.292574,0.212232,0.866667,1.26949,1.43159
controlled,108,3,ge10,state-markov,2,89,pmc_pair,oracle,state-markov,,vigorous,4,0.456195,0.295886,0.223363,1,1.4064,1.43159
controlled,108,3,ge10,state-markov,2,89,pmc_pair,oracle,state-markov,,transient,65,0.626664,0.424952,0.296644,0.830769,1.41482,1.43159
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,ignorable,start,all,89,0.742752,0.568373,0.401333,0.898876,2.46974,0.697923
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,ignorable,start,rest,5,0.526217,0.412853,0.286906,1,2.55876,0.697923
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,ignorable,start,locomotion,15,0.512014,0.405807,0.302102,1,2.44911,0.697923
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,ignorable,start,vigorous,4,1.23737,1.17742,0.862834,0.25,2.59195,0.697923
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,ignorable,start,transient,65,0.761157,0.580371,0.404634,0.907692,2.46013,0.697923
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state,start,all,89,0.797413,0.616441,0.436306,0.910112,2.49885,0.708396
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state,start,rest,5,0.522789,0.432827,0.288835,1,2.5717,0.708396
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state,start,locomotion,15,0.514118,0.416784,0.311878,1,2.47505,0.708396
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state,start,vigorous,4,1.25748,1.21775,0.865098,0.25,2.54747,0.708396
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state,start,transient,65,0.831457,0.639636,0.449976,0.923077,2.49575,0.708396
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state-markov,start,all,89,0.785328,0.602754,0.43302,0.910112,2.47372,0.715745
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state-markov,start,rest,5,0.516617,0.405252,0.284487,1,2.52063,0.715745
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state-markov,start,locomotion,15,0.512599,0.407111,0.294421,1,2.44899,0.715745
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state-markov,start,vigorous,4,1.24729,1.19827,0.866128,0.25,2.57306,0.715745
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state-markov,start,transient,65,0.81704,0.626448,0.449778,0.923077,2.46971,0.715745
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state,ignorable fit,all,89,0.793376,0.613194,0.438982,0.910112,2.49854,0.663642
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state,ignorable fit,rest,5,0.524911,0.42999,0.279244,1,2.56649,0.663642
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state,ignorable fit,locomotion,15,0.514443,0.415793,0.312999,1,2.47268,0.663642
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state,ignorable fit,vigorous,4,1.25833,1.21744,0.904199,0.25,2.55787,0.663642
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state,ignorable fit,transient,65,0.825923,0.635657,0.451714,0.923077,2.49563,0.663642
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state-markov,ignorable fit,all,89,0.781875,0.599963,0.432808,0.910112,2.47746,0.694965
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state-markov,ignorable fit,rest,5,0.520975,0.405748,0.283213,1,2.51668,0.694965
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state-markov,ignorable fit,locomotion,15,0.512275,0.405523,0.307242,1,2.44958,0.694965
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state-markov,ignorable fit,vigorous,4,1.24849,1.19851,0.895262,0.25,2.58067,0.694965
controlled,108,3,ge10,state-markov,2,89,hmc_in,unsupervised,state-markov,ignorable fit,transient,65,0.812213,0.622939,0.444833,0.923077,2.47453,0.694965
controlled,108,3,ge10,state-markov,3,109,hmc_in,oracle,ignorable,,all,109,0.894291,0.697708,0.50713,0.963303,3.68637,0.689861
controlled,108,3,ge10,state-markov,3,109,hmc_in,oracle,ignorable,,rest,6,1.05904,1.02404,0.636415,1,4.14922,0.689861
controlled,108,3,ge10,state-markov,3,109,hmc_in,oracle,ignorable,,locomotion,16,0.504448,0.39969,0.314813,1,3.11183,0.689861
controlled,108,3,ge10,state-markov,3,109,hmc_in,oracle,ignorable,,vigorous,14,0.473019,0.38122,0.311198,1,3.40847,0.689861
controlled,108,3,ge10,state-markov,3,109,hmc_in,oracle,ignorable,,transient,73,1.00164,0.796902,0.576231,0.945205,3.82755,0.689861
controlled,108,3,ge10,state-markov,3,109,hmc_in,oracle,state,,all,109,0.893592,0.700371,0.50725,0.963303,3.72067,0.671549
controlled,108,3,ge10,state-markov,3,109,hmc_in,oracle,state,,rest,6,0.779717,0.708167,0.552716,1,4.52227,0.671549
controlled,108,3,ge10,state-markov,3,109,hmc_in,oracle,state,,locomotion,16,0.487958,0.377084,0.306618,1,3.1118,0.671549
controlled,108,3,ge10,state-markov,3,109,hmc_in,oracle,state,,vigorous,14,0.473006,0.381202,0.313811,1,3.40845,0.671549
controlled,108,3,ge10,state-markov,3,109,hmc_in,oracle,state,,transient,73,1.02334,0.831799,0.584586,0.945205,3.84811,0.671549
controlled,108,3,ge10,state-markov,3,109,hmc_in,oracle,state-markov,,all,109,0.919183,0.720681,0.51674,0.963303,3.68488,0.720532
controlled,108,3,ge10,state-markov,3,109,hmc_in,oracle,state-markov,,rest,6,1.07437,1.03575,0.598293,1,4.11786,0.720532
controlled,108,3,ge10,state-markov,3,109,hmc_in,oracle,state-markov,,locomotion,16,0.487484,0.382918,0.311435,1,3.11469,0.720532
controlled,108,3,ge10,state-markov,3,109,hmc_in,oracle,state-markov,,vigorous,14,0.473003,0.381198,0.320525,1,3.40844,0.720532
controlled,108,3,ge10,state-markov,3,109,hmc_in,oracle,state-markov,,transient,73,1.03523,0.833922,0.592666,0.945205,3.82729,0.720532
controlled,108,3,ge10,state-markov,3,109,pmc_pair,oracle,ignorable,,all,109,0.516701,0.358954,0.264801,0.917431,1.37985,1.4528
controlled,108,3,ge10,state-markov,3,109,pmc_pair,oracle,ignorable,,rest,6,0.242612,0.20478,0.170518,1,1.48921,1.4528
controlled,108,3,ge10,state-markov,3,109,pmc_pair,oracle,ignorable,,locomotion,16,0.337374,0.279668,0.191811,1,1.31206,1.4528
controlled,108,3,ge10,state-markov,3,109,pmc_pair,oracle,ignorable,,vigorous,14,0.435504,0.36165,0.24272,0.928571,1.14311,1.4528
controlled,108,3,ge10,state-markov,3,109,pmc_pair,oracle,ignorable,,transient,73,0.576613,0.388486,0.292783,0.890411,1.43112,1.4528
controlled,108,3,ge10,state-markov,3,109,pmc_pair,oracle,state,,all,109,0.538612,0.368818,0.26599,0.93578,1.39747,1.51716
controlled,108,3,ge10,state-markov,3,109,pmc_pair,oracle,state,,rest,6,0.242529,0.203663,0.151661,1,1.48208,1.51716
controlled,108,3,ge10,state-markov,3,109,pmc_pair,oracle,state,,locomotion,16,0.348308,0.288584,0.19772,1,1.35097,1.51716
controlled,108,3,ge10,state-markov,3,109,pmc_pair,oracle,state,,vigorous,14,0.435504,0.36165,0.250776,0.928571,1.1431,1.51716
controlled,108,3,ge10,state-markov,3,109,pmc_pair,oracle,state,,transient,73,0.604457,0.401352,0.293268,0.917808,1.44949,1.51716
controlled,108,3,ge10,state-markov,3,109,pmc_pair,oracle,state-markov,,all,109,0.568802,0.37683,0.281274,0.908257,1.38047,1.51532
controlled,108,3,ge10,state-markov,3,109,pmc_pair,oracle,state-markov,,rest,6,0.239484,0.205403,0.153703,1,1.51265,1.51532
controlled,108,3,ge10,state-markov,3,109,pmc_pair,oracle,state-markov,,locomotion,16,0.364797,0.297158,0.195207,1,1.33574,1.51532
controlled,108,3,ge10,state-markov,3,109,pmc_pair,oracle,state-markov,,vigorous,14,0.435504,0.36165,0.246143,0.928571,1.14309,1.51532
controlled,108,3,ge10,state-markov,3,109,pmc_pair,oracle,state-markov,,transient,73,0.64252,0.411294,0.317361,0.876712,1.42494,1.51532
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,ignorable,start,all,109,0.702202,0.553409,0.383824,0.944954,2.4898,0.6709
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,ignorable,start,rest,6,0.315176,0.248194,0.223201,1,2.54958,0.6709
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,ignorable,start,locomotion,16,0.479327,0.390042,0.272999,1,2.28879,0.6709
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,ignorable,start,vigorous,14,0.871234,0.770742,0.514922,0.785714,2.22921,0.6709
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,ignorable,start,transient,73,0.729494,0.572621,0.396175,0.958904,2.57891,0.6709
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state,start,all,109,0.753851,0.605292,0.413617,0.972477,2.50785,0.648033
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state,start,rest,6,0.312979,0.24829,0.23348,1,2.50823,0.648033
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state,start,locomotion,16,0.549241,0.433009,0.296172,1,2.31081,0.648033
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state,start,vigorous,14,0.873101,0.772865,0.528383,0.785714,2.2329,0.648033
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state,start,transient,73,0.792578,0.640258,0.432155,1,2.60374,0.648033
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state-markov,start,all,109,0.739512,0.592282,0.401894,0.963303,2.48123,0.734419
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state-markov,start,rest,6,0.311803,0.247238,0.216376,1,2.50051,0.734419
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state-markov,start,locomotion,16,0.516916,0.41265,0.280005,1,2.31082,0.734419
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state-markov,start,vigorous,14,0.872705,0.772409,0.508675,0.785714,2.23183,0.734419
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state-markov,start,transient,73,0.777145,0.625468,0.42338,0.986301,2.56483,0.734419
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state,ignorable fit,all,109,0.756321,0.606533,0.408265,0.972477,2.50835,0.671312
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state,ignorable fit,rest,6,0.317817,0.249823,0.224246,1,2.50932,0.671312
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state,ignorable fit,locomotion,16,0.549611,0.431903,0.284513,1,2.31268,0.671312
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state,ignorable fit,vigorous,14,0.875323,0.775374,0.527635,0.785714,2.23581,0.671312
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state,ignorable fit,transient,73,0.795402,0.641747,0.42762,1,2.60342,0.671312
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state-markov,ignorable fit,all,109,0.743213,0.594815,0.406907,0.954128,2.48409,0.697518
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state-markov,ignorable fit,rest,6,0.317169,0.248946,0.216523,1,2.50264,0.697518
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state-markov,ignorable fit,locomotion,16,0.518848,0.412268,0.284376,1,2.31325,0.697518
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state-markov,ignorable fit,vigorous,14,0.875075,0.775085,0.518314,0.785714,2.23495,0.697518
controlled,108,3,ge10,state-markov,3,109,hmc_in,unsupervised,state-markov,ignorable fit,transient,73,0.781433,0.62868,0.428045,0.972603,2.5678,0.697518
controlled,108,3,ge10,state-markov,4,110,hmc_in,oracle,ignorable,,all,110,0.949893,0.738123,0.522043,0.945455,3.52368,0.679999
controlled,108,3,ge10,state-markov,4,110,hmc_in,oracle,ignorable,,locomotion,24,0.8926,0.658656,0.490042,0.916667,3.02477,0.679999
controlled,108,3,ge10,state-markov,4,110,hmc_in,oracle,ignorable,,vigorous,13,0.67544,0.593215,0.391417,1,3.42001,0.679999
controlled,108,3,ge10,state-markov,4,110,hmc_in,oracle,ignorable,,transient,73,1.00819,0.790055,0.555827,0.945205,3.70617,0.679999
controlled,108,3,ge10,state-markov,4,110,hmc_in,oracle,state,,all,110,0.936634,0.7498,0.527388,0.927273,3.47603,0.660025
controlled,108,3,ge10,state-markov,4,110,hmc_in,oracle,state,,locomotion,24,0.963319,0.694203,0.521298,0.875,2.91939,0.660025
controlled,108,3,ge10,state-markov,4,110,hmc_in,oracle,state,,vigorous,13,0.694203,0.607699,0.425478,1,3.36897,0.660025
controlled,108,3,ge10,state-markov,4,110,hmc_in,oracle,state,,transient,73,0.964895,0.793384,0.547538,0.931507,3.6781,0.660025
controlled,108,3,ge10,state-markov,4,110,hmc_in,oracle,state-markov,,all,110,1.00243,0.773006,0.543211,0.927273,3.44123,0.681999
controlled,108,3,ge10,state-markov,4,110,hmc_in,oracle,state-markov,,locomotion,24,0.963427,0.694262,0.525753,0.875,2.91904,0.681999
controlled,108,3,ge10,state-markov,4,110,hmc_in,oracle,state-markov,,vigorous,13,0.69396,0.607527,0.391815,1,3.36858,0.681999
controlled,108,3,ge10,state-markov,4,110,hmc_in,oracle,state-markov,,transient,73,1.05984,0.828364,0.575912,0.931507,3.62585,0.681999
controlled,108,3,ge10,state-markov,4,110,pmc_pair,oracle,ignorable,,all,110,0.580754,0.400056,0.292666,0.845455,1.34191,1.42915
controlled,108,3,ge10,state-markov,4,110,pmc_pair,oracle,ignorable,,locomotion,24,0.754329,0.522484,0.388873,0.708333,1.41844,1.42915
controlled,108,3,ge10,state-markov,4,110,pmc_pair,oracle,ignorable,,vigorous,13,0.525642,0.378138,0.302675,0.615385,1.23208,1.42915
controlled,108,3,ge10,state-markov,4,110,pmc_pair,oracle,ignorable,,transient,73,0.521485,0.363708,0.259254,0.931507,1.33631,1.42915
controlled,108,3,ge10,state-markov,4,110,pmc_pair,oracle,state,,all,110,0.759307,0.52972,0.375815,0.809091,1.51544,1.40954
controlled,108,3,ge10,state-markov,4,110,pmc_pair,oracle,state,,locomotion,24,0.560894,0.439146,0.325357,0.75,1.32267,1.40954
controlled,108,3,ge10,state-markov,4,110,pmc_pair,oracle,state,,vigorous,13,0.532377,0.391347,0.294896,0.615385,1.13301,1.40954
controlled,108,3,ge10,state-markov,4,110,pmc_pair,oracle,state,,transient,73,0.845498,0.584139,0.406814,0.863014,1.64692,1.40954
controlled,108,3,ge10,state-markov,4,110,pmc_pair,oracle,state-markov,,all,110,0.547353,0.397441,0.289931,0.818182,1.28067,1.42096
controlled,108,3,ge10,state-markov,4,110,pmc_pair,oracle,state-markov,,locomotion,24,0.560982,0.439262,0.323284,0.75,1.3243,1.42096
controlled,108,3,ge10,state-markov,4,110,pmc_pair,oracle,state-markov,,vigorous,13,0.532372,0.39134,0.303123,0.615385,1.133,1.42096
controlled,108,3,ge10,state-markov,4,110,pmc_pair,oracle,state-markov,,transient,73,0.545444,0.384779,0.276617,0.876712,1.29263,1.42096
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,ignorable,start,all,110,0.717852,0.513332,0.377991,0.909091,2.33162,0.618494
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,ignorable,start,locomotion,24,0.616012,0.487181,0.345937,0.916667,2.56454,0.618494
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,ignorable,start,vigorous,13,1.08966,0.995161,0.701759,0.615385,2.29002,0.618494
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,ignorable,start,transient,73,0.663543,0.436125,0.330871,0.958904,2.26245,0.618494
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,state,start,all,110,0.729361,0.530024,0.383552,0.918182,2.34406,0.771563
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,state,start,locomotion,24,0.616001,0.48867,0.347513,0.916667,2.57277,0.771563
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,state,start,vigorous,13,1.09011,0.995973,0.702129,0.615385,2.28821,0.771563
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,state,start,transient,73,0.68207,0.460643,0.338667,0.972603,2.27881,0.771563
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,state-markov,start,all,110,0.731924,0.532717,0.389286,0.918182,2.34568,0.72335
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,state-markov,start,locomotion,24,0.616618,0.486823,0.36379,0.916667,2.56079,0.72335
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,state-markov,start,vigorous,13,1.08945,0.994864,0.704771,0.615385,2.28913,0.72335
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,state-markov,start,transient,73,0.6862,0.465505,0.341486,0.972603,2.28503,0.72335
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,state,ignorable fit,all,110,0.730907,0.531017,0.383681,0.918182,2.34436,0.697074
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,state,ignorable fit,locomotion,24,0.615068,0.487177,0.343778,0.916667,2.57335,0.697074
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,state,ignorable fit,vigorous,13,1.0922,0.998507,0.69284,0.615385,2.29174,0.697074
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,state,ignorable fit,transient,73,0.684242,0.462178,0.341743,0.972603,2.27844,0.697074
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,state-markov,ignorable fit,all,110,0.733249,0.533392,0.387561,0.918182,2.34568,0.696859
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,state-markov,ignorable fit,locomotion,24,0.615642,0.48566,0.350252,0.916667,2.56233,0.696859
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,state-markov,ignorable fit,vigorous,13,1.09186,0.997776,0.723077,0.615385,2.29306,0.696859
controlled,108,3,ge10,state-markov,4,110,hmc_in,unsupervised,state-markov,ignorable fit,transient,73,0.687935,0.466386,0.340078,0.972603,2.28382,0.696859
controlled,108,3,any,state,0,909,hmc_in,oracle,ignorable,,all,909,0.744869,0.588949,0.426299,0.974697,3.40405,0.689412
controlled,108,3,any,state,0,909,hmc_in,oracle,ignorable,,rest,38,0.949425,0.867858,0.558484,0.947368,3.71783,0.689412
controlled,108,3,any,state,0,909,hmc_in,oracle,ignorable,,locomotion,281,0.579269,0.453679,0.346368,0.985765,3.02783,0.689412
controlled,108,3,any,state,0,909,hmc_in,oracle,ignorable,,vigorous,239,0.683322,0.556222,0.403865,0.987448,3.45587,0.689412
controlled,108,3,any,state,0,909,hmc_in,oracle,ignorable,,transient,351,0.867587,0.689332,0.491255,0.960114,3.63597,0.689412
controlled,108,3,any,state,0,909,hmc_in,oracle,state,,all,909,0.77313,0.60742,0.437995,0.966997,3.3536,0.760615
controlled,108,3,any,state,0,909,hmc_in,oracle,state,,rest,38,0.944232,0.865842,0.547151,0.947368,3.72056,0.760615
controlled,108,3,any,state,0,909,hmc_in,oracle,state,,locomotion,281,0.606652,0.471968,0.353,0.978648,2.95582,0.760615
controlled,108,3,any,state,0,909,hmc_in,oracle,state,,vigorous,239,0.696535,0.562151,0.412177,0.987448,3.43919,0.760615
controlled,108,3,any,state,0,909,hmc_in,oracle,state,,transient,351,0.909098,0.718706,0.511803,0.945869,3.57403,0.760615
controlled,108,3,any,state,0,909,hmc_in,oracle,state-markov,,all,909,0.775842,0.608193,0.43911,0.966997,3.35318,0.714987
controlled,108,3,any,state,0,909,hmc_in,oracle,state-markov,,rest,38,0.944079,0.86575,0.56803,0.947368,3.72081,0.714987
controlled,108,3,any,state,0,909,hmc_in,oracle,state-markov,,locomotion,281,0.618702,0.47809,0.359734,0.978648,2.95243,0.714987
controlled,108,3,any,state,0,909,hmc_in,oracle,state-markov,,vigorous,239,0.696502,0.562144,0.408847,0.987448,3.43917,0.714987
controlled,108,3,any,state,0,909,hmc_in,oracle,state-markov,,transient,351,0.908615,0.715821,0.509305,0.945869,3.57566,0.714987
controlled,108,3,any,state,0,909,pmc_pair,oracle,ignorable,,all,909,0.494728,0.355786,0.261592,0.852585,1.31285,3.53564
controlled,108,3,any,state,0,909,pmc_pair,oracle,ignorable,,rest,38,0.450374,0.268489,0.205986,0.921053,1.10461,3.53564
controlled,108,3,any,state,0,909,pmc_pair,oracle,ignorable,,locomotion,281,0.442401,0.32884,0.239188,0.882562,1.35677,3.53564
controlled,108,3,any,state,0,909,pmc_pair,oracle,ignorable,,vigorous,239,0.476878,0.345898,0.258544,0.845188,1.28575,3.53564
controlled,108,3,any,state,0,909,pmc_pair,oracle,ignorable,,transient,351,0.548052,0.393542,0.287623,0.826211,1.31868,3.53564
controlled,108,3,any,state,0,909,pmc_pair,oracle,state,,all,909,0.500218,0.357875,0.264378,0.842684,1.2742,3.56836
controlled,108,3,any,state,0,909,pmc_pair,oracle,state,,rest,38,0.452597,0.270625,0.205789,0.921053,1.11707,3.56836
controlled,108,3,any,state,0,909,pmc_pair,oracle,state,,locomotion,281,0.422183,0.322712,0.235552,0.871886,1.30559,3.56836
controlled,108,3,any,state,0,909,pmc_pair,oracle,state,,vigorous,239,0.471175,0.342462,0.255187,0.849372,1.26581,3.56836
controlled,108,3,any,state,0,909,pmc_pair,oracle,state,,transient,351,0.576165,0.405967,0.300058,0.806268,1.2718,3.56836
controlled,108,3,any,state,0,909,pmc_pair,oracle,state-markov,,all,909,0.508789,0.360494,0.266005,0.842684,1.27682,3.69737
controlled,108,3,any,state,0,909,pmc_pair,oracle,state-markov,,rest,38,0.452706,0.270716,0.204664,0.921053,1.11751,3.69737
controlled,108,3,any,state,0,909,pmc_pair,oracle,state-markov,,locomotion,281,0.423562,0.323976,0.233261,0.871886,1.31244,3.69737
controlled,108,3,any,state,0,909,pmc_pair,oracle,state-markov,,vigorous,239,0.471157,0.342415,0.256763,0.849372,1.26559,3.69737
controlled,108,3,any,state,0,909,pmc_pair,oracle,state-markov,,transient,351,0.594498,0.411758,0.305152,0.806268,1.2732,3.69737
