setting,subject,K,rule,model,start,fit,mechanism,start_from,n_iter,fit_s,state_means,ll,classify_s,err_all,n_all,perm,perm_identity,err_missing,n_missing,err_observed,n_observed,acc_missing,conf_missing,brier_missing,logloss_missing,p_true_missing,ece_missing,rel_n,rel_conf,rel_correct,share_true_missing,share_post_missing,mech_rates,mech_onset,mech_persistence,sorted_rates,sorted_onset,sorted_persistence,ll_mask_common,mask,r,M,mask_rates,mask_onset,mask_persistence,err_by_activity
controlled,108,3,any,hmc_in,,oracle,state-markov,,,,,-12315.7,0.112712,0.104791,5239,012,True,0.0829016,579,0.107511,4660,0.917098,0.981485,0.167858,0.810851,0.90218,0.0896195,0|0|0|1|1|21|2|4|10|540,0|0|0|0.591031|0.659326|14.4446|1.53808|3.35209|9.0053|538.689,0|0|0|1|1|21|1|2|8|497,0.0674|0.5095|0.4231,0.1101|0.4966|0.3933,0.018733|0.14402|0.2263,0.018905|0.098451|0.19533,0.0097099|0.41488|0.3322,,,,,state-markov,2,904,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,pmc_pair,,oracle,ignorable,,,,,-5089.25,0.432711,0.0820767,5239,012,True,0.107081,579,0.07897,4660,0.892919,0.950353,0.175707,0.530757,0.876434,0.0782866,0|0|6|13|14|16|9|14|28|479,0|0|3.12803|7.48097|8.84477|11.1484|6.9701|11.7366|25.469|475.477,0|0|1|3|11|15|7|9|24|447,0.0674|0.5095|0.4231,0.1340|0.4372|0.4288,,,,,,,,state-markov,2,904,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,pmc_pair,,oracle,state,,,,,-7918.88,0.518827,0.046192,5239,012,True,0.0535406,579,0.045279,4660,0.946459,0.968581,0.0818113,0.191729,0.935561,0.042411,0|0|3|10|0|8|13|13|22|510,0|0|1.51536|5.65377|0|5.46246|10.1483|10.983|19.7243|507.321,0|0|2|0|0|8|13|9|19|497,0.0674|0.5095|0.4231,0.0990|0.4661|0.4350,0.018571|0.14382|0.22612,,,,,,,state-markov,2,904,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,pmc_pair,,oracle,state-markov,,,,,-7777.18,0.553353,0.0297767,5239,012,True,0.0276339,579,0.0300429,4660,0.972366,0.980722,0.0542477,0.136942,0.958357,0.0260302,0|1|3|6|0|1|1|12|17|538,0|0.449022|1.5445|3.37573|0|0.676013|0.762479|9.95405|15.5704|535.506,0|0|3|4|0|1|1|12|16|526,0.0674|0.5095|0.4231,0.0932|0.4947|0.4121,0.018733|0.14402|0.2263,0.018905|0.098451|0.19533,0.0097099|0.41488|0.3322,,,,,state-markov,2,904,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,0,unsupervised,ignorable,start,15,1.96793,-2.3612|-0.5807|1.2429,-6727.25,0.128216,0.43138,5239,021,False,0.516408,579,0.420815,4660,0.483592,0.949622,0.974123,3.41965,0.479078,0.468543,0|0|9|16|10|21|15|8|13|487,0|0|4.46649|8.97803|6.27228|14.7369|11.4465|6.79804|11.6559|485.477,0|0|2|6|7|6|9|5|10|235,0.0674|0.5095|0.4231,0.0768|0.7980|0.1252,,,,,,,-2840.9203|-2558.8004,state-markov,2,904,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,0,unsupervised,state,start,15,2.03168,-2.3625|-0.5774|1.2442,-9493,0.123717,0.427181,5239,021,False,0.488774,579,0.419528,4660,0.511226,0.961043,0.948846,3.64494,0.498606,0.452234,0|0|9|6|13|9|15|12|14|501,0|0|4.63766|3.30039|8.17245|6.32136|11.6776|10.1358|12.8385|499.36,0|0|4|4|6|4|10|9|10|249,0.0674|0.5095|0.4231,0.0647|0.8190|0.1162,0.051426|0.089075|0.15589,,,0.051426|0.089075|0.15589,,,-2840.9203|-2558.8004,state-markov,2,904,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,0,unsupervised,state-markov,start,15,2.09959,-2.3619|-0.5777|1.2444,-9234.03,0.107383,0.430807,5239,021,False,0.509499,579,0.42103,4660,0.490501,0.954311,0.966216,3.58212,0.485108,0.46744,0|2|3|12|17|13|20|11|6|495,0|0.92168|1.52066|6.94918|10.7335|9.18008|15.4818|9.12281|5.42221|493.214,0|0|0|8|5|4|13|7|4|243,0.0674|0.5095|0.4231,0.0713|0.8064|0.1223,0.05592|0.090116|0.15301,0.036425|0.059977|0.11081,0.38504|0.39442|0.38659,0.05592|0.090116|0.15301,0.036425|0.059977|0.11081,0.38504|0.39442|0.38659,-2840.9203|-2558.8004,state-markov,2,904,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,0,unsupervised,state,ignorable fit,4,0.513185,-2.3658|-0.5958|1.2402,-9491.73,0.107563,0.426799,5239,021,False,0.488774,579,0.419099,4660,0.511226,0.961618,0.947587,3.62616,0.499632,0.451186,0|0|12|5|8|12|10|15|14|503,0|0|6.17724|2.77023|5.12953|8.42538|7.79735|12.5094|12.7234|501.244,0|0|5|3|3|7|7|10|10|251,0.0674|0.5095|0.4231,0.0638|0.8202|0.1160,0.050937|0.089347|0.1555,,,0.050937|0.089347|0.1555,,,-2840.9203|-2558.8004,state-markov,2,904,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,0,unsupervised,state-markov,ignorable fit,3,0.416246,-2.3642|-0.5914|1.2412,-9233.21,0.180045,0.430235,5239,021,False,0.507772,579,0.420601,4660,0.492228,0.954203,0.964366,3.56496,0.486053,0.467026,0|2|3|13|17|9|19|14|7|495,0|0.9091|1.52397|7.53753|10.7186|6.22689|14.5255|11.5383|6.28157|493.222,0|0|1|9|2|4|13|9|4|243,0.0674|0.5095|0.4231,0.0709|0.8076|0.1215,0.056188|0.089934|0.15264,0.036475|0.059934|0.11052,0.38732|0.39351|0.38648,0.056188|0.089934|0.15264,0.036475|0.059934|0.11052,0.38732|0.39351|0.38648,-2840.9203|-2558.8004,state-markov,2,904,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,,oracle,ignorable,,,,,-9531.15,0.152651,0.114526,5239,012,True,0.0733083,532,0.119184,4707,0.926692,0.983808,0.13145,0.636429,0.922825,0.0588177,0|0|3|3|6|1|5|3|7|504,0|0|1.52844|1.75464|3.79287|0.696506|3.9045|2.4979|6.25486|502.956,0|0|1|2|4|0|3|2|4|477,0.0808|0.4925|0.4267,0.1086|0.4902|0.4011,,,,,,,,state-markov,3,970,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,,oracle,state,,,,,-12624,0.114117,0.110708,5239,012,True,0.0620301,532,0.11621,4707,0.93797,0.992493,0.121489,0.568652,0.932934,0.0601479,0|0|0|1|0|1|1|3|15|511,0|0|0|0.544254|0|0.709486|0.760124|2.44327|13.4898|510.059,0|0|0|1|0|1|1|1|14|481,0.0808|0.4925|0.4267,0.0915|0.4973|0.4113,0.020474|0.12774|0.20952,,,,,,,state-markov,3,970,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,,oracle,state-markov,,,,,-12273.8,0.137991,0.110899,5239,012,True,0.0639098,532,0.11621,4707,0.93609,0.992719,0.12099,0.570388,0.93357,0.0590616,0|0|1|0|0|2|2|2|8|517,0|0|0.509225|0|0|1.35294|1.51554|1.70948|7.2211|515.818,0|0|0|0|0|2|1|1|6|488,0.0808|0.4925|0.4267,0.0929|0.4977|0.4094,0.020616|0.12794|0.20954,0.018458|0.095521|0.16345,0.12313|0.34892|0.38341,,,,,state-markov,3,970,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,pmc_pair,,oracle,ignorable,,,,,-5038.76,0.48122,0.127505,5239,012,True,0.12406,532,0.127895,4707,0.87594,0.958515,0.168831,0.432605,0.88651,0.0841241,0|1|5|20|3|7|11|6|15|464,0|0.442024|2.59684|11.6219|1.95567|4.97723|8.41018|4.99126|13.5249|461.41,0|0|3|0|1|2|3|5|12|440,0.0808|0.4925|0.4267,0.1171|0.4357|0.4472,,,,,,,,state-markov,3,970,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,pmc_pair,,oracle,state,,,,,-8054.08,0.515993,0.0627982,5239,012,True,0.056391,532,0.0635224,4707,0.943609,0.960285,0.0894397,0.234455,0.924129,0.0464418,0|0|1|1|3|14|17|46|22|428,0|0|0.527788|0.556091|1.95181|9.61906|12.9725|38.1375|19.9449|427.162,0|0|0|0|1|7|10|46|20|418,0.0808|0.4925|0.4267,0.0919|0.4545|0.4536,0.020474|0.12774|0.20952,,,,,,,state-markov,3,970,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,pmc_pair,,oracle,state-markov,,,,,-7749.54,0.52103,0.0843672,5239,012,True,0.0733083,532,0.0856172,4707,0.926692,0.96446,0.0929877,0.237046,0.929364,0.0393173,0|0|3|17|8|7|1|7|21|468,0|0|1.5109|9.4969|5.14722|4.73655|0.768296|5.81962|19.0245|466.589,0|0|0|6|2|1|1|6|19|458,0.0808|0.4925|0.4267,0.0930|0.4587|0.4483,0.020616|0.12794|0.20954,0.018458|0.095521|0.16345,0.12313|0.34892|0.38341,,,,,state-markov,3,970,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,0,unsupervised,ignorable,start,15,1.92264,-2.3658|-0.5534|1.2661,-6694.98,0.14366,0.436915,5239,021,False,0.5,532,0.429785,4707,0.5,0.967616,0.958667,3.21105,0.498076,0.469457,0|0|5|10|6|7|8|7|14|475,0|0|2.51033|5.71135|3.82478|4.90018|6.15195|5.81429|12.6521|473.207,0|0|3|4|2|2|2|4|7|242,0.0808|0.4925|0.4267,0.0616|0.8349|0.1035,,,,,,,-2975.7283|-2638.4821,state-markov,3,970,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,0,unsupervised,state,start,15,1.81593,-2.3649|-0.5341|1.2737,-9608.04,0.106713,0.439206,5239,021,False,0.5,532,0.432335,4707,0.5,0.968823,0.958508,3.54241,0.499304,0.468823,0|0|2|14|7|9|3|8|10|479,0|0|1.03241|7.99652|4.45225|6.28954|2.30723|6.64602|9.15484|477.535,0|0|1|5|2|3|2|3|5|245,0.0808|0.4925|0.4267,0.0586|0.8462|0.0952,0.066058|0.0945|0.16388,,,0.066058|0.0945|0.16388,,,-2975.7283|-2638.4821,state-markov,3,970,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,0,unsupervised,state-markov,start,15,1.94435,-2.3652|-0.5417|1.2705,-9288.21,0.117102,0.436152,5239,021,False,0.49812,532,0.429148,4707,0.50188,0.968292,0.957312,3.36815,0.499181,0.469541,0|0|6|7|7|9|6|8|14|475,0|0|3.16786|3.95225|4.34153|6.34348|4.54054|6.72487|12.7276|473.333,0|0|4|3|0|5|2|4|4|245,0.0808|0.4925|0.4267,0.0599|0.8416|0.0986,0.067765|0.097402|0.16081,0.045185|0.057922|0.11333,0.37839|0.46325|0.4086,0.067765|0.097402|0.16081,0.045185|0.057922|0.11333,0.37839|0.46325|0.4086,-2975.7283|-2638.4821,state-markov,3,970,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,0,unsupervised,state,ignorable fit,4,0.577047,-2.3688|-0.5645|1.2645,-9606.94,0.104269,0.435198,5239,021,False,0.49812,532,0.428086,4707,0.50188,0.968368,0.954903,3.51265,0.500967,0.467543,0|0|4|10|11|7|5|4|11|480,0|0|2.03506|5.71935|6.9561|4.87953|3.82907|3.29605|9.92482|478.532,0|0|0|6|3|3|1|3|2|249,0.0808|0.4925|0.4267,0.0581|0.8492|0.0926,0.065722|0.094683|0.16303,,,0.065722|0.094683|0.16303,,,-2975.7283|-2638.4821,state-markov,3,970,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,0,unsupervised,state-markov,ignorable fit,3,0.370487,-2.3680|-0.5637|1.2639,-9287.42,0.132694,0.435388,5239,021,False,0.49812,532,0.428298,4707,0.50188,0.967806,0.954851,3.35025,0.50025,0.467628,0|0|5|11|6|10|4|7|12|477,0|0|2.54739|6.29717|3.89631|7.08463|3.06621|5.88561|10.8258|475.27,0|0|3|3|2|4|2|3|3|247,0.0808|0.4925|0.4267,0.0596|0.8438|0.0966,0.068509|0.096434|0.16038,0.045207|0.057905|0.11278,0.38534|0.45744|0.40955,0.068509|0.096434|0.16038,0.045207|0.057905|0.11278,0.38534|0.45744|0.40955,-2975.7283|-2638.4821,state-markov,3,970,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,,oracle,ignorable,,,,,-9592.78,0.139485,0.119488,5239,012,True,0.071028,535,0.125,4704,0.928972,0.982733,0.141937,0.787607,0.917306,0.0764704,0|0|2|1|12|3|1|2|9|505,0|0|1.00705|0.587621|7.33059|2.05982|0.766557|1.67336|8.13372|504.203,0|0|2|1|12|1|0|1|5|475,0.0598|0.4598|0.4804,0.1039|0.4521|0.4439,,,,,,,,state-markov,4,897,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,,oracle,state,,,,,-12537.9,0.113145,0.107082,5239,012,True,0.0560748,535,0.112883,4704,0.943925,0.988119,0.106078,0.537128,0.937659,0.0593929,0|1|0|2|1|0|9|7|8|507,0|0.459884|0|1.19058|0.604519|0|7.04832|5.76056|7.12532|506.454,0|0|0|0|0|0|9|7|8|481,0.0598|0.4598|0.4804,0.0884|0.4654|0.4462,0.015247|0.11994|0.23719,,,,,,,state-markov,4,897,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,,oracle,state-markov,,,,,-12257.4,0.108389,0.109563,5239,012,True,0.0560748,535,0.115646,4704,0.943925,0.989965,0.109359,0.596039,0.937479,0.0543142,0|0|0|1|3|2|5|5|0|519,0|0|0|0.578033|1.90776|1.3445|3.86404|4.21076|0|517.726,0|0|0|1|1|2|5|3|0|493,0.0598|0.4598|0.4804,0.0915|0.4673|0.4412,0.015365|0.11996|0.23738,0.014508|0.089743|0.19816,0.070303|0.34166|0.36339,,,,,state-markov,4,897,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,pmc_pair,,oracle,ignorable,,,,,-5079.16,0.428962,0.126933,5239,012,True,0.147664,535,0.124575,4704,0.852336,0.9573,0.22653,0.575411,0.856735,0.104964,0|0|5|9|16|9|3|15|34|444,0|0|2.55623|5.0247|9.9898|6.20912|2.30525|12.5662|31.0257|442.478,0|0|2|4|5|2|2|8|19|414,0.0598|0.4598|0.4804,0.1100|0.3685|0.5215,,,,,,,,state-markov,4,897,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,pmc_pair,,oracle,state,,,,,-7968.18,0.562791,0.0589807,5239,012,True,0.0598131,535,0.0588861,4704,0.940187,0.973407,0.098225,0.21539,0.931618,0.0490209,2|3|0|3|5|8|6|10|21|477,0.767183|1.23496|0|1.74632|3.2231|5.70889|4.58008|8.4842|19.0458|475.982,0|0|0|0|3|7|6|10|19|458,0.0598|0.4598|0.4804,0.0768|0.4231|0.5001,0.015247|0.11994|0.23719,,,,,,,state-markov,4,897,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,pmc_pair,,oracle,state-markov,,,,,-7713.43,0.450714,0.0652796,5239,012,True,0.071028,535,0.0646259,4704,0.928972,0.983414,0.12537,0.278993,0.923313,0.060241,0|0|0|1|3|0|3|11|35|482,0|0|0|0.559051|1.90612|0|2.37439|9.44869|31.2204|480.618,0|0|0|0|1|0|1|11|23|461,0.0598|0.4598|0.4804,0.0904|0.4230|0.4866,0.015365|0.11996|0.23738,0.014508|0.089743|0.19816,0.070303|0.34166|0.36339,,,,,state-markov,4,897,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,0,unsupervised,ignorable,start,16,2.07381,-2.3691|-0.5785|1.2543,-6750.19,0.0996799,0.435579,5239,021,False,0.527103,535,0.42517,4704,0.472897,0.972489,1.02147,3.4453,0.469564,0.499591,0|0|6|3|4|9|8|9|9|487,0|0|3.06907|1.63289|2.62751|6.27572|6.0123|7.60548|8.14381|484.915,0|0|3|1|0|6|5|6|6|226,0.0598|0.4598|0.4804,0.0495|0.8465|0.1039,,,,,,,-2826.3105|-2540.4419,state-markov,4,897,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,0,unsupervised,state,start,15,1.91483,-2.3686|-0.5691|1.2578,-9513,0.101377,0.434243,5239,021,False,0.51215,535,0.425383,4704,0.48785,0.975945,1.00724,3.76063,0.479223,0.500406,0|0|4|6|4|3|7|7|18|486,0|0|2.05755|3.38656|2.45323|2.13018|5.32006|5.96394|16.2432|484.576,0|0|1|5|2|2|7|4|10|230,0.0598|0.4598|0.4804,0.0455|0.8565|0.0979,0.055748|0.089563|0.15204,,,0.055748|0.089563|0.15204,,,-2826.3105|-2540.4419,state-markov,4,897,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,0,unsupervised,state-markov,start,15,1.99899,-2.3676|-0.5654|1.2584,-9236.12,0.117253,0.434816,5239,021,False,0.517757,535,0.425383,4704,0.482243,0.972774,1.01378,3.61945,0.473788,0.4958,0|0|2|10|5|5|6|10|10|487,0|0|1.04528|5.54535|3.1975|3.51976|4.65672|8.34366|9.13676|484.989,0|0|2|6|3|2|4|7|6|228,0.0598|0.4598|0.4804,0.0483|0.8525|0.0992,0.061055|0.08773|0.1503,0.037906|0.054898|0.11165,0.41705|0.42914|0.36882,0.061055|0.08773|0.1503,0.037906|0.054898|0.11165,0.41705|0.42914|0.36882,-2826.3105|-2540.4419,state-markov,4,897,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,0,unsupervised,state,ignorable fit,4,0.537285,-2.3727|-0.5916|1.2530,-9511.66,0.115656,0.433861,5239,021,False,0.51028,535,0.42517,4704,0.48972,0.975982,1.00536,3.74129,0.48017,0.497648,0|0|4|8|2|2|8|6|17|488,0|0|2.06463|4.5936|1.24688|1.39281|6.11379|5.04528|15.2466|486.447,0|0|2|5|2|1|8|3|9|232,0.0598|0.4598|0.4804,0.0451|0.8575|0.0974,0.055244|0.089589|0.15172,,,0.055244|0.089589|0.15172,,,-2826.3105|-2540.4419,state-markov,4,897,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,108,3,any,hmc_in,0,unsupervised,state-markov,ignorable fit,3,0.400885,-2.3714|-0.5871|1.2534,-9235.02,0.119716,0.434816,5239,021,False,0.517757,535,0.425383,4704,0.482243,0.972774,1.01155,3.60131,0.474909,0.493973,0|0|2|10|6|4|6|8|15|484,0|0|1.04903|5.59485|3.83106|2.84467|4.58668|6.65358|13.6503|482.224,0|0|1|6|4|2|2|7|9|227,0.0598|0.4598|0.4804,0.0479|0.8536|0.0985,0.060899|0.087805|0.14984,0.037722|0.055042|0.1112,0.4183|0.42818|0.36908,0.060899|0.087805|0.14984,0.037722|0.055042|0.1112,0.4183|0.42818|0.36908,-2826.3105|-2540.4419,state-markov,4,897,0.01853|0.1336|0.2281|0.1181,0.01791|0.09679|0.189|0.07417,0.05128|0.3723|0.3603|0.4464,
controlled,105,2,ge10,hmc_in,,oracle,ignorable,,,,,-10394.9,0.0840118,0.0471733,5448,01,True,0.0462963,108,0.047191,5340,0.953704,0.996347,0.0905487,0.379931,0.951906,0.0479338,0|0|0|0|1|0|0|0|1|106,0|0|0|0|0.714306|0|0|0|0.908627|105.983,0|0|0|0|1|0|0|0|0|102,0.0185|0.9815,0.0666|0.9334,,,,,,,,state,0,112,0.002365|0.02759|0.001466,0.001897|0.01943|0.000979,0.2|0.3152|0.3333,
controlled,105,2,ge10,hmc_in,,oracle,state,,,,,-10948.2,0.0769872,0.0451542,5448,01,True,0.037037,108,0.0453184,5340,0.962963,0.995581,0.0674535,0.236198,0.962737,0.0370314,0|0|0|0|0|1|1|0|0|106,0|0|0|0|0|0.761703|0.805998|0|0|105.955,0|0|0|0|0|1|0|0|0|103,0.0185|0.9815,0.0558|0.9442,0.00095272|0.031789,,,,,,,state,0,112,0.002365|0.02759|0.001466,0.001897|0.01943|0.000979,0.2|0.3152|0.3333,
controlled,105,2,ge10,hmc_in,,oracle,state-markov,,,,,-10947.7,0.0826814,0.0447871,5448,01,True,0.037037,108,0.0449438,5340,0.962963,0.995623,0.0672598,0.235239,0.962852,0.0369221,0|0|0|0|0|1|1|0|0|106,0|0|0|0|0|0.769829|0.802724|0|0|105.955,0|0|0|0|0|1|0|0|0|103,0.0185|0.9815,0.0557|0.9443,0.00095699|0.03179,0.00095367|0.032522,0.0044248|0.0094699,,,,,state,0,112,0.002365|0.02759|0.001466,0.001897|0.01943|0.000979,0.2|0.3152|0.3333,
controlled,105,2,ge10,hmc_in,0,unsupervised,ignorable,start,25,2.74213,-2.0090|0.7260,-9847.28,0.105693,0.215308,5448,01,True,0.0462963,108,0.218727,5340,0.953704,0.993142,0.0882075,0.207738,0.951074,0.047696,0|1|0|0|0|0|0|1|1|105,0|0.554058|0|0|0|0|0|0.883113|0.91928|104.903,0|1|0|0|0|0|0|0|0|102,0.0185|0.9815,0.0489|0.9511,,,,,,,-581.9501|-581.7873,state,0,112,0.002365|0.02759|0.001466,0.001897|0.01943|0.000979,0.2|0.3152|0.3333,
controlled,105,2,ge10,hmc_in,0,unsupervised,state,start,27,3.07892,-2.0037|0.7286,-10416.8,0.0852835,0.214941,5448,01,True,0.0462963,108,0.218352,5340,0.953704,0.990657,0.066979,0.163146,0.95983,0.0369535,0|0|1|1|0|0|0|2|0|104,0|0|0.601716|0.695373|0|0|0|1.73373|0|103.96,0|0|0|0|0|0|0|1|0|102,0.0185|0.9815,0.0397|0.9603,0.0035126|0.018561,,,0.0035126|0.018561,,,-581.9501|-581.7873,state,0,112,0.002365|0.02759|0.001466,0.001897|0.01943|0.000979,0.2|0.3152|0.3333,
controlled,105,2,ge10,hmc_in,0,unsupervised,state-markov,start,27,3.12808,-2.0034|0.7287,-10416.5,0.157026,0.214758,5448,01,True,0.0462963,108,0.218165,5340,0.953704,0.990626,0.0668699,0.162935,0.959878,0.0369225,0|1|0|1|0|0|0|2|0|104,0|0.599028|0|0.694457|0|0|0|1.73387|0|103.96,0|0|0|0|0|0|0|1|0|102,0.0185|0.9815,0.0397|0.9603,0.0035155|0.018564,0.0035217|0.018735,0.001765|0.0095196,0.0035155|0.018564,0.0035217|0.018735,0.001765|0.0095196,-581.9501|-581.7873,state,0,112,0.002365|0.02759|0.001466,0.001897|0.01943|0.000979,0.2|0.3152|0.3333,
controlled,105,2,ge10,hmc_in,0,unsupervised,state,ignorable fit,3,0.346852,-2.0171|0.7219,-10415.9,0.0954045,0.215859,5448,01,True,0.0462963,108,0.219288,5340,0.953704,0.990287,0.0660921,0.166865,0.960123,0.0365837,0|1|0|1|0|0|0|2|0|104,0|0.584683|0|0.67817|0|0|0|1.74009|0|103.948,0|0|0|0|0|0|0|1|0|102,0.0185|0.9815,0.0392|0.9608,0.0035744|0.018483,,,0.0035744|0.018483,,,-581.9501|-581.7873,state,0,112,0.002365|0.02759|0.001466,0.001897|0.01943|0.000979,0.2|0.3152|0.3333,
controlled,105,2,ge10,hmc_in,0,unsupervised,state-markov,ignorable fit,3,0.415898,-2.0171|0.7219,-10415.6,0.0864225,0.215859,5448,01,True,0.0462963,108,0.219288,5340,0.953704,0.990247,0.0659646,0.166737,0.960178,0.0365432,0|1|0|1|0|0|0|2|0|104,0|0.581623|0|0.676813|0|0|0|1.74028|0|103.948,0|0|0|0|0|0|0|1|0|102,0.0185|0.9815,0.0391|0.9609,0.0035781|0.018484,0.0035846|0.018653,0.0017668|0.0095192,0.0035781|0.018484,0.0035846|0.018653,0.0017668|0.0095192,-581.9501|-581.7873,state,0,112,0.002365|0.02759|0.001466,0.001897|0.01943|0.000979,0.2|0.3152|0.3333,
controlled,105,2,ge10,hmc_in,,oracle,ignorable,,,,,-10391,0.12769,0.0486417,5448,01,True,0.0934579,107,0.0477439,5341,0.906542,0.979442,0.157517,0.685441,0.906989,0.0891962,1|1|0|1|1|1|2|1|0|99,0.549075|0.589805|0|0.697443|0.730392|0.775739|1.61596|0.881657|0|98.9603,1|0|0|1|0|0|1|1|0|93,0.0374|0.9626,0.1304|0.8696,,,,,,,,state,1,109,0.002365|0.02759|0.001466,0.001897|0.01943|0.000979,0.2|0.3152|0.3333,
controlled,105,2,ge10,hmc_in,,oracle,state,,,,,-10937.9,0.0845954,0.042768,5448,01,True,0.0560748,107,0.0425014,5341,0.943925,0.993527,0.103598,0.479417,0.942806,0.0553248,0|0|0|0|1|0|1|1|1|103,0|0|0|0|0.723823|0|0.844634|0.899228|0.949963|102.89,0|0|0|0|0|0|1|1|1|98,0.0374|0.9626,0.0946|0.9054,0.0018982|0.030889,,,,,,,state,1,109,0.002365|0.02759|0.001466,0.001897|0.01943|0.000979,0.2|0.3152|0.3333,
controlled,105,2,ge10,hmc_in,,oracle,state-markov,,,,,-10936.9,0.0998972,0.042768,5448,01,True,0.0560748,107,0.0425014,5341,0.943925,0.993465,0.103737,0.480677,0.942672,0.0553866,0|0|0|0|1|0|1|1|1|103,0|0|0|0|0.727431|0|0.841586|0.896824|0.948775|102.886,0|0|0|0|0|0|1|1|1|98,0.0374|0.9626,0.0947|0.9053,0.0019171|0.030889,0.0019015|0.030326,0.01|0.048558,,,,,state,1,109,0.002365|0.02759|0.001466,0.001897|0.01943|0.000979,0.2|0.3152|0.3333,
