task,seconds,cpu_seconds,cached,spec
controlled,13.8518,6.02746,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 2, ""intensity"": ""any"", ""mask"": ""state"", ""r"": 4, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,15.9468,7.01395,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 2, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 0, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,15.1884,6.76092,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 2, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 1, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,15.745,7.04082,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 2, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 2, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,13.7313,6.27346,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 2, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 3, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,13.3652,6.14518,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 2, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 4, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,19.9293,9.10002,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state"", ""r"": 0, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,21.1914,9.61101,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state"", ""r"": 1, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,19.9814,9.03148,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state"", ""r"": 2, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,20.5682,9.41898,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state"", ""r"": 3, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,19.6758,8.90841,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state"", ""r"": 4, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,19.9063,9.09429,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state-markov"", ""r"": 0, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,19.3246,8.75141,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state-markov"", ""r"": 1, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,19.0883,8.69137,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state-markov"", ""r"": 2, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,20.1892,9.20196,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state-markov"", ""r"": 3, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,19.904,9.07632,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state-markov"", ""r"": 4, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,26.8565,12.2057,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state"", ""r"": 0, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,26.9759,12.2875,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state"", ""r"": 1, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,27.496,12.4395,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state"", ""r"": 2, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,26.8795,12.3998,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state"", ""r"": 3, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,25.2234,11.6509,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state"", ""r"": 4, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,25.3066,11.7653,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 0, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,24.5713,11.5689,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 1, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,24.1108,11.3227,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 2, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,24.3134,11.485,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 3, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,23.9977,11.3771,True,"{""task"": ""controlled"", ""subject"": 108, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 4, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,15.1894,7.27223,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""ge10"", ""mask"": ""state"", ""r"": 0, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,15.5615,7.30607,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""ge10"", ""mask"": ""state"", ""r"": 1, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,15.3131,7.03391,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""ge10"", ""mask"": ""state"", ""r"": 2, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,11.1071,5.01762,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""ge10"", ""mask"": ""state"", ""r"": 3, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,11.2158,5.01738,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""ge10"", ""mask"": ""state"", ""r"": 4, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,16.5902,7.59219,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""ge10"", ""mask"": ""state-markov"", ""r"": 0, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,15.9515,7.37133,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""ge10"", ""mask"": ""state-markov"", ""r"": 1, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,16.2116,7.50727,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""ge10"", ""mask"": ""state-markov"", ""r"": 2, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,14.7466,6.78929,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""ge10"", ""mask"": ""state-markov"", ""r"": 3, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,11.2508,5.2364,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""ge10"", ""mask"": ""state-markov"", ""r"": 4, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,10.0502,4.81729,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""any"", ""mask"": ""state"", ""r"": 0, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,13.8488,6.5699,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""any"", ""mask"": ""state"", ""r"": 1, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,14.4659,6.92727,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""any"", ""mask"": ""state"", ""r"": 2, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,10.3983,4.94188,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""any"", ""mask"": ""state"", ""r"": 3, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,12.5416,5.98504,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""any"", ""mask"": ""state"", ""r"": 4, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,13.2506,6.35513,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 0, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,13.2578,6.32479,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 1, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,12.0563,5.77553,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 2, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,13.1739,6.22048,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 3, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,13.4829,6.1378,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 2, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 4, ""oracles"": [""hmc_in""], ""quick"": false}"
controlled,22.5276,10.3399,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state"", ""r"": 0, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,24.5377,11.2874,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state"", ""r"": 1, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,21.6753,9.87618,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state"", ""r"": 2, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,22.774,10.6509,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state"", ""r"": 3, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,22.3067,10.3789,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state"", ""r"": 4, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,21.3904,9.99414,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state-markov"", ""r"": 0, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,19.7435,9.26428,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state-markov"", ""r"": 1, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,20.7138,9.68252,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state-markov"", ""r"": 2, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,21.0574,9.89635,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state-markov"", ""r"": 3, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,21.2702,9.97084,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""ge10"", ""mask"": ""state-markov"", ""r"": 4, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,24.2122,11.3408,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state"", ""r"": 0, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,22.5206,10.5942,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state"", ""r"": 1, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,25.4069,11.9377,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state"", ""r"": 2, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,25.03,11.7507,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state"", ""r"": 3, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,23.6374,11.0196,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state"", ""r"": 4, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,24.6586,11.4725,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 0, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,21.1107,10.0021,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 1, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,20.9669,9.95803,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 2, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,20.1422,9.66326,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 3, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
controlled,20.7254,10.0828,True,"{""task"": ""controlled"", ""subject"": 105, ""K"": 3, ""intensity"": ""any"", ""mask"": ""state-markov"", ""r"": 4, ""oracles"": [""hmc_in"", ""pmc_pair""], ""quick"": false}"
test,2.40155,2.30456,True,"{""task"": ""test"", ""subject"": 102, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""alternative"": ""state"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,6.26962,5.82265,True,"{""task"": ""test"", ""subject"": 102, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,6.6669,6.26457,True,"{""task"": ""test"", ""subject"": 102, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""state"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,4.41678,4.14792,True,"{""task"": ""test"", ""subject"": 102, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""alternative"": ""state"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,4.08588,3.84218,True,"{""task"": ""test"", ""subject"": 102, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,5.56728,5.30363,True,"{""task"": ""test"", ""subject"": 102, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""state"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,4.71366,4.3808,True,"{""task"": ""test"", ""subject"": 102, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""alternative"": ""state"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,5.20871,4.74481,True,"{""task"": ""test"", ""subject"": 102, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,6.37069,6.00717,True,"{""task"": ""test"", ""subject"": 102, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""state"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,4.76324,4.50082,True,"{""task"": ""test"", ""subject"": 102, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""alternative"": ""state"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,4.6966,4.45016,True,"{""task"": ""test"", ""subject"": 102, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,5.28837,5.0121,True,"{""task"": ""test"", ""subject"": 102, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""state"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,3.40526,3.18401,True,"{""task"": ""test"", ""subject"": 108, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""alternative"": ""state"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,3.67944,3.51201,True,"{""task"": ""test"", ""subject"": 108, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,3.98024,3.74877,True,"{""task"": ""test"", ""subject"": 108, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""state"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,3.52806,3.28208,True,"{""task"": ""test"", ""subject"": 108, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""alternative"": ""state"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,3.25905,3.03647,True,"{""task"": ""test"", ""subject"": 108, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,4.26241,3.5838,True,"{""task"": ""test"", ""subject"": 108, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""state"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,3.56657,2.79427,True,"{""task"": ""test"", ""subject"": 105, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""alternative"": ""state"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,3.87616,3.03541,True,"{""task"": ""test"", ""subject"": 105, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,3.97155,3.12879,True,"{""task"": ""test"", ""subject"": 105, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""state"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,3.10449,2.56337,True,"{""task"": ""test"", ""subject"": 105, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""alternative"": ""state"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,2.83005,2.47078,True,"{""task"": ""test"", ""subject"": 105, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,3.50814,3.27721,True,"{""task"": ""test"", ""subject"": 105, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""state"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,4.8073,4.42717,True,"{""task"": ""test"", ""subject"": 105, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""alternative"": ""state"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,4.83203,4.45629,True,"{""task"": ""test"", ""subject"": 105, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,4.74044,4.44562,True,"{""task"": ""test"", ""subject"": 105, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""state"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,3.42501,3.18692,True,"{""task"": ""test"", ""subject"": 105, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""alternative"": ""state"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,3.04683,2.8744,True,"{""task"": ""test"", ""subject"": 105, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""common"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
test,4.20097,4.01325,True,"{""task"": ""test"", ""subject"": 105, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""alternative"": ""state-markov"", ""null"": ""state"", ""B"": 0, ""statistic"": ""profile"", ""quick"": false}"
real,0.26388,0.239478,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 102, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""quick"": false}"
real,0.824176,0.632859,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 102, ""K"": 2, ""rule"": ""ge10"", ""model"": ""pmc_pair"", ""quick"": false}"
real,1.70145,0.824121,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 0, ""quick"": false}"
real,1.97726,0.971235,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 1, ""quick"": false}"
real,1.74722,0.86049,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 2, ""quick"": false}"
real,0.639994,0.312874,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 0, ""quick"": false}"
real,0.915698,0.449648,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 1, ""quick"": false}"
real,0.705662,0.357512,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 2, ""quick"": false}"
real,0.635471,0.318165,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 0, ""quick"": false}"
real,0.796642,0.396005,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 1, ""quick"": false}"
real,0.671407,0.324578,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 2, ""quick"": false}"
real,0.287672,0.253277,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 102, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""quick"": false}"
real,0.972211,0.741359,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 102, ""K"": 2, ""rule"": ""any"", ""model"": ""pmc_pair"", ""quick"": false}"
real,2.17661,1.07335,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 0, ""quick"": false}"
real,3.74605,1.82654,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 1, ""quick"": false}"
real,2.4682,1.20614,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 2, ""quick"": false}"
real,0.766638,0.375375,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 0, ""quick"": false}"
real,0.826604,0.395693,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 1, ""quick"": false}"
real,0.704765,0.333523,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 2, ""quick"": false}"
real,0.764277,0.371827,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 0, ""quick"": false}"
real,0.783075,0.360117,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 1, ""quick"": false}"
real,0.723904,0.344986,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 2, ""quick"": false}"
real,0.306839,0.217581,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 102, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""quick"": false}"
real,1.07348,0.799188,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 102, ""K"": 3, ""rule"": ""ge10"", ""model"": ""pmc_pair"", ""quick"": false}"
real,2.57707,1.28045,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 0, ""quick"": false}"
real,2.57193,1.25436,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 1, ""quick"": false}"
