i,j,true_name,true_tau,hits/runs,mean_tau
0,0,Gauss,0.700,0/5,0.507
0,1,GH,0.400,0/5,0.309
1,0,GH,0.400,0/5,0.321
1,1,Clayton,0.700,5/5,0.678

sup_err_mean (%),23.26
sup_err_std (%),0.75
unsup_err_mean (%),30.98
unsup_err_std (%),1.44
