run,seed,i,j,true_name,selected,hit,tau_hat
0,3000,0,0,Student,Student,1,0.2205
0,3000,0,1,CubSec,GH,0,0.1037
0,3000,1,0,CubSec,Student,0,0.0262
0,3000,1,1,Clayton,Clayton,1,0.1693
1,3001,0,0,Student,Student,1,0.2231
1,3001,0,1,CubSec,Student,0,0.2342
1,3001,1,0,CubSec,Student,0,0.1924
1,3001,1,1,Clayton,Clayton,1,0.1769
2,3002,0,0,Student,Student,1,0.2375
2,3002,0,1,CubSec,CubSec,1,0.1650
2,3002,1,0,CubSec,CubSec,1,0.1347
2,3002,1,1,Clayton,Clayton,1,0.1788
3,3003,0,0,Student,Student,1,0.2516
3,3003,0,1,CubSec,GH,0,0.2055
3,3003,1,0,CubSec,Student,0,0.2459
3,3003,1,1,Clayton,Clayton,1,0.1981
4,3004,0,0,Student,Student,1,0.2785
4,3004,0,1,CubSec,Student,0,0.1793
4,3004,1,0,CubSec,Student,0,0.1179
4,3004,1,1,Clayton,Clayton,1,0.1537
5,3005,0,0,Student,Student,1,0.2527
5,3005,0,1,CubSec,Student,0,0.1092
5,3005,1,0,CubSec,Student,0,0.1539
5,3005,1,1,Clayton,Clayton,1,0.1807
6,3006,0,0,Student,Student,1,0.2560
6,3006,0,1,CubSec,Student,0,0.1357
6,3006,1,0,CubSec,Student,0,0.2447
6,3006,1,1,Clayton,Clayton,1,0.2100
7,3007,0,0,Student,Student,1,0.2126
7,3007,0,1,CubSec,CubSec,1,0.1650
7,3007,1,0,CubSec,Student,0,0.2185
7,3007,1,1,Clayton,Clayton,1,0.2095
8,3008,0,0,Student,Student,1,0.2250
8,3008,0,1,CubSec,CubSec,1,0.1486
8,3008,1,0,CubSec,Clayton,0,0.1897
8,3008,1,1,Clayton,Clayton,1,0.2313
9,3009,0,0,Student,Student,1,0.2094
9,3009,0,1,CubSec,Student,0,0.1978
9,3009,1,0,CubSec,Student,0,0.1396
9,3009,1,1,Clayton,Clayton,1,0.1885
10,3010,0,0,Student,Student,1,0.2757
10,3010,0,1,CubSec,Student,0,0.2282
10,3010,1,0,CubSec,Student,0,0.1717
10,3010,1,1,Clayton,Clayton,1,0.2051
11,3011,0,0,Student,Student,1,0.2204
11,3011,0,1,CubSec,Student,0,0.0985
11,3011,1,0,CubSec,Student,0,0.0542
11,3011,1,1,Clayton,Clayton,1,0.2483
12,3012,0,0,Student,Student,1,0.2228
12,3012,0,1,CubSec,Student,0,0.2163
12,3012,1,0,CubSec,Student,0,0.1179
12,3012,1,1,Clayton,Clayton,1,0.1792
13,3013,0,0,Student,Student,1,0.2182
13,3013,0,1,CubSec,Student,0,0.2153
13,3013,1,0,CubSec,CubSec,1,0.1353
13,3013,1,1,Clayton,Clayton,1,0.1984
14,3014,0,0,Student,Student,1,0.2119
14,3014,0,1,CubSec,Student,0,0.0439
14,3014,1,0,CubSec,Student,0,0.2344
14,3014,1,1,Clayton,Clayton,1,0.1974
15,3015,0,0,Student,Student,1,0.2338
15,3015,0,1,CubSec,Student,0,0.2914
15,3015,1,0,CubSec,Student,0,0.2753
15,3015,1,1,Clayton,Clayton,1,0.1961
16,3016,0,0,Student,Student,1,0.2792
16,3016,0,1,CubSec,Student,0,0.0889
16,3016,1,0,CubSec,Student,0,0.1204
16,3016,1,1,Clayton,Clayton,1,0.1942
17,3017,0,0,Student,Student,1,0.2813
17,3017,0,1,CubSec,Student,0,0.2800
17,3017,1,0,CubSec,Student,0,0.1166
17,3017,1,1,Clayton,Clayton,1,0.1653
18,3018,0,0,Student,Student,1,0.2271
18,3018,0,1,CubSec,Student,0,0.2452
18,3018,1,0,CubSec,Student,0,0.1821
18,3018,1,1,Clayton,Clayton,1,0.1913
19,3019,0,0,Student,Student,1,0.3040
19,3019,0,1,CubSec,Student,0,0.1201
19,3019,1,0,CubSec,Student,0,0.2710
19,3019,1,1,Clayton,Clayton,1,0.1824
20,3020,0,0,Student,Student,1,0.2740
20,3020,0,1,CubSec,Student,0,0.2083
20,3020,1,0,CubSec,Student,0,0.1272
20,3020,1,1,Clayton,Clayton,1,0.1976
21,3021,0,0,Student,Student,1,0.2106
21,3021,0,1,CubSec,Student,0,0.2299
21,3021,1,0,CubSec,Student,0,0.2292
21,3021,1,1,Clayton,Clayton,1,0.2136
22,3022,0,0,Student,Student,1,0.2355
22,3022,0,1,CubSec,Student,0,0.3093
22,3022,1,0,CubSec,Student,0,0.0987
22,3022,1,1,Clayton,Clayton,1,0.1945
23,3023,0,0,Student,Student,1,0.2424
23,3023,0,1,CubSec,Student,0,0.1535
23,3023,1,0,CubSec,Student,0,0.1158
23,3023,1,1,Clayton,Clayton,1,0.2145
24,3024,0,0,Student,Student,1,0.2077
24,3024,0,1,CubSec,Student,0,0.2315
24,3024,1,0,CubSec,GH,0,0.1879
24,3024,1,1,Clayton,Clayton,1,0.1577
25,3025,0,0,Student,Student,1,0.2604
25,3025,0,1,CubSec,Student,0,0.0909
25,3025,1,0,CubSec,Student,0,0.0806
25,3025,1,1,Clayton,Clayton,1,0.1885
26,3026,0,0,Student,Student,1,0.2478
26,3026,0,1,CubSec,Student,0,0.1816
26,3026,1,0,CubSec,Student,0,0.2261
26,3026,1,1,Clayton,Clayton,1,0.1739
27,3027,0,0,Student,Student,1,0.2223
27,3027,0,1,CubSec,Student,0,0.3132
