config,criterion,run,i,j,true,sel,hit
exp2_orig_p,mle,1,0,1,CubSec,Student,0
exp2_orig_p,mle,1,1,0,CubSec,Student,0
exp2_orig_p,mle,1,1,1,Clayton,Clayton,1
exp2_orig_p,mle,2,0,0,Student,Student,1
exp2_orig_p,mle,2,0,1,CubSec,CubSec,1
exp2_orig_p,mle,2,1,0,CubSec,CubSec,1
exp2_orig_p,mle,2,1,1,Clayton,Clayton,1
exp2_orig_p,mle,3,0,0,Student,Student,1
exp2_orig_p,mle,3,0,1,CubSec,GH,0
exp2_orig_p,mle,3,1,0,CubSec,Student,0
exp2_orig_p,mle,3,1,1,Clayton,Clayton,1
exp2_orig_p,mle,4,0,0,Student,Student,1
exp2_orig_p,mle,4,0,1,CubSec,Student,0
exp2_orig_p,mle,4,1,0,CubSec,Student,0
exp2_orig_p,mle,4,1,1,Clayton,Clayton,1
exp2_orig_p,mle,5,0,0,Student,Student,1
exp2_orig_p,mle,5,0,1,CubSec,Student,0
exp2_orig_p,mle,5,1,0,CubSec,Student,0
exp2_orig_p,mle,5,1,1,Clayton,Clayton,1
exp2_orig_p,mle,6,0,0,Student,Student,1
exp2_orig_p,mle,6,0,1,CubSec,Student,0
exp2_orig_p,mle,6,1,0,CubSec,Student,0
exp2_orig_p,mle,6,1,1,Clayton,Clayton,1
exp2_orig_p,mle,7,0,0,Student,Student,1
exp2_orig_p,mle,7,0,1,CubSec,CubSec,1
exp2_orig_p,mle,7,1,0,CubSec,Student,0
exp2_orig_p,mle,7,1,1,Clayton,Clayton,1
exp2_orig_p,mle,8,0,0,Student,Student,1
exp2_orig_p,mle,8,0,1,CubSec,CubSec,1
exp2_orig_p,mle,8,1,0,CubSec,Clayton,0
exp2_orig_p,mle,8,1,1,Clayton,Clayton,1
exp2_orig_p,mle,9,0,0,Student,Student,1
exp2_orig_p,mle,9,0,1,CubSec,Student,0
exp2_orig_p,mle,9,1,0,CubSec,Student,0
exp2_orig_p,mle,9,1,1,Clayton,Clayton,1
exp2_orig_p,mle,10,0,0,Student,Student,1
exp2_orig_p,mle,10,0,1,CubSec,Student,0
exp2_orig_p,mle,10,1,0,CubSec,Student,0
exp2_orig_p,mle,10,1,1,Clayton,Clayton,1
exp2_orig_p,mle,11,0,0,Student,Student,1
exp2_orig_p,mle,11,0,1,CubSec,Student,0
exp2_orig_p,mle,11,1,0,CubSec,Student,0
exp2_orig_p,mle,11,1,1,Clayton,Clayton,1
exp2_orig_p,mle,12,0,0,Student,Student,1
exp2_orig_p,mle,12,0,1,CubSec,Student,0
exp2_orig_p,mle,12,1,0,CubSec,Student,0
exp2_orig_p,mle,12,1,1,Clayton,Clayton,1
exp2_orig_p,mle,13,0,0,Student,Student,1
exp2_orig_p,mle,13,0,1,CubSec,Student,0
exp2_orig_p,mle,13,1,0,CubSec,CubSec,1
exp2_orig_p,mle,13,1,1,Clayton,Clayton,1
exp2_orig_p,mle,14,0,0,Student,Student,1
exp2_orig_p,mle,14,0,1,CubSec,Student,0
exp2_orig_p,mle,14,1,0,CubSec,Student,0
exp2_orig_p,mle,14,1,1,Clayton,Clayton,1
exp2_orig_p,mle,15,0,0,Student,Student,1
exp2_orig_p,mle,15,0,1,CubSec,Student,0
exp2_orig_p,mle,15,1,0,CubSec,Student,0
exp2_orig_p,mle,15,1,1,Clayton,Clayton,1
exp2_orig_p,mle,16,0,0,Student,Student,1
exp2_orig_p,mle,16,0,1,CubSec,Student,0
exp2_orig_p,mle,16,1,0,CubSec,Student,0
exp2_orig_p,mle,16,1,1,Clayton,Clayton,1
exp2_orig_p,mle,17,0,0,Student,Student,1
exp2_orig_p,mle,17,0,1,CubSec,Student,0
exp2_orig_p,mle,17,1,0,CubSec,Student,0
exp2_orig_p,mle,17,1,1,Clayton,Clayton,1
exp2_orig_p,mle,18,0,0,Student,Student,1
exp2_orig_p,mle,18,0,1,CubSec,Student,0
exp2_orig_p,mle,18,1,0,CubSec,Student,0
exp2_orig_p,mle,18,1,1,Clayton,Clayton,1
exp2_orig_p,mle,19,0,0,Student,Student,1
exp2_orig_p,mle,19,0,1,CubSec,Student,0
exp2_orig_p,mle,19,1,0,CubSec,Student,0
exp2_orig_p,mle,19,1,1,Clayton,Clayton,1
exp2_orig_p,mle,20,0,0,Student,Student,1
exp2_orig_p,mle,20,0,1,CubSec,Student,0
exp2_orig_p,mle,20,1,0,CubSec,Student,0
exp2_orig_p,mle,20,1,1,Clayton,Clayton,1
exp2_orig_p,mle,21,0,0,Student,Student,1
exp2_orig_p,mle,21,0,1,CubSec,Student,0
exp2_orig_p,mle,21,1,0,CubSec,Student,0
exp2_orig_p,mle,21,1,1,Clayton,Clayton,1
exp2_orig_p,mle,22,0,0,Student,Student,1
exp2_orig_p,mle,22,0,1,CubSec,Student,0
exp2_orig_p,mle,22,1,0,CubSec,Student,0
exp2_orig_p,mle,22,1,1,Clayton,Clayton,1
exp2_orig_p,mle,23,0,0,Student,Student,1
exp2_orig_p,mle,23,0,1,CubSec,Student,0
exp2_orig_p,mle,23,1,0,CubSec,Student,0
exp2_orig_p,mle,23,1,1,Clayton,Clayton,1
exp2_orig_p,mle,24,0,0,Student,Student,1
exp2_orig_p,mle,24,0,1,CubSec,Student,0
exp2_orig_p,mle,24,1,0,CubSec,GH,0
exp2_orig_p,mle,24,1,1,Clayton,Clayton,1
exp2_orig_p,mle,25,0,0,Student,Student,1
exp2_orig_p,mle,25,0,1,CubSec,Student,0
exp2_orig_p,mle,25,1,0,CubSec,Student,0
exp2_orig_p,mle,25,1,1,Clayton,Clayton,1
exp2_orig_p,mle,26,0,0,Student,Student,1
exp2_orig_p,mle,26,0,1,CubSec,Student,0
exp2_orig_p,mle,26,1,0,CubSec,Student,0
exp2_orig_p,mle,26,1,1,Clayton,Clayton,1
exp2_orig_p,mle,27,0,0,Student,Student,1
exp2_orig_p,mle,27,0,1,CubSec,Student,0
exp2_orig_p,mle,27,1,0,CubSec,Student,0
exp2_orig_p,mle,27,1,1,Clayton,Student,0
exp2_orig_p,mle,28,0,0,Student,Student,1
exp2_orig_p,mle,28,0,1,CubSec,Student,0
exp2_orig_p,mle,28,1,0,CubSec,GH,0
exp2_orig_p,mle,28,1,1,Clayton,Clayton,1
exp2_orig_p,mle,29,0,0,Student,Student,1
exp2_orig_p,mle,29,0,1,CubSec,CubSec,1
exp2_orig_p,mle,29,1,0,CubSec,Student,0
exp2_orig_p,mle,29,1,1,Clayton,Clayton,1
exp2_orig_p,mle,30,0,0,Student,Student,1
exp2_orig_p,mle,30,0,1,CubSec,Student,0
exp2_orig_p,mle,30,1,0,CubSec,Student,0
exp2_orig_p,mle,30,1,1,Clayton,Clayton,1
exp2_orig_p,mle,31,0,0,Student,Student,1
exp2_orig_p,mle,31,0,1,CubSec,Clayton,0
exp2_orig_p,mle,31,1,0,CubSec,Student,0
exp2_orig_p,mle,31,1,1,Clayton,Clayton,1
exp2_orig_p,mle,32,0,0,Student,Student,1
exp2_orig_p,mle,32,0,1,CubSec,Student,0
exp2_orig_p,mle,32,1,0,CubSec,Student,0
exp2_orig_p,mle,32,1,1,Clayton,Clayton,1
exp2_orig_p,mle,33,0,0,Student,Student,1
exp2_orig_p,mle,33,0,1,CubSec,CubSec,1
exp2_orig_p,mle,33,1,0,CubSec,Student,0
exp2_orig_p,mle,33,1,1,Clayton,Clayton,1
exp2_orig_p,mle,34,0,0,Student,Student,1
exp2_orig_p,mle,34,0,1,CubSec,Student,0
exp2_orig_p,mle,34,1,0,CubSec,Student,0
exp2_orig_p,mle,34,1,1,Clayton,Clayton,1
exp2_orig_p,mle,35,0,0,Student,Student,1
exp2_orig_p,mle,35,0,1,CubSec,Student,0
exp2_orig_p,mle,35,1,0,CubSec,CubSec,1
exp2_orig_p,mle,35,1,1,Clayton,Clayton,1
exp2_orig_p,mle,36,0,0,Student,Student,1
exp2_orig_p,mle,36,0,1,CubSec,Student,0
exp2_orig_p,mle,36,1,0,CubSec,GH,0
exp2_orig_p,mle,36,1,1,Clayton,Clayton,1
exp2_orig_p,mle,37,0,0,Student,Student,1
exp2_orig_p,mle,37,0,1,CubSec,Student,0
exp2_orig_p,mle,37,1,0,CubSec,GH,0
exp2_orig_p,mle,37,1,1,Clayton,Clayton,1
exp2_orig_p,mle,38,0,0,Student,Student,1
exp2_orig_p,mle,38,0,1,CubSec,Student,0
exp2_orig_p,mle,38,1,0,CubSec,Student,0
exp2_orig_p,mle,38,1,1,Clayton,Clayton,1
exp2_orig_p,mle,39,0,0,Student,Student,1
exp2_orig_p,mle,39,0,1,CubSec,Student,0
exp2_orig_p,mle,39,1,0,CubSec,Student,0
exp2_orig_p,mle,39,1,1,Clayton,Clayton,1
exp2_orig_p,mle,40,0,0,Student,Student,1
exp2_orig_p,mle,40,0,1,CubSec,Student,0
exp2_orig_p,mle,40,1,0,CubSec,Student,0
exp2_orig_p,mle,40,1,1,Clayton,Clayton,1
exp2_orig_p,mle,41,0,0,Student,Student,1
exp2_orig_p,mle,41,0,1,CubSec,Student,0
exp2_orig_p,mle,41,1,0,CubSec,Student,0
exp2_orig_p,mle,41,1,1,Clayton,Clayton,1
exp2_orig_p,mle,42,0,0,Student,Student,1
exp2_orig_p,mle,42,0,1,CubSec,Student,0
exp2_orig_p,mle,42,1,0,CubSec,Student,0
exp2_orig_p,mle,42,1,1,Clayton,Clayton,1
exp2_orig_p,mle,43,0,0,Student,Student,1
exp2_orig_p,mle,43,0,1,CubSec,Student,0
exp2_orig_p,mle,43,1,0,CubSec,Student,0
exp2_orig_p,mle,43,1,1,Clayton,Clayton,1
exp2_orig_p,mle,44,0,0,Student,Student,1
exp2_orig_p,mle,44,0,1,CubSec,GH,0
exp2_orig_p,mle,44,1,0,CubSec,Student,0
exp2_orig_p,mle,44,1,1,Clayton,Clayton,1
exp2_orig_p,mle,45,0,0,Student,Student,1
exp2_orig_p,mle,45,0,1,CubSec,Student,0
exp2_orig_p,mle,45,1,0,CubSec,Student,0
exp2_orig_p,mle,45,1,1,Clayton,Clayton,1
exp2_orig_p,mle,46,0,0,Student,Student,1
exp2_orig_p,mle,46,0,1,CubSec,Student,0
exp2_orig_p,mle,46,1,0,CubSec,Student,0
exp2_orig_p,mle,46,1,1,Clayton,Clayton,1
exp2_orig_p,mle,47,0,0,Student,Student,1
exp2_orig_p,mle,47,0,1,CubSec,Student,0
exp2_orig_p,mle,47,1,0,CubSec,Student,0
exp2_orig_p,mle,47,1,1,Clayton,Clayton,1
exp2_orig_p,mle,48,0,0,Student,Student,1
exp2_orig_p,mle,48,0,1,CubSec,Student,0
exp2_orig_p,mle,48,1,0,CubSec,CubSec,1
exp2_orig_p,mle,48,1,1,Clayton,Clayton,1
exp2_orig_p,mle,49,0,0,Student,Student,1
exp2_orig_p,mle,49,0,1,CubSec,GH,0
exp2_orig_p,mle,49,1,0,CubSec,Student,0
exp2_orig_p,mle,49,1,1,Clayton,Clayton,1
exp2_orig_p,mle,50,0,0,Student,Student,1
exp2_orig_p,mle,50,0,1,CubSec,Student,0
exp2_orig_p,mle,50,1,0,CubSec,Student,0
exp2_orig_p,mle,50,1,1,Clayton,Clayton,1
exp2_orig_p,mle,51,0,0,Student,Student,1
exp2_orig_p,mle,51,0,1,CubSec,CubSec,1
exp2_orig_p,mle,51,1,0,CubSec,GH,0
exp2_orig_p,mle,51,1,1,Clayton,Clayton,1
exp2_orig_p,mle,52,0,0,Student,Student,1
exp2_orig_p,mle,52,0,1,CubSec,Student,0
exp2_orig_p,mle,52,1,0,CubSec,Student,0
exp2_orig_p,mle,52,1,1,Clayton,Clayton,1
exp2_orig_p,mle,53,0,0,Student,Student,1
exp2_orig_p,mle,53,0,1,CubSec,Student,0
exp2_orig_p,mle,53,1,0,CubSec,Student,0
exp2_orig_p,mle,53,1,1,Clayton,Clayton,1
exp2_orig_p,mle,54,0,0,Student,Student,1
exp2_orig_p,mle,54,0,1,CubSec,Student,0
exp2_orig_p,mle,54,1,0,CubSec,Student,0
exp2_orig_p,mle,54,1,1,Clayton,Clayton,1
exp2_orig_p,mle,55,0,0,Student,Student,1
exp2_orig_p,mle,55,0,1,CubSec,Student,0
exp2_orig_p,mle,55,1,0,CubSec,Student,0
exp2_orig_p,mle,55,1,1,Clayton,Clayton,1
exp2_orig_p,mle,56,0,0,Student,Student,1
exp2_orig_p,mle,56,0,1,CubSec,CubSec,1
exp2_orig_p,mle,56,1,0,CubSec,Student,0
exp2_orig_p,mle,56,1,1,Clayton,Clayton,1
exp2_orig_p,mle,57,0,0,Student,Student,1
exp2_orig_p,mle,57,0,1,CubSec,Student,0
exp2_orig_p,mle,57,1,0,CubSec,Student,0
exp2_orig_p,mle,57,1,1,Clayton,Clayton,1
exp2_orig_p,mle,58,0,0,Student,Student,1
exp2_orig_p,mle,58,0,1,CubSec,Student,0
exp2_orig_p,mle,58,1,0,CubSec,Student,0
exp2_orig_p,mle,58,1,1,Clayton,Clayton,1
exp2_orig_p,mle,59,0,0,Student,Student,1
exp2_orig_p,mle,59,0,1,CubSec,Student,0
exp2_orig_p,mle,59,1,0,CubSec,Student,0
exp2_orig_p,mle,59,1,1,Clayton,Clayton,1
exp2_orig_p,mle,60,0,0,Student,Student,1
exp2_orig_p,mle,60,0,1,CubSec,Student,0
exp2_orig_p,mle,60,1,0,CubSec,Student,0
exp2_orig_p,mle,60,1,1,Clayton,Clayton,1
exp2_orig_p,mle,61,0,0,Student,Student,1
exp2_orig_p,mle,61,0,1,CubSec,Student,0
exp2_orig_p,mle,61,1,0,CubSec,Student,0
exp2_orig_p,mle,61,1,1,Clayton,Clayton,1
exp2_orig_p,mle,62,0,0,Student,Student,1
exp2_orig_p,mle,62,0,1,CubSec,Student,0
exp2_orig_p,mle,62,1,0,CubSec,Student,0
exp2_orig_p,mle,62,1,1,Clayton,Student,0
exp2_orig_p,mle,63,0,0,Student,Student,1
exp2_orig_p,mle,63,0,1,CubSec,Student,0
exp2_orig_p,mle,63,1,0,CubSec,Student,0
exp2_orig_p,mle,63,1,1,Clayton,Clayton,1
exp2_orig_p,mle,64,0,0,Student,Student,1
exp2_orig_p,mle,64,0,1,CubSec,Student,0
exp2_orig_p,mle,64,1,0,CubSec,Student,0
exp2_orig_p,mle,64,1,1,Clayton,Clayton,1
exp2_orig_p,mle,65,0,0,Student,Student,1
exp2_orig_p,mle,65,0,1,CubSec,CubSec,1
exp2_orig_p,mle,65,1,0,CubSec,Student,0
exp2_orig_p,mle,65,1,1,Clayton,Clayton,1
exp2_orig_p,mle,66,0,0,Student,Student,1
exp2_orig_p,mle,66,0,1,CubSec,Student,0
exp2_orig_p,mle,66,1,0,CubSec,Student,0
exp2_orig_p,mle,66,1,1,Clayton,Student,0
exp2_orig_p,mle,67,0,0,Student,Student,1
exp2_orig_p,mle,67,0,1,CubSec,Student,0
exp2_orig_p,mle,67,1,0,CubSec,Student,0
exp2_orig_p,mle,67,1,1,Clayton,Clayton,1
exp2_orig_p,mle,68,0,0,Student,Student,1
exp2_orig_p,mle,68,0,1,CubSec,Student,0
exp2_orig_p,mle,68,1,0,CubSec,Student,0
exp2_orig_p,mle,68,1,1,Clayton,Clayton,1
exp2_orig_p,mle,69,0,0,Student,Student,1
exp2_orig_p,mle,69,0,1,CubSec,CubSec,1
exp2_orig_p,mle,69,1,0,CubSec,Student,0
exp2_orig_p,mle,69,1,1,Clayton,Student,0
exp2_orig_p,mle,70,0,0,Student,Student,1
exp2_orig_p,mle,70,0,1,CubSec,Student,0
exp2_orig_p,mle,70,1,0,CubSec,Student,0
exp2_orig_p,mle,70,1,1,Clayton,Clayton,1
exp2_orig_p,mle,71,0,0,Student,Student,1
exp2_orig_p,mle,71,0,1,CubSec,Student,0
exp2_orig_p,mle,71,1,0,CubSec,Student,0
exp2_orig_p,mle,71,1,1,Clayton,Student,0
exp2_orig_p,mle,72,0,0,Student,Student,1
exp2_orig_p,mle,72,0,1,CubSec,Student,0
exp2_orig_p,mle,72,1,0,CubSec,Student,0
exp2_orig_p,mle,72,1,1,Clayton,Clayton,1
exp2_orig_p,mle,73,0,0,Student,Student,1
exp2_orig_p,mle,73,0,1,CubSec,Student,0
exp2_orig_p,mle,73,1,0,CubSec,Student,0
exp2_orig_p,mle,73,1,1,Clayton,Clayton,1
exp2_orig_p,mle,74,0,0,Student,Student,1
exp2_orig_p,mle,74,0,1,CubSec,Student,0
exp2_orig_p,mle,74,1,0,CubSec,Student,0
exp2_orig_p,mle,74,1,1,Clayton,Clayton,1
exp2_orig_p,mle,75,0,0,Student,Student,1
exp2_orig_p,mle,75,0,1,CubSec,Student,0
exp2_orig_p,mle,75,1,0,CubSec,Student,0
exp2_orig_p,mle,75,1,1,Clayton,Clayton,1
exp2_orig_p,mle,76,0,0,Student,Student,1
exp2_orig_p,mle,76,0,1,CubSec,Student,0
exp2_orig_p,mle,76,1,0,CubSec,Student,0
exp2_orig_p,mle,76,1,1,Clayton,Clayton,1
exp2_orig_p,mle,77,0,0,Student,Student,1
exp2_orig_p,mle,77,0,1,CubSec,Student,0
exp2_orig_p,mle,77,1,0,CubSec,Student,0
exp2_orig_p,mle,77,1,1,Clayton,Clayton,1
exp2_orig_p,mle,78,0,0,Student,Student,1
exp2_orig_p,mle,78,0,1,CubSec,Student,0
exp2_orig_p,mle,78,1,0,CubSec,Student,0
exp2_orig_p,mle,78,1,1,Clayton,Clayton,1
exp2_orig_p,mle,79,0,0,Student,Student,1
exp2_orig_p,mle,79,0,1,CubSec,Student,0
exp2_orig_p,mle,79,1,0,CubSec,GH,0
exp2_orig_p,mle,79,1,1,Clayton,Clayton,1
exp2_orig_p,mle,80,0,0,Student,Student,1
exp2_orig_p,mle,80,0,1,CubSec,Student,0
exp2_orig_p,mle,80,1,0,CubSec,Student,0
exp2_orig_p,mle,80,1,1,Clayton,Clayton,1
exp2_orig_p,mle,81,0,0,Student,Student,1
exp2_orig_p,mle,81,0,1,CubSec,Student,0
exp2_orig_p,mle,81,1,0,CubSec,Student,0
exp2_orig_p,mle,81,1,1,Clayton,Clayton,1
exp2_orig_p,mle,82,0,0,Student,Student,1
exp2_orig_p,mle,82,0,1,CubSec,Student,0
exp2_orig_p,mle,82,1,0,CubSec,Student,0
exp2_orig_p,mle,82,1,1,Clayton,Clayton,1
exp2_orig_p,mle,83,0,0,Student,Student,1
exp2_orig_p,mle,83,0,1,CubSec,Student,0
exp2_orig_p,mle,83,1,0,CubSec,Student,0
exp2_orig_p,mle,83,1,1,Clayton,Clayton,1
exp2_orig_p,mle,84,0,0,Student,Student,1
exp2_orig_p,mle,84,0,1,CubSec,Clayton,0
exp2_orig_p,mle,84,1,0,CubSec,Student,0
exp2_orig_p,mle,84,1,1,Clayton,Clayton,1
exp2_orig_p,mle,85,0,0,Student,Student,1
exp2_orig_p,mle,85,0,1,CubSec,Student,0
exp2_orig_p,mle,85,1,0,CubSec,Student,0
exp2_orig_p,mle,85,1,1,Clayton,Clayton,1
exp2_orig_p,mle,86,0,0,Student,Student,1
exp2_orig_p,mle,86,0,1,CubSec,Student,0
exp2_orig_p,mle,86,1,0,CubSec,Clayton,0
exp2_orig_p,mle,86,1,1,Clayton,Clayton,1
exp2_orig_p,mle,87,0,0,Student,Student,1
exp2_orig_p,mle,87,0,1,CubSec,Student,0
exp2_orig_p,mle,87,1,0,CubSec,Student,0
exp2_orig_p,mle,87,1,1,Clayton,Clayton,1
exp2_orig_p,mle,88,0,0,Student,Student,1
exp2_orig_p,mle,88,0,1,CubSec,Student,0
exp2_orig_p,mle,88,1,0,CubSec,Student,0
exp2_orig_p,mle,88,1,1,Clayton,Clayton,1
exp2_orig_p,mle,89,0,0,Student,Student,1
exp2_orig_p,mle,89,0,1,CubSec,GH,0
exp2_orig_p,mle,89,1,0,CubSec,Student,0
exp2_orig_p,mle,89,1,1,Clayton,Clayton,1
exp2_orig_p,mle,90,0,0,Student,Student,1
exp2_orig_p,mle,90,0,1,CubSec,Student,0
exp2_orig_p,mle,90,1,0,CubSec,Student,0
exp2_orig_p,mle,90,1,1,Clayton,Clayton,1
exp2_orig_p,mle,91,0,0,Student,Student,1
exp2_orig_p,mle,91,0,1,CubSec,Student,0
exp2_orig_p,mle,91,1,0,CubSec,Student,0
exp2_orig_p,mle,91,1,1,Clayton,Clayton,1
exp2_orig_p,mle,92,0,0,Student,Student,1
exp2_orig_p,mle,92,0,1,CubSec,Student,0
exp2_orig_p,mle,92,1,0,CubSec,Student,0
exp2_orig_p,mle,92,1,1,Clayton,Clayton,1
exp2_orig_p,mle,93,0,0,Student,Student,1
exp2_orig_p,mle,93,0,1,CubSec,Student,0
exp2_orig_p,mle,93,1,0,CubSec,Student,0
exp2_orig_p,mle,93,1,1,Clayton,Clayton,1
exp2_orig_p,mle,94,0,0,Student,Student,1
exp2_orig_p,mle,94,0,1,CubSec,Student,0
exp2_orig_p,mle,94,1,0,CubSec,Student,0
exp2_orig_p,mle,94,1,1,Clayton,Clayton,1
exp2_orig_p,mle,95,0,0,Student,Student,1
exp2_orig_p,mle,95,0,1,CubSec,Student,0
exp2_orig_p,mle,95,1,0,CubSec,Student,0
exp2_orig_p,mle,95,1,1,Clayton,Student,0
exp2_orig_p,mle,96,0,0,Student,Student,1
exp2_orig_p,mle,96,0,1,CubSec,Student,0
exp2_orig_p,mle,96,1,0,CubSec,Student,0
exp2_orig_p,mle,96,1,1,Clayton,Clayton,1
exp2_orig_p,mle,97,0,0,Student,Student,1
exp2_orig_p,mle,97,0,1,CubSec,CubSec,1
exp2_orig_p,mle,97,1,0,CubSec,Student,0
exp2_orig_p,mle,97,1,1,Clayton,Clayton,1
exp2_orig_p,mle,98,0,0,Student,Student,1
exp2_orig_p,mle,98,0,1,CubSec,GH,0
exp2_orig_p,mle,98,1,0,CubSec,Student,0
exp2_orig_p,mle,98,1,1,Clayton,Clayton,1
exp2_orig_p,mle,99,0,0,Student,Student,1
exp2_orig_p,mle,99,0,1,CubSec,Student,0
exp2_orig_p,mle,99,1,0,CubSec,Student,0
exp2_orig_p,mle,99,1,1,Clayton,Clayton,1
exp2_orig_p,huard,0,0,0,Student,Student,1
exp2_orig_p,huard,0,0,1,CubSec,CubSec,1
exp2_orig_p,huard,0,1,0,CubSec,CubSec,1
exp2_orig_p,huard,0,1,1,Clayton,Clayton,1
exp2_orig_p,huard,1,0,0,Student,Student,1
exp2_orig_p,huard,1,0,1,CubSec,CubSec,1
exp2_orig_p,huard,1,1,0,CubSec,CubSec,1
exp2_orig_p,huard,1,1,1,Clayton,Clayton,1
exp2_orig_p,huard,2,0,0,Student,Student,1
exp2_orig_p,huard,2,0,1,CubSec,CubSec,1
exp2_orig_p,huard,2,1,0,CubSec,CubSec,1
exp2_orig_p,huard,2,1,1,Clayton,Clayton,1
exp2_orig_p,huard,3,0,0,Student,Student,1
exp2_orig_p,huard,3,0,1,CubSec,GH,0
exp2_orig_p,huard,3,1,0,CubSec,Student,0
exp2_orig_p,huard,3,1,1,Clayton,Clayton,1
exp2_orig_p,huard,4,0,0,Student,Student,1
exp2_orig_p,huard,4,0,1,CubSec,Student,0
exp2_orig_p,huard,4,1,0,CubSec,CubSec,1
exp2_orig_p,huard,4,1,1,Clayton,Clayton,1
exp2_orig_p,huard,5,0,0,Student,Student,1
exp2_orig_p,huard,5,0,1,CubSec,CubSec,1
exp2_orig_p,huard,5,1,0,CubSec,Student,0
exp2_orig_p,huard,5,1,1,Clayton,Clayton,1
exp2_orig_p,huard,6,0,0,Student,Student,1
exp2_orig_p,huard,6,0,1,CubSec,GH,0
exp2_orig_p,huard,6,1,0,CubSec,Student,0
exp2_orig_p,huard,6,1,1,Clayton,Clayton,1
exp2_orig_p,huard,7,0,0,Student,Student,1
exp2_orig_p,huard,7,0,1,CubSec,CubSec,1
exp2_orig_p,huard,7,1,0,CubSec,GH,0
exp2_orig_p,huard,7,1,1,Clayton,Clayton,1
exp2_orig_p,huard,8,0,0,Student,Student,1
exp2_orig_p,huard,8,0,1,CubSec,CubSec,1
exp2_orig_p,huard,8,1,0,CubSec,Clayton,0
exp2_orig_p,huard,8,1,1,Clayton,Clayton,1
exp2_orig_p,huard,9,0,0,Student,Student,1
exp2_orig_p,huard,9,0,1,CubSec,GH,0
exp2_orig_p,huard,9,1,0,CubSec,Student,0
exp2_orig_p,huard,9,1,1,Clayton,Clayton,1
exp2_orig_p,huard,10,0,0,Student,Student,1
exp2_orig_p,huard,10,0,1,CubSec,CubSec,1
exp2_orig_p,huard,10,1,0,CubSec,CubSec,1
exp2_orig_p,huard,10,1,1,Clayton,Clayton,1
exp2_orig_p,huard,11,0,0,Student,Student,1
exp2_orig_p,huard,11,0,1,CubSec,Student,0
exp2_orig_p,huard,11,1,0,CubSec,Student,0
exp2_orig_p,huard,11,1,1,Clayton,Clayton,1
exp2_orig_p,huard,12,0,0,Student,Student,1
exp2_orig_p,huard,12,0,1,CubSec,GH,0
exp2_orig_p,huard,12,1,0,CubSec,CubSec,1
exp2_orig_p,huard,12,1,1,Clayton,Clayton,1
exp2_orig_p,huard,13,0,0,Student,Student,1
exp2_orig_p,huard,13,0,1,CubSec,CubSec,1
exp2_orig_p,huard,13,1,0,CubSec,CubSec,1
exp2_orig_p,huard,13,1,1,Clayton,Clayton,1
exp2_orig_p,huard,14,0,0,Student,Student,1
exp2_orig_p,huard,14,0,1,CubSec,CubSec,1
exp2_orig_p,huard,14,1,0,CubSec,Student,0
exp2_orig_p,huard,14,1,1,Clayton,Clayton,1
exp2_orig_p,huard,15,0,0,Student,Student,1
exp2_orig_p,huard,15,0,1,CubSec,Student,0
exp2_orig_p,huard,15,1,0,CubSec,CubSec,1
exp2_orig_p,huard,15,1,1,Clayton,Clayton,1
exp2_orig_p,huard,16,0,0,Student,Student,1
exp2_orig_p,huard,16,0,1,CubSec,CubSec,1
exp2_orig_p,huard,16,1,0,CubSec,CubSec,1
exp2_orig_p,huard,16,1,1,Clayton,Clayton,1
exp2_orig_p,huard,17,0,0,Student,Student,1
exp2_orig_p,huard,17,0,1,CubSec,Student,0
exp2_orig_p,huard,17,1,0,CubSec,CubSec,1
exp2_orig_p,huard,17,1,1,Clayton,Clayton,1
exp2_orig_p,huard,18,0,0,Student,Student,1
exp2_orig_p,huard,18,0,1,CubSec,Clayton,0
exp2_orig_p,huard,18,1,0,CubSec,Student,0
exp2_orig_p,huard,18,1,1,Clayton,Clayton,1
exp2_orig_p,huard,19,0,0,Student,Student,1
exp2_orig_p,huard,19,0,1,CubSec,Student,0
exp2_orig_p,huard,19,1,0,CubSec,Student,0
exp2_orig_p,huard,19,1,1,Clayton,Clayton,1
exp2_orig_p,huard,20,0,0,Student,Student,1
exp2_orig_p,huard,20,0,1,CubSec,CubSec,1
exp2_orig_p,huard,20,1,0,CubSec,CubSec,1
exp2_orig_p,huard,20,1,1,Clayton,Clayton,1
exp2_orig_p,huard,21,0,0,Student,Student,1
exp2_orig_p,huard,21,0,1,CubSec,GH,0
exp2_orig_p,huard,21,1,0,CubSec,Student,0
exp2_orig_p,huard,21,1,1,Clayton,Clayton,1
exp2_orig_p,huard,22,0,0,Student,Student,1
exp2_orig_p,huard,22,0,1,CubSec,Student,0
exp2_orig_p,huard,22,1,0,CubSec,CubSec,1
exp2_orig_p,huard,22,1,1,Clayton,Clayton,1
exp2_orig_p,huard,23,0,0,Student,Student,1
exp2_orig_p,huard,23,0,1,CubSec,Student,0
exp2_orig_p,huard,23,1,0,CubSec,Student,0
exp2_orig_p,huard,23,1,1,Clayton,Clayton,1
exp2_orig_p,huard,24,0,0,Student,Student,1
exp2_orig_p,huard,24,0,1,CubSec,Student,0
exp2_orig_p,huard,24,1,0,CubSec,GH,0
exp2_orig_p,huard,24,1,1,Clayton,Clayton,1
exp2_orig_p,huard,25,0,0,Student,Student,1
