run,seed,i,j,true_name,selected,hit,tau_hat
0,3000,0,0,Student,Student,1,0.2482
0,3000,0,1,CubSec,CubSec,1,0.1450
0,3000,1,0,CubSec,CubSec,1,0.0277
0,3000,1,1,Clayton,Student,0,0.0869
1,3001,0,0,Student,Student,1,0.1759
1,3001,0,1,CubSec,CubSec,1,0.1448
1,3001,1,0,CubSec,CubSec,1,0.0789
1,3001,1,1,Clayton,Clayton,1,0.2075
2,3002,0,0,Student,Student,1,0.2158
2,3002,0,1,CubSec,Student,0,0.1651
2,3002,1,0,CubSec,CubSec,1,0.0467
2,3002,1,1,Clayton,Clayton,1,0.1528
3,3003,0,0,Student,Student,1,0.2121
3,3003,0,1,CubSec,CubSec,1,0.1552
3,3003,1,0,CubSec,CubSec,1,0.1403
3,3003,1,1,Clayton,Clayton,1,0.1886
4,3004,0,0,Student,Student,1,0.2282
4,3004,0,1,CubSec,Student,0,0.1614
4,3004,1,0,CubSec,CubSec,1,0.1219
4,3004,1,1,Clayton,Clayton,1,0.1413
5,3005,0,0,Student,Student,1,0.2455
5,3005,0,1,CubSec,CubSec,1,0.1650
5,3005,1,0,CubSec,Student,0,0.2086
5,3005,1,1,Clayton,Student,0,0.1196
6,3006,0,0,Student,Student,1,0.2270
6,3006,0,1,CubSec,GH,0,0.1435
6,3006,1,0,CubSec,CubSec,1,0.1650
6,3006,1,1,Clayton,Clayton,1,0.2199
7,3007,0,0,Student,Student,1,0.1373
7,3007,0,1,CubSec,CubSec,1,0.1650
7,3007,1,0,CubSec,CubSec,1,0.0932
7,3007,1,1,Clayton,Clayton,1,0.1863
8,3008,0,0,Student,Student,1,0.1956
8,3008,0,1,CubSec,Student,0,0.1776
8,3008,1,0,CubSec,CubSec,1,0.1458
8,3008,1,1,Clayton,Clayton,1,0.1608
9,3009,0,0,Student,Student,1,0.2040
9,3009,0,1,CubSec,Student,0,0.1809
9,3009,1,0,CubSec,GH,0,0.1548
9,3009,1,1,Clayton,Clayton,1,0.1372
10,3010,0,0,Student,Student,1,0.2437
10,3010,0,1,CubSec,CubSec,1,0.1332
10,3010,1,0,CubSec,CubSec,1,0.1647
10,3010,1,1,Clayton,Clayton,1,0.1967
11,3011,0,0,Student,Student,1,0.2533
11,3011,0,1,CubSec,CubSec,1,0.0673
11,3011,1,0,CubSec,Student,0,0.0187
11,3011,1,1,Clayton,Clayton,1,0.1974
12,3012,0,0,Student,Student,1,0.2313
12,3012,0,1,CubSec,Student,0,0.2125
12,3012,1,0,CubSec,CubSec,1,0.1077
12,3012,1,1,Clayton,Clayton,1,0.1346
13,3013,0,0,Student,Student,1,0.2184
13,3013,0,1,CubSec,Student,0,0.1828
13,3013,1,0,CubSec,Student,0,0.1758
13,3013,1,1,Clayton,Clayton,1,0.1481
14,3014,0,0,Student,Student,1,0.2067
14,3014,0,1,CubSec,CubSec,1,0.0662
14,3014,1,0,CubSec,Student,0,0.1748
14,3014,1,1,Clayton,Clayton,1,0.1729
15,3015,0,0,Student,Student,1,0.2194
15,3015,0,1,CubSec,Student,0,0.1525
15,3015,1,0,CubSec,GH,0,0.1604
15,3015,1,1,Clayton,Clayton,1,0.1776
16,3016,0,0,Student,Student,1,0.2347
16,3016,0,1,CubSec,CubSec,1,0.0560
16,3016,1,0,CubSec,CubSec,1,0.0927
16,3016,1,1,Clayton,Clayton,1,0.1764
17,3017,0,0,Student,Student,1,0.2436
17,3017,0,1,CubSec,Student,0,0.2334
17,3017,1,0,CubSec,Student,0,0.1538
17,3017,1,1,Clayton,Clayton,1,0.1566
18,3018,0,0,Student,Student,1,0.2484
18,3018,0,1,CubSec,CubSec,1,0.1650
18,3018,1,0,CubSec,CubSec,1,0.1295
18,3018,1,1,Clayton,Clayton,1,0.1674
19,3019,0,0,Student,Student,1,0.2958
19,3019,0,1,CubSec,CubSec,1,0.0620
19,3019,1,0,CubSec,Student,0,0.2005
19,3019,1,1,Clayton,Clayton,1,0.1638
20,3020,0,0,Student,Student,1,0.2284
20,3020,0,1,CubSec,Student,0,0.1674
20,3020,1,0,CubSec,Student,0,0.2104
20,3020,1,1,Clayton,Clayton,1,0.1841
21,3021,0,0,Student,Student,1,0.2397
21,3021,0,1,CubSec,GH,0,0.1503
21,3021,1,0,CubSec,Student,0,0.1333
21,3021,1,1,Clayton,Student,0,0.1603
22,3022,0,0,Student,Student,1,0.1813
22,3022,0,1,CubSec,CubSec,1,0.1650
22,3022,1,0,CubSec,GH,0,0.1793
22,3022,1,1,Clayton,Clayton,1,0.1802
23,3023,0,0,Student,Student,1,0.2597
23,3023,0,1,CubSec,Student,0,0.1687
23,3023,1,0,CubSec,Student,0,0.2006
23,3023,1,1,Clayton,Student,0,0.1471
24,3024,0,0,Student,Student,1,0.1637
24,3024,0,1,CubSec,CubSec,1,0.1650
24,3024,1,0,CubSec,Student,0,0.1785
24,3024,1,1,Clayton,Clayton,1,0.1608
25,3025,0,0,Student,Student,1,0.2956
25,3025,0,1,CubSec,Student,0,0.1647
25,3025,1,0,CubSec,CubSec,1,0.1180
25,3025,1,1,Clayton,Student,0,0.1187
26,3026,0,0,Student,Student,1,0.2220
26,3026,0,1,CubSec,Student,0,0.1707
26,3026,1,0,CubSec,CubSec,1,0.1382
26,3026,1,1,Clayton,Clayton,1,0.1636
27,3027,0,0,Student,Student,1,0.1696
27,3027,0,1,CubSec,Student,0,0.1775
27,3027,1,0,CubSec,Student,0,0.1948
27,3027,1,1,Clayton,Student,0,0.1761
28,3028,0,0,Student,Student,1,0.2776
28,3028,0,1,CubSec,Student,0,0.2774
28,3028,1,0,CubSec,CubSec,1,0.0908
28,3028,1,1,Clayton,Student,0,0.1415
29,3029,0,0,Student,Student,1,0.2361
29,3029,0,1,CubSec,Student,0,0.2171
29,3029,1,0,CubSec,Student,0,0.1475
29,3029,1,1,Clayton,Clayton,1,0.1405
30,3030,0,0,Student,Student,1,0.2125
30,3030,0,1,CubSec,CubSec,1,0.1650
30,3030,1,0,CubSec,Student,0,0.1544
30,3030,1,1,Clayton,Clayton,1,0.1677
31,3031,0,0,Student,Student,1,0.2381
31,3031,0,1,CubSec,CubSec,1,0.0990
31,3031,1,0,CubSec,CubSec,1,0.1650
31,3031,1,1,Clayton,Clayton,1,0.1853
32,3032,0,0,Student,Student,1,0.3134
32,3032,0,1,CubSec,Student,0,0.1479
32,3032,1,0,CubSec,Student,0,0.2007
32,3032,1,1,Clayton,Student,0,0.1351
33,3033,0,0,Student,Student,1,0.2519
33,3033,0,1,CubSec,CubSec,1,0.0487
33,3033,1,0,CubSec,Student,0,0.1918
33,3033,1,1,Clayton,Clayton,1,0.1522
34,3034,0,0,Student,Student,1,0.1929
34,3034,0,1,CubSec,Student,0,0.1693
34,3034,1,0,CubSec,Student,0,0.1113
34,3034,1,1,Clayton,Clayton,1,0.1863
35,3035,0,0,Student,Student,1,0.2166
35,3035,0,1,CubSec,GH,0,0.1685
35,3035,1,0,CubSec,CubSec,1,0.1624
35,3035,1,1,Clayton,Clayton,1,0.1653
36,3036,0,0,Student,Student,1,0.2167
36,3036,0,1,CubSec,CubSec,1,0.1650
36,3036,1,0,CubSec,CubSec,1,0.0743
36,3036,1,1,Clayton,Clayton,1,0.1641
37,3037,0,0,Student,Student,1,0.2331
37,3037,0,1,CubSec,CubSec,1,0.1365
37,3037,1,0,CubSec,GH,0,0.1267
37,3037,1,1,Clayton,Clayton,1,0.1723
38,3038,0,0,Student,Student,1,0.2683
38,3038,0,1,CubSec,CubSec,1,0.1650
38,3038,1,0,CubSec,Student,0,0.2089
38,3038,1,1,Clayton,Clayton,1,0.1867
39,3039,0,0,Student,Student,1,0.3032
39,3039,0,1,CubSec,Student,0,0.2403
39,3039,1,0,CubSec,CubSec,1,0.1650
39,3039,1,1,Clayton,Student,0,0.1259
40,3040,0,0,Student,Student,1,0.1481
40,3040,0,1,CubSec,Student,0,0.2073
40,3040,1,0,CubSec,GH,0,0.1932
40,3040,1,1,Clayton,Clayton,1,0.1780
41,3041,0,0,Student,Student,1,0.2292
41,3041,0,1,CubSec,Student,0,0.1999
41,3041,1,0,CubSec,Student,0,0.1372
41,3041,1,1,Clayton,Clayton,1,0.1611
42,3042,0,0,Student,Student,1,0.2060
42,3042,0,1,CubSec,Student,0,0.1396
42,3042,1,0,CubSec,Student,0,0.1174
42,3042,1,1,Clayton,Clayton,1,0.1574
43,3043,0,0,Student,Student,1,0.2065
43,3043,0,1,CubSec,CubSec,1,0.1146
43,3043,1,0,CubSec,CubSec,1,0.0992
43,3043,1,1,Clayton,Clayton,1,0.1662
44,3044,0,0,Student,Student,1,0.2212
44,3044,0,1,CubSec,GH,0,0.1312
44,3044,1,0,CubSec,Student,0,0.2068
44,3044,1,1,Clayton,Clayton,1,0.1640
45,3045,0,0,Student,Student,1,0.2355
45,3045,0,1,CubSec,Student,0,0.1321
45,3045,1,0,CubSec,CubSec,1,0.1647
45,3045,1,1,Clayton,Clayton,1,0.1880
46,3046,0,0,Student,Student,1,0.2649
46,3046,0,1,CubSec,Student,0,0.1010
46,3046,1,0,CubSec,Student,0,0.0997
46,3046,1,1,Clayton,Clayton,1,0.1561
47,3047,0,0,Student,Student,1,0.2118
47,3047,0,1,CubSec,GH,0,0.1245
47,3047,1,0,CubSec,Student,0,0.1756
47,3047,1,1,Clayton,Clayton,1,0.2259
48,3048,0,0,Student,Student,1,0.2020
48,3048,0,1,CubSec,Student,0,0.1937
48,3048,1,0,CubSec,CubSec,1,0.1380
48,3048,1,1,Clayton,Clayton,1,0.1608
49,3049,0,0,Student,Student,1,0.1994
49,3049,0,1,CubSec,Student,0,0.1456
49,3049,1,0,CubSec,CubSec,1,0.1536
49,3049,1,1,Clayton,Clayton,1,0.1615
50,3050,0,0,Student,Student,1,0.2085
50,3050,0,1,CubSec,Student,0,0.2496
50,3050,1,0,CubSec,Student,0,0.0230
50,3050,1,1,Clayton,Clayton,1,0.1722
51,3051,0,0,Student,Student,1,0.2086
51,3051,0,1,CubSec,CubSec,1,0.1399
51,3051,1,0,CubSec,CubSec,1,0.0427
51,3051,1,1,Clayton,Clayton,1,0.1781
52,3052,0,0,Student,Student,1,0.2608
52,3052,0,1,CubSec,CubSec,1,0.1650
52,3052,1,0,CubSec,Student,0,0.1980
52,3052,1,1,Clayton,Student,0,0.0657
53,3053,0,0,Student,Student,1,0.1973
53,3053,0,1,CubSec,CubSec,1,0.1399
53,3053,1,0,CubSec,Student,0,0.1943
53,3053,1,1,Clayton,Clayton,1,0.1618
54,3054,0,0,Student,Student,1,0.2657
54,3054,0,1,CubSec,Student,0,0.1992
54,3054,1,0,CubSec,Student,0,0.1977
54,3054,1,1,Clayton,Student,0,0.0914
55,3055,0,0,Student,Student,1,0.2618
55,3055,0,1,CubSec,Student,0,0.2250
55,3055,1,0,CubSec,CubSec,1,0.1030
55,3055,1,1,Clayton,Clayton,1,0.1596
56,3056,0,0,Student,Student,1,0.2445
56,3056,0,1,CubSec,CubSec,1,0.1342
56,3056,1,0,CubSec,Student,0,0.1189
56,3056,1,1,Clayton,Clayton,1,0.1532
57,3057,0,0,Student,Student,1,0.2510
57,3057,0,1,CubSec,Student,0,0.2682
57,3057,1,0,CubSec,CubSec,1,0.0708
57,3057,1,1,Clayton,Clayton,1,0.1247
58,3058,0,0,Student,Student,1,0.2467
58,3058,0,1,CubSec,Student,0,0.2649
58,3058,1,0,CubSec,CubSec,1,0.1325
58,3058,1,1,Clayton,Clayton,1,0.1740
59,3059,0,0,Student,Student,1,0.2163
59,3059,0,1,CubSec,Student,0,0.1604
59,3059,1,0,CubSec,Student,0,0.2045
59,3059,1,1,Clayton,Clayton,1,0.1753
60,3060,0,0,Student,Student,1,0.2327
60,3060,0,1,CubSec,CubSec,1,0.0990
60,3060,1,0,CubSec,Student,0,0.1332
60,3060,1,1,Clayton,Clayton,1,0.1364
61,3061,0,0,Student,Student,1,0.2461
61,3061,0,1,CubSec,Student,0,0.1559
61,3061,1,0,CubSec,Student,0,0.1370
61,3061,1,1,Clayton,Student,0,0.1593
62,3062,0,0,Student,Student,1,0.1956
62,3062,0,1,CubSec,Student,0,0.2205
62,3062,1,0,CubSec,CubSec,1,0.1407
62,3062,1,1,Clayton,Student,0,0.1949
63,3063,0,0,Student,Student,1,0.2310
63,3063,0,1,CubSec,GH,0,0.1348
63,3063,1,0,CubSec,Student,0,0.1859
63,3063,1,1,Clayton,Clayton,1,0.1907
64,3064,0,0,Student,Student,1,0.2338
64,3064,0,1,CubSec,CubSec,1,0.1650
64,3064,1,0,CubSec,CubSec,1,0.1178
64,3064,1,1,Clayton,Clayton,1,0.1323
65,3065,0,0,Student,Student,1,0.2271
65,3065,0,1,CubSec,CubSec,1,0.1474
65,3065,1,0,CubSec,Student,0,0.1946
65,3065,1,1,Clayton,Clayton,1,0.1654
